"State Wise Details"

"1","Maharashtra","113","430807.29 (550307.85)","383630.61"
"2","Gujarat","76","397766.39 (527744.09)","400282.66"
"3","Jharkhand","67","167382.99 (180414.25)","75601.09"
"4","Odisha","62","182764.78 (191361.01)","97459.83"
"5","Uttar Pradesh","60","248667.17 (333516.47)","270522.07"
"6","West Bengal","57","129106.64 (141339.08)","68454.84"
"7","Madhya Pradesh","57","170716.27 (185244.26)","89937.76"
"8","Rajasthan","56","214933.5 (327156.91)","243520.53"
"9","Andhra Pradesh","51","129035.81 (182840.47)","103817.32"
"10","Bihar","51","128195.99 (139384.37)","71848.1"
"11","Chhattisgarh","51","120260.7 (125145.95)","51522.28"
"12","Karnataka","44","98956.79 (114586.88)","73896.35"
"13","Telangana","34","47037.68 (63599.11)","32697.25"
"14","Assam","32","67184.4 (101823.62)","82828.82"
"15","Delhi","28","137284.31 (137839.23)","55696.04"
"16","Tamil Nadu","20","114627.68 (126629.84)","43180.67"
"17","Haryana","18","129800.26 (206927.45)","176073.39"
"18","Jammu & Kashmir","15","28352.23 (34202.62)","18282.45"
"19","Punjab","15","39196.9 (40648.05)","25979.99"
"20","Himachal Pradesh","11","25881.08 (30529.6)","14620.04"
"21","Arunachal Pradesh","11","101491.54 (162801.65)","106745.73"
"22","Kerala","10","16089.94 (21632.53)","10598.45"
"23","Uttarakhand","8","54105.27 (68706.57)","46289.99"
"24","Sikkim","8","29905.83 (39351.55)","29020.53"
"25","Nagaland","6","23666.28 (25254.95)","17779.34"
"26","Manipur","6","31554.24 (40783.86)","30066.86"
"27","Meghalaya","4","15842.81 (17431.48)","12549.56"
"28","Tripura","4","15241.66 (16752.51)","12501.76"
"29","Mizoram","3","14850.56 (16439.23)","12089.29"
"30","Ladakh","3","1105.6 (1229.84)","979.43"
"31","Goa","3","6060.18 (6438.31)","6370.26"
"32","Dadra & Nagar Haveli and Daman & Diu","3","112756.26 (112756.26)","87178.19"
"33","Puducherry","2","1331.34 (1525.34)","1128.28"
"34","Andaman & Nicobar","1","209.88 (209.88)","0"
