"Physical Progress"

"1","0-10","300","562841.91 (559414.42)","25046.26"
"2","10-20","98","289776.82 (292524.04)","30167.53"
"3","20-30","88","179514.27 (179098.92)","34249.87"
"4","30-40","78","118460.45 (124481.87)","32587.65"
"5","40-50","90","215558.37 (217258.55)","91527.39"
"6","50-60","104","219253.45 (240688.29)","146117.2"
"7","60-70","114","165763.28 (179261.38)","93841.97"
"8","70-80","164","313183.91 (359426.95)","232230.68"
"9","80-90","191","402051.78 (627092.8)","408774.71"
"10","90-100","409","845915.19 (1079173.18)","870091.1"
"11","100","66","59496.89 (66113.95)","37258.55"
