model,train_rows,train_projects,test_rows,test_projects,project_overlap,observations,events,event_rate,minimum_score,maximum_score,mean_predicted_score,median_score,score_standard_deviation,score_q01,score_q05,score_q25,score_q50,score_q75,score_q95,score_q99,mean_minus_event_rate,brier_score,prevalence_only_brier,brier_skill,ece_10_equal_width,calibration_intercept,calibration_slope,calibration_diagnostic_status
XGBOOST,2670,789,659,351,0,659,273,0.41426404,0.00207028,0.95493072,0.33099132,0.17947763,0.32016751,0.00383222,0.00866126,0.04191660,0.17947763,0.63516024,0.87812045,0.92660685,-0.08327272,0.17682180,0.24264934,0.27128673,0.11808932,0.34295831,0.60889509,DEFINED
