report_month,project_id,anomaly_type,value,previous_value,severity,source_file,source_page,notes
2026-07,604859,DISAPPEAR_REAPPEAR,2025-09;2025-10;2025-11;2025-12;2026-01;2026-02;2026-03,,REVIEW,FlashReport_July_2026-1.pdf,74,Missing between observed months; not interpreted as completion.
2025-10,605155,DECREASE_EXPENDITURE,1094.54,1156.37,REVIEW,FlashReport_October_2025.pdf,47,Source value retained unchanged; decrease is not treated as an error.
2025-09,605156,DECREASE_EXPENDITURE,1445.5,1584.13,REVIEW,FlashReport_September_2025.pdf,48,Source value retained unchanged; decrease is not treated as an error.
2025-11,606013,DECREASE_PHYSICAL_PROGRESS,97.0,99.0,REVIEW,FlashReport_November_2025.pdf,53,Source value retained unchanged; decrease is not treated as an error.
2025-08,606112,DECREASE_EXPENDITURE,54.05,288.87,REVIEW,FlashReport_August_2025.pdf,48,Source value retained unchanged; decrease is not treated as an error.
2026-03,607701,DECREASE_EXPENDITURE,462.41,474.39,REVIEW,FlashReport_March_2026.pdf,72,Source value retained unchanged; decrease is not treated as an error.
2026-04,607701,DECREASE_EXPENDITURE,457.64,462.41,REVIEW,FlashReport_April2026.pdf,73,Source value retained unchanged; decrease is not treated as an error.
2026-04,607709,DECREASE_PHYSICAL_PROGRESS,98.5,98.87,REVIEW,FlashReport_April2026.pdf,65,Source value retained unchanged; decrease is not treated as an error.
2025-10,608302,DISAPPEAR_REAPPEAR,2025-08,,REVIEW,FlashReport_October_2025.pdf,49,Missing between observed months; not interpreted as completion.
2025-09,609424,DECREASE_EXPENDITURE,70.0,366.2,REVIEW,FlashReport_September_2025.pdf,59,Source value retained unchanged; decrease is not treated as an error.
2026-07,609736,DECREASE_REVISED_COST,340.55,351.74,REVIEW,FlashReport_July_2026-1.pdf,71,Source value retained unchanged; decrease is not treated as an error.
2025-11,610315,DECREASE_EXPENDITURE,835.6,838.21,REVIEW,FlashReport_November_2025.pdf,54,Source value retained unchanged; decrease is not treated as an error.
2026-07,611047,DISAPPEAR_REAPPEAR,2025-08,,REVIEW,FlashReport_July_2026-1.pdf,55,Missing between observed months; not interpreted as completion.
2026-07,611495,DECREASE_PHYSICAL_PROGRESS,27.9,39.68,REVIEW,FlashReport_July_2026-1.pdf,56,Source value retained unchanged; decrease is not treated as an error.
2026-07,611509,DISAPPEAR_REAPPEAR,2025-09;2025-10;2025-11;2025-12;2026-01,,REVIEW,FlashReport_July_2026-1.pdf,62,Missing between observed months; not interpreted as completion.
2026-07,611586,DECREASE_REVISED_COST,4555.49,4925.87,REVIEW,FlashReport_July_2026-1.pdf,62,Source value retained unchanged; decrease is not treated as an error.
2025-08,611602,DECREASE_EXPENDITURE,149.21,376.47,REVIEW,FlashReport_August_2025.pdf,37,Source value retained unchanged; decrease is not treated as an error.
2025-10,611615,DECREASE_REVISED_COST,342.0,342.14,REVIEW,FlashReport_October_2025.pdf,61,Source value retained unchanged; decrease is not treated as an error.
2025-11,611615,DISAPPEAR_REAPPEAR,2025-09,,REVIEW,FlashReport_November_2025.pdf,61,Missing between observed months; not interpreted as completion.
2025-11,611699,DECREASE_EXPENDITURE,63.73,116.08,REVIEW,FlashReport_November_2025.pdf,47,Source value retained unchanged; decrease is not treated as an error.
2025-12,611699,DECREASE_EXPENDITURE,61.45,63.73,REVIEW,FlashReport_December_2025.pdf,55,Source value retained unchanged; decrease is not treated as an error.
2026-07,611751,DECREASE_EXPENDITURE,381.13,1375.55,REVIEW,FlashReport_July_2026-1.pdf,83,Source value retained unchanged; decrease is not treated as an error.
2026-07,611751,DECREASE_PHYSICAL_PROGRESS,0.0,2.03,REVIEW,FlashReport_July_2026-1.pdf,83,Source value retained unchanged; decrease is not treated as an error.
2026-07,611752,DECREASE_EXPENDITURE,149.34,347.98,REVIEW,FlashReport_July_2026-1.pdf,80,Source value retained unchanged; decrease is not treated as an error.
2026-01,611752,DECREASE_PHYSICAL_PROGRESS,3.0,25.0,REVIEW,FlashReport_January_2026.pdf,82,Source value retained unchanged; decrease is not treated as an error.
2026-07,611752,DECREASE_PHYSICAL_PROGRESS,0.0,3.04,REVIEW,FlashReport_July_2026-1.pdf,80,Source value retained unchanged; decrease is not treated as an error.
2026-07,611752,DISAPPEAR_REAPPEAR,2026-06,,REVIEW,FlashReport_July_2026-1.pdf,80,Missing between observed months; not interpreted as completion.
2026-07,611754,DECREASE_EXPENDITURE,91.42,272.72,REVIEW,FlashReport_July_2026-1.pdf,80,Source value retained unchanged; decrease is not treated as an error.
2026-07,611754,DECREASE_PHYSICAL_PROGRESS,0.0,0.24,REVIEW,FlashReport_July_2026-1.pdf,80,Source value retained unchanged; decrease is not treated as an error.
2025-08,611849,DECREASE_EXPENDITURE,98.62,411.0,REVIEW,FlashReport_August_2025.pdf,62,Source value retained unchanged; decrease is not treated as an error.
2026-03,611849,DECREASE_PHYSICAL_PROGRESS,56.0,65.0,REVIEW,FlashReport_March_2026.pdf,88,Source value retained unchanged; decrease is not treated as an error.
2025-08,611849,DECREASE_ORIGINAL_COST,968.92,969.0,REVIEW,FlashReport_August_2025.pdf,62,Source value retained unchanged; decrease is not treated as an error.
2025-08,611849,DECREASE_REVISED_COST,968.92,969.0,REVIEW,FlashReport_August_2025.pdf,62,Source value retained unchanged; decrease is not treated as an error.
2026-04,611861,DECREASE_PHYSICAL_PROGRESS,73.0,75.0,REVIEW,FlashReport_April2026.pdf,88,Source value retained unchanged; decrease is not treated as an error.
2026-04,611917,DECREASE_EXPENDITURE,1473.41,1517.82,REVIEW,FlashReport_April2026.pdf,74,Source value retained unchanged; decrease is not treated as an error.
2026-07,611917,DECREASE_EXPENDITURE,1560.24,1643.7,REVIEW,FlashReport_July_2026-1.pdf,73,Source value retained unchanged; decrease is not treated as an error.
2026-07,611930,DISAPPEAR_REAPPEAR,2025-09;2025-10;2025-11;2025-12;2026-01,,REVIEW,FlashReport_July_2026-1.pdf,62,Missing between observed months; not interpreted as completion.
2025-10,611945,DECREASE_EXPENDITURE,13.58,82.0,REVIEW,FlashReport_October_2025.pdf,63,Source value retained unchanged; decrease is not treated as an error.
2026-04,611948,DECREASE_EXPENDITURE,1851.81,2122.84,REVIEW,FlashReport_April2026.pdf,66,Source value retained unchanged; decrease is not treated as an error.
2026-04,611948,DECREASE_ORIGINAL_COST,1910.0,2211.29,REVIEW,FlashReport_April2026.pdf,66,Source value retained unchanged; decrease is not treated as an error.
2026-04,611948,DECREASE_REVISED_COST,1910.0,2211.29,REVIEW,FlashReport_April2026.pdf,66,Source value retained unchanged; decrease is not treated as an error.
2026-04,611949,DECREASE_EXPENDITURE,1136.8,1724.17,REVIEW,FlashReport_April2026.pdf,66,Source value retained unchanged; decrease is not treated as an error.
2026-04,611949,DECREASE_ORIGINAL_COST,1160.0,1796.02,REVIEW,FlashReport_April2026.pdf,66,Source value retained unchanged; decrease is not treated as an error.
2026-04,611949,DECREASE_REVISED_COST,1160.0,1796.02,REVIEW,FlashReport_April2026.pdf,66,Source value retained unchanged; decrease is not treated as an error.
2025-09,611957,DECREASE_EXPENDITURE,38.62,143.95,REVIEW,FlashReport_September_2025.pdf,54,Source value retained unchanged; decrease is not treated as an error.
2026-05,611957,DECREASE_PHYSICAL_PROGRESS,57.5,58.0,REVIEW,FlashReport_May2026.pdf,69,Source value retained unchanged; decrease is not treated as an error.
2026-04,611963,DECREASE_EXPENDITURE,345.85,355.83,REVIEW,FlashReport_April2026.pdf,71,Source value retained unchanged; decrease is not treated as an error.
2026-04,611967,DECREASE_EXPENDITURE,798.31,1198.74,REVIEW,FlashReport_April2026.pdf,63,Source value retained unchanged; decrease is not treated as an error.
2026-04,611967,DECREASE_ORIGINAL_COST,823.0,1248.69,REVIEW,FlashReport_April2026.pdf,63,Source value retained unchanged; decrease is not treated as an error.
2026-04,611967,DECREASE_REVISED_COST,823.0,1248.69,REVIEW,FlashReport_April2026.pdf,63,Source value retained unchanged; decrease is not treated as an error.
2025-10,611970,DECREASE_EXPENDITURE,44.8,102.0,REVIEW,FlashReport_October_2025.pdf,63,Source value retained unchanged; decrease is not treated as an error.
2025-10,611971,DECREASE_EXPENDITURE,67.73,87.0,REVIEW,FlashReport_October_2025.pdf,63,Source value retained unchanged; decrease is not treated as an error.
2025-08,611971,DECREASE_PHYSICAL_PROGRESS,31.0,32.0,REVIEW,FlashReport_August_2025.pdf,57,Source value retained unchanged; decrease is not treated as an error.
2026-01,612096,DECREASE_EXPENDITURE,418.64,428.37,REVIEW,FlashReport_January_2026.pdf,90,Source value retained unchanged; decrease is not treated as an error.
2025-11,612096,DECREASE_REVISED_COST,1181.57,1209.0,REVIEW,FlashReport_November_2025.pdf,69,Source value retained unchanged; decrease is not treated as an error.
2026-04,612138,DECREASE_EXPENDITURE,1190.16,1825.47,REVIEW,FlashReport_April2026.pdf,66,Source value retained unchanged; decrease is not treated as an error.
2026-04,612138,DECREASE_ORIGINAL_COST,1368.0,2147.62,REVIEW,FlashReport_April2026.pdf,66,Source value retained unchanged; decrease is not treated as an error.
2026-04,612138,DECREASE_REVISED_COST,1368.0,2147.62,REVIEW,FlashReport_April2026.pdf,66,Source value retained unchanged; decrease is not treated as an error.
2026-07,612142,DISAPPEAR_REAPPEAR,2025-09;2025-10;2025-11;2025-12;2026-01,,REVIEW,FlashReport_July_2026-1.pdf,63,Missing between observed months; not interpreted as completion.
2026-03,612186,DECREASE_EXPENDITURE,55.81,63.62,REVIEW,FlashReport_March_2026.pdf,77,Source value retained unchanged; decrease is not treated as an error.
2026-01,612186,DECREASE_PHYSICAL_PROGRESS,10.0,15.0,REVIEW,FlashReport_January_2026.pdf,80,Source value retained unchanged; decrease is not treated as an error.
2025-12,612211,DECREASE_EXPENDITURE,24.06,31.49,REVIEW,FlashReport_December_2025.pdf,67,Source value retained unchanged; decrease is not treated as an error.
2025-11,612239,DECREASE_EXPENDITURE,162.05,1747.76,REVIEW,FlashReport_November_2025.pdf,59,Source value retained unchanged; decrease is not treated as an error.
2026-02,612745,DECREASE_EXPENDITURE,68.23,228.61,REVIEW,FlashReport_February_2026.pdf,87,Source value retained unchanged; decrease is not treated as an error.
2026-03,612781,DECREASE_PHYSICAL_PROGRESS,32.82,36.0,REVIEW,FlashReport_March_2026.pdf,79,Source value retained unchanged; decrease is not treated as an error.
2026-02,612791,DECREASE_PHYSICAL_PROGRESS,49.0,53.0,REVIEW,FlashReport_February_2026.pdf,66,Source value retained unchanged; decrease is not treated as an error.
2026-07,612815,DECREASE_PHYSICAL_PROGRESS,3.0,15.0,REVIEW,FlashReport_July_2026-1.pdf,82,Source value retained unchanged; decrease is not treated as an error.
2026-02,612827,DECREASE_EXPENDITURE,12.87,12.94,REVIEW,FlashReport_February_2026.pdf,90,Source value retained unchanged; decrease is not treated as an error.
2026-03,612827,DECREASE_EXPENDITURE,11.87,12.87,REVIEW,FlashReport_March_2026.pdf,79,Source value retained unchanged; decrease is not treated as an error.
2026-07,612834,DECREASE_PHYSICAL_PROGRESS,88.0,92.0,REVIEW,FlashReport_July_2026-1.pdf,87,Source value retained unchanged; decrease is not treated as an error.
2026-01,612885,DECREASE_EXPENDITURE,362.48,426.07,REVIEW,FlashReport_January_2026.pdf,73,Source value retained unchanged; decrease is not treated as an error.
2026-06,612885,DECREASE_EXPENDITURE,368.98,370.98,REVIEW,FlashReport_June_2026.pdf,74,Source value retained unchanged; decrease is not treated as an error.
2025-12,612885,DECREASE_REVISED_COST,429.7,494.52,REVIEW,FlashReport_December_2025.pdf,62,Source value retained unchanged; decrease is not treated as an error.
2026-02,612894,DECREASE_EXPENDITURE,223.21,223.36,REVIEW,FlashReport_February_2026.pdf,80,Source value retained unchanged; decrease is not treated as an error.
2025-10,613008,DECREASE_EXPENDITURE,19.96,84.96,REVIEW,FlashReport_October_2025.pdf,53,Source value retained unchanged; decrease is not treated as an error.
2026-02,613787,DECREASE_EXPENDITURE,990.18,991.09,REVIEW,FlashReport_February_2026.pdf,167,Source value retained unchanged; decrease is not treated as an error.
2025-09,613793,DECREASE_EXPENDITURE,59.03,59.04,REVIEW,FlashReport_September_2025.pdf,46,Source value retained unchanged; decrease is not treated as an error.
2025-12,613804,DECREASE_EXPENDITURE,6.08,6.84,REVIEW,FlashReport_December_2025.pdf,52,Source value retained unchanged; decrease is not treated as an error.
2026-02,613804,DECREASE_EXPENDITURE,5.21,6.09,REVIEW,FlashReport_February_2026.pdf,68,Source value retained unchanged; decrease is not treated as an error.
2026-05,615183,DECREASE_EXPENDITURE,276.37,276.75,REVIEW,FlashReport_May2026.pdf,59,Source value retained unchanged; decrease is not treated as an error.
2026-07,615184,DECREASE_EXPENDITURE,157.01,157.02,REVIEW,FlashReport_July_2026-1.pdf,59,Source value retained unchanged; decrease is not treated as an error.
2026-03,615185,DECREASE_EXPENDITURE,99.3,99.89,REVIEW,FlashReport_March_2026.pdf,58,Source value retained unchanged; decrease is not treated as an error.
2025-08,615185,DECREASE_PHYSICAL_PROGRESS,66.0,67.0,REVIEW,FlashReport_August_2025.pdf,39,Source value retained unchanged; decrease is not treated as an error.
2025-08,615186,DECREASE_EXPENDITURE,90.31,90.96,REVIEW,FlashReport_August_2025.pdf,40,Source value retained unchanged; decrease is not treated as an error.
2026-04,615188,DECREASE_EXPENDITURE,67.11,67.74,REVIEW,FlashReport_April2026.pdf,59,Source value retained unchanged; decrease is not treated as an error.
2025-09,615189,DECREASE_PHYSICAL_PROGRESS,11.0,12.0,REVIEW,FlashReport_September_2025.pdf,45,Source value retained unchanged; decrease is not treated as an error.
2026-06,615191,DECREASE_EXPENDITURE,62.01,62.03,REVIEW,FlashReport_June_2026.pdf,60,Source value retained unchanged; decrease is not treated as an error.
2026-03,615192,DECREASE_EXPENDITURE,51.32,51.33,REVIEW,FlashReport_March_2026.pdf,59,Source value retained unchanged; decrease is not treated as an error.
2025-09,615193,DECREASE_EXPENDITURE,273.75,281.01,REVIEW,FlashReport_September_2025.pdf,46,Source value retained unchanged; decrease is not treated as an error.
2026-04,615193,DECREASE_EXPENDITURE,281.57,281.62,REVIEW,FlashReport_April2026.pdf,60,Source value retained unchanged; decrease is not treated as an error.
2025-09,615194,DECREASE_PHYSICAL_PROGRESS,0.0,1.0,REVIEW,FlashReport_September_2025.pdf,44,Source value retained unchanged; decrease is not treated as an error.
2025-12,615195,DECREASE_EXPENDITURE,4.41,5.12,REVIEW,FlashReport_December_2025.pdf,52,Source value retained unchanged; decrease is not treated as an error.
2026-03,615195,DECREASE_EXPENDITURE,5.4,5.43,REVIEW,FlashReport_March_2026.pdf,58,Source value retained unchanged; decrease is not treated as an error.
2026-04,615195,DECREASE_EXPENDITURE,5.19,5.4,REVIEW,FlashReport_April2026.pdf,58,Source value retained unchanged; decrease is not treated as an error.
2026-05,615199,DECREASE_EXPENDITURE,23.25,23.54,REVIEW,FlashReport_May2026.pdf,58,Source value retained unchanged; decrease is not treated as an error.
2025-09,615199,DECREASE_PHYSICAL_PROGRESS,2.0,3.0,REVIEW,FlashReport_September_2025.pdf,45,Source value retained unchanged; decrease is not treated as an error.
2026-05,615202,DECREASE_PHYSICAL_PROGRESS,18.3,20.3,REVIEW,FlashReport_May2026.pdf,79,Source value retained unchanged; decrease is not treated as an error.
2025-11,615206,DECREASE_EXPENDITURE,14.41,15.52,REVIEW,FlashReport_November_2025.pdf,44,Source value retained unchanged; decrease is not treated as an error.
2026-02,615206,DECREASE_EXPENDITURE,17.25,18.05,REVIEW,FlashReport_February_2026.pdf,68,Source value retained unchanged; decrease is not treated as an error.
2025-10,615206,DECREASE_PHYSICAL_PROGRESS,56.0,57.0,REVIEW,FlashReport_October_2025.pdf,44,Source value retained unchanged; decrease is not treated as an error.
2026-07,615349,DECREASE_EXPENDITURE,22.02,40.02,REVIEW,FlashReport_July_2026-1.pdf,57,Source value retained unchanged; decrease is not treated as an error.
2026-07,615820,DECREASE_EXPENDITURE,112.69,112.8,REVIEW,FlashReport_July_2026-1.pdf,56,Source value retained unchanged; decrease is not treated as an error.
2026-04,615820,DECREASE_PHYSICAL_PROGRESS,88.18,89.0,REVIEW,FlashReport_April2026.pdf,56,Source value retained unchanged; decrease is not treated as an error.
2026-04,615821,DECREASE_PHYSICAL_PROGRESS,3.26,3.4,REVIEW,FlashReport_April2026.pdf,56,Source value retained unchanged; decrease is not treated as an error.
2026-07,615821,DECREASE_PHYSICAL_PROGRESS,5.0,5.26,REVIEW,FlashReport_July_2026-1.pdf,56,Source value retained unchanged; decrease is not treated as an error.
2026-07,615822,DECREASE_EXPENDITURE,89.92,280.03,REVIEW,FlashReport_July_2026-1.pdf,57,Source value retained unchanged; decrease is not treated as an error.
2025-08,615822,DECREASE_PHYSICAL_PROGRESS,53.0,60.0,REVIEW,FlashReport_August_2025.pdf,39,Source value retained unchanged; decrease is not treated as an error.
2026-05,615822,DECREASE_PHYSICAL_PROGRESS,56.02,63.52,REVIEW,FlashReport_May2026.pdf,56,Source value retained unchanged; decrease is not treated as an error.
2026-07,615822,DECREASE_ORIGINAL_COST,183.18,222.82,REVIEW,FlashReport_July_2026-1.pdf,57,Source value retained unchanged; decrease is not treated as an error.
2026-07,615822,DECREASE_REVISED_COST,183.18,222.82,REVIEW,FlashReport_July_2026-1.pdf,57,Source value retained unchanged; decrease is not treated as an error.
2025-09,615843,DECREASE_PHYSICAL_PROGRESS,29.0,30.0,REVIEW,FlashReport_September_2025.pdf,44,Source value retained unchanged; decrease is not treated as an error.
2026-05,615843,DECREASE_PHYSICAL_PROGRESS,29.9,31.27,REVIEW,FlashReport_May2026.pdf,56,Source value retained unchanged; decrease is not treated as an error.
2026-07,615843,DECREASE_ORIGINAL_COST,232.64,243.52,REVIEW,FlashReport_July_2026-1.pdf,57,Source value retained unchanged; decrease is not treated as an error.
2026-07,615843,DECREASE_REVISED_COST,232.64,243.52,REVIEW,FlashReport_July_2026-1.pdf,57,Source value retained unchanged; decrease is not treated as an error.
2026-02,615914,DECREASE_EXPENDITURE,14.77,14.88,REVIEW,FlashReport_February_2026.pdf,69,Source value retained unchanged; decrease is not treated as an error.
2025-09,615914,DECREASE_PHYSICAL_PROGRESS,5.0,6.0,REVIEW,FlashReport_September_2025.pdf,45,Source value retained unchanged; decrease is not treated as an error.
2025-09,615916,DECREASE_EXPENDITURE,78.68,78.87,REVIEW,FlashReport_September_2025.pdf,45,Source value retained unchanged; decrease is not treated as an error.
2026-05,615916,DECREASE_EXPENDITURE,88.81,88.88,REVIEW,FlashReport_May2026.pdf,58,Source value retained unchanged; decrease is not treated as an error.
2025-09,615918,DECREASE_PHYSICAL_PROGRESS,7.0,8.0,REVIEW,FlashReport_September_2025.pdf,45,Source value retained unchanged; decrease is not treated as an error.
2025-12,615919,DECREASE_EXPENDITURE,175.86,175.93,REVIEW,FlashReport_December_2025.pdf,53,Source value retained unchanged; decrease is not treated as an error.
2026-01,615919,DECREASE_EXPENDITURE,175.75,175.86,REVIEW,FlashReport_January_2026.pdf,65,Source value retained unchanged; decrease is not treated as an error.
2026-07,615919,DECREASE_EXPENDITURE,218.26,218.36,REVIEW,FlashReport_July_2026-1.pdf,59,Source value retained unchanged; decrease is not treated as an error.
2025-11,615982,DECREASE_EXPENDITURE,185.91,367.6,REVIEW,FlashReport_November_2025.pdf,45,Source value retained unchanged; decrease is not treated as an error.
2026-06,615982,DECREASE_EXPENDITURE,196.82,196.86,REVIEW,FlashReport_June_2026.pdf,63,Source value retained unchanged; decrease is not treated as an error.
2025-11,616050,DECREASE_EXPENDITURE,131.81,237.12,REVIEW,FlashReport_November_2025.pdf,45,Source value retained unchanged; decrease is not treated as an error.
2026-01,616050,DECREASE_EXPENDITURE,132.1,132.25,REVIEW,FlashReport_January_2026.pdf,65,Source value retained unchanged; decrease is not treated as an error.
2026-03,616050,DECREASE_EXPENDITURE,127.21,132.21,REVIEW,FlashReport_March_2026.pdf,59,Source value retained unchanged; decrease is not treated as an error.
2025-11,616223,DECREASE_EXPENDITURE,208.63,308.84,REVIEW,FlashReport_November_2025.pdf,45,Source value retained unchanged; decrease is not treated as an error.
2026-01,616223,DECREASE_EXPENDITURE,208.69,208.73,REVIEW,FlashReport_January_2026.pdf,65,Source value retained unchanged; decrease is not treated as an error.
2026-02,616223,DECREASE_EXPENDITURE,208.68,208.69,REVIEW,FlashReport_February_2026.pdf,69,Source value retained unchanged; decrease is not treated as an error.
2026-05,616223,DECREASE_EXPENDITURE,209.28,209.35,REVIEW,FlashReport_May2026.pdf,58,Source value retained unchanged; decrease is not treated as an error.
2026-06,616226,DECREASE_EXPENDITURE,652.7,681.21,REVIEW,FlashReport_June_2026.pdf,64,Source value retained unchanged; decrease is not treated as an error.
2025-09,616226,DECREASE_PHYSICAL_PROGRESS,3.0,4.0,REVIEW,FlashReport_September_2025.pdf,46,Source value retained unchanged; decrease is not treated as an error.
2026-05,616227,DECREASE_EXPENDITURE,3.97,4.51,REVIEW,FlashReport_May2026.pdf,87,Source value retained unchanged; decrease is not treated as an error.
2026-07,616227,DISAPPEAR_REAPPEAR,2025-09;2025-10,,REVIEW,FlashReport_July_2026-1.pdf,86,Missing between observed months; not interpreted as completion.
2025-10,616229,DECREASE_EXPENDITURE,1.18,1.21,REVIEW,FlashReport_October_2025.pdf,45,Source value retained unchanged; decrease is not treated as an error.
2026-01,616229,DECREASE_EXPENDITURE,1.17,1.19,REVIEW,FlashReport_January_2026.pdf,65,Source value retained unchanged; decrease is not treated as an error.
2026-02,616231,DECREASE_EXPENDITURE,472.92,472.93,REVIEW,FlashReport_February_2026.pdf,70,Source value retained unchanged; decrease is not treated as an error.
2026-06,616231,DECREASE_EXPENDITURE,477.43,477.84,REVIEW,FlashReport_June_2026.pdf,64,Source value retained unchanged; decrease is not treated as an error.
2025-11,616232,DECREASE_EXPENDITURE,272.99,273.03,REVIEW,FlashReport_November_2025.pdf,46,Source value retained unchanged; decrease is not treated as an error.
2026-07,616234,DECREASE_PHYSICAL_PROGRESS,23.75,40.34,REVIEW,FlashReport_July_2026-1.pdf,56,Source value retained unchanged; decrease is not treated as an error.
2025-09,616236,DECREASE_PHYSICAL_PROGRESS,32.0,33.0,REVIEW,FlashReport_September_2025.pdf,44,Source value retained unchanged; decrease is not treated as an error.
2026-05,616236,DECREASE_PHYSICAL_PROGRESS,32.62,34.18,REVIEW,FlashReport_May2026.pdf,57,Source value retained unchanged; decrease is not treated as an error.
2026-07,616236,DECREASE_ORIGINAL_COST,372.06,414.37,REVIEW,FlashReport_July_2026-1.pdf,58,Source value retained unchanged; decrease is not treated as an error.
2026-07,616236,DECREASE_REVISED_COST,372.06,414.37,REVIEW,FlashReport_July_2026-1.pdf,58,Source value retained unchanged; decrease is not treated as an error.
2026-07,616586,DISAPPEAR_REAPPEAR,2025-09,,REVIEW,FlashReport_July_2026-1.pdf,86,Missing between observed months; not interpreted as completion.
2026-06,616587,DISAPPEAR_REAPPEAR,2025-09,,REVIEW,FlashReport_June_2026.pdf,93,Missing between observed months; not interpreted as completion.
2026-03,616588,DECREASE_EXPENDITURE,6.97,7.02,REVIEW,FlashReport_March_2026.pdf,86,Source value retained unchanged; decrease is not treated as an error.
2026-07,616588,DISAPPEAR_REAPPEAR,2025-09,,REVIEW,FlashReport_July_2026-1.pdf,86,Missing between observed months; not interpreted as completion.
2026-07,616694,DECREASE_PHYSICAL_PROGRESS,0.0,5.5,REVIEW,FlashReport_July_2026-1.pdf,87,Source value retained unchanged; decrease is not treated as an error.
2026-07,616694,DISAPPEAR_REAPPEAR,2025-09;2025-10;2025-11,,REVIEW,FlashReport_July_2026-1.pdf,87,Missing between observed months; not interpreted as completion.
2025-10,616695,DECREASE_EXPENDITURE,0.0,0.01,REVIEW,FlashReport_October_2025.pdf,67,Source value retained unchanged; decrease is not treated as an error.
2026-07,616695,DECREASE_PHYSICAL_PROGRESS,7.0,10.5,REVIEW,FlashReport_July_2026-1.pdf,87,Source value retained unchanged; decrease is not treated as an error.
2025-11,616699,DECREASE_EXPENDITURE,420.86,520.39,REVIEW,FlashReport_November_2025.pdf,66,Source value retained unchanged; decrease is not treated as an error.
2026-07,616699,DECREASE_PHYSICAL_PROGRESS,3.0,18.0,REVIEW,FlashReport_July_2026-1.pdf,85,Source value retained unchanged; decrease is not treated as an error.
2026-07,616699,DECREASE_REVISED_COST,12333.57,12333.6,REVIEW,FlashReport_July_2026-1.pdf,85,Source value retained unchanged; decrease is not treated as an error.
2026-07,616701,DECREASE_PHYSICAL_PROGRESS,1.0,12.5,REVIEW,FlashReport_July_2026-1.pdf,81,Source value retained unchanged; decrease is not treated as an error.
2026-07,616839,DECREASE_REVISED_COST,1165.73,1165.89,REVIEW,FlashReport_July_2026-1.pdf,87,Source value retained unchanged; decrease is not treated as an error.
2026-07,616841,DECREASE_PHYSICAL_PROGRESS,7.0,8.0,REVIEW,FlashReport_July_2026-1.pdf,88,Source value retained unchanged; decrease is not treated as an error.
2026-03,616842,DECREASE_PHYSICAL_PROGRESS,18.0,20.0,REVIEW,FlashReport_March_2026.pdf,86,Source value retained unchanged; decrease is not treated as an error.
2026-06,616856,DISAPPEAR_REAPPEAR,2025-09,,REVIEW,FlashReport_June_2026.pdf,94,Missing between observed months; not interpreted as completion.
2025-09,616886,DECREASE_EXPENDITURE,21.13,23.23,REVIEW,FlashReport_September_2025.pdf,53,Source value retained unchanged; decrease is not treated as an error.
2025-12,616886,DECREASE_EXPENDITURE,27.63,28.63,REVIEW,FlashReport_December_2025.pdf,61,Source value retained unchanged; decrease is not treated as an error.
2025-12,616886,DECREASE_PHYSICAL_PROGRESS,10.0,20.0,REVIEW,FlashReport_December_2025.pdf,61,Source value retained unchanged; decrease is not treated as an error.
2025-11,617069,DECREASE_EXPENDITURE,23.99,24.3,REVIEW,FlashReport_November_2025.pdf,48,Source value retained unchanged; decrease is not treated as an error.
2025-11,617069,DECREASE_PHYSICAL_PROGRESS,1.0,2.0,REVIEW,FlashReport_November_2025.pdf,48,Source value retained unchanged; decrease is not treated as an error.
2026-07,617179,DISAPPEAR_REAPPEAR,2025-08,,REVIEW,FlashReport_July_2026-1.pdf,64,Missing between observed months; not interpreted as completion.
2025-12,617183,DECREASE_PHYSICAL_PROGRESS,4.0,7.0,REVIEW,FlashReport_December_2025.pdf,56,Source value retained unchanged; decrease is not treated as an error.
2025-10,617188,DECREASE_EXPENDITURE,856.56,865.06,REVIEW,FlashReport_October_2025.pdf,47,Source value retained unchanged; decrease is not treated as an error.
2026-06,617200,DISAPPEAR_REAPPEAR,2025-09,,REVIEW,FlashReport_June_2026.pdf,86,Missing between observed months; not interpreted as completion.
2026-06,617201,DISAPPEAR_REAPPEAR,2025-09,,REVIEW,FlashReport_June_2026.pdf,89,Missing between observed months; not interpreted as completion.
2026-07,617210,DECREASE_EXPENDITURE,0.0,62.2,REVIEW,FlashReport_July_2026-1.pdf,84,Source value retained unchanged; decrease is not treated as an error.
2026-07,617210,DECREASE_PHYSICAL_PROGRESS,0.0,0.06,REVIEW,FlashReport_July_2026-1.pdf,84,Source value retained unchanged; decrease is not treated as an error.
2026-07,617210,DISAPPEAR_REAPPEAR,2025-09,,REVIEW,FlashReport_July_2026-1.pdf,84,Missing between observed months; not interpreted as completion.
2026-05,617212,DECREASE_EXPENDITURE,640.06,1938.02,REVIEW,FlashReport_May2026.pdf,85,Source value retained unchanged; decrease is not treated as an error.
2026-05,617214,DECREASE_EXPENDITURE,208.57,208.59,REVIEW,FlashReport_May2026.pdf,86,Source value retained unchanged; decrease is not treated as an error.
2026-07,617214,DECREASE_EXPENDITURE,155.0,208.57,REVIEW,FlashReport_July_2026-1.pdf,84,Source value retained unchanged; decrease is not treated as an error.
2026-07,617214,DECREASE_PHYSICAL_PROGRESS,0.0,0.17,REVIEW,FlashReport_July_2026-1.pdf,84,Source value retained unchanged; decrease is not treated as an error.
