target,feature_set,model,transformed_feature,importance
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Electricity Generation,0.02988524
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Healthcare,0.02625240
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__progress_change_3m,0.01685174
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__progress_velocity_3m,0.01602065
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__expenditure_velocity_3m,0.01591509
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__expenditure_change_3m,0.01490318
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Oil & Gas,0.01482795
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Railways,0.01396338
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__schedule_revision_count_to_date,0.01184288
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__months_since_material_progress_change,0.01064662
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__months_observed,0.01052898
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__months_since_first_observation,0.01019122
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Coal,0.00879544
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Water Resources,0.00847172
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__missingindicator_months_since_material_progress_change,0.00843975
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__missingindicator_months_since_schedule_revision,0.00829910
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__progress_acceleration_3m,0.00824201
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__missingindicator_progress_acceleration_3m,0.00616040
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__months_since_schedule_revision,0.00529081
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__missingindicator_expenditure_change_1m,0.00480444
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__months_since_cost_revision,0.00381603
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__missingindicator_progress_change_1m,0.00365146
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Transmission & Distribution,0.00303496
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Aviation & Aviation Infrastructure,0.00273379
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Education,0.00272222
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Urban Public Transport,0.00262505
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Waste & Water,0.00243308
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__missingindicator_months_since_cost_revision,0.00229401
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__cost_revision_count_to_date,0.00227602
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__missingindicator_progress_velocity_3m,0.00199100
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__missingindicator_progress_change_3m,0.00197513
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__missingindicator_expenditure_velocity_3m,0.00170859
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__missingindicator_expenditure_change_3m,0.00156254
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Telecommunication,0.00081918
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__revised_cost_missing,0.00065056
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Real Estate,0.00027413
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Energy Storage,0.00025198
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Metals & Mining,0.00016982
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Steel,0.00014085
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__progress_missing,0.00000000
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Construction,0.00000000
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Inland Waterways,0.00000000
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Logistics Infrastructure,0.00000000
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,cat__sector_Shipping,0.00000000
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,"cat__sector_Tourism, Hospitality & Wellness",0.00000000
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__expenditure_current,0.19078443
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__progress_current,0.15547028
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__original_cost_current,0.14704644
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__expenditure_to_original_cost,0.13800808
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Coal,0.05286346
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__expenditure_change_1m,0.04836913
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Water Resources,0.02529575
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Oil & Gas,0.02276059
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__progress_change_1m,0.02228399
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__expenditure_velocity_3m,0.01489854
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__expenditure_change_3m,0.01481326
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__progress_acceleration_3m,0.01334373
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__progress_change_3m,0.01232898
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Railways,0.01213024
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Electricity Generation,0.01099016
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__progress_velocity_3m,0.01034125
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__months_since_first_observation,0.00975968
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__months_observed,0.00821449
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__missingindicator_months_since_material_progress_change,0.00726989
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Healthcare,0.00717615
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__months_since_material_progress_change,0.00703990
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__schedule_revision_count_to_date,0.00664946
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Urban Public Transport,0.00512689
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Aviation & Aviation Infrastructure,0.00505796
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__missingindicator_progress_acceleration_3m,0.00497299
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__missingindicator_months_since_schedule_revision,0.00462568
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Steel,0.00388323
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Waste & Water,0.00387907
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Energy Storage,0.00367849
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__missingindicator_expenditure_change_1m,0.00321573
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__missingindicator_progress_change_1m,0.00320239
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Transmission & Distribution,0.00304509
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__months_since_cost_revision,0.00253169
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Education,0.00250155
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__missingindicator_months_since_cost_revision,0.00245957
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__cost_revision_count_to_date,0.00238415
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__missingindicator_progress_velocity_3m,0.00205479
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__missingindicator_progress_change_3m,0.00203666
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__months_since_schedule_revision,0.00168407
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__missingindicator_expenditure_change_3m,0.00148931
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__missingindicator_expenditure_velocity_3m,0.00129886
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Telecommunication,0.00118144
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Real Estate,0.00086377
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Metals & Mining,0.00060254
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__revised_cost_missing,0.00035623
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Shipping,0.00002996
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,num__progress_missing,0.00000000
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Construction,0.00000000
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Inland Waterways,0.00000000
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,cat__sector_Logistics Infrastructure,0.00000000
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest balanced,"cat__sector_Tourism, Hospitality & Wellness",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__effective_target_months_from_cutoff,0.21967643
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Roads & Highways,0.09681543
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__ministry_Ministry of Road Transport & Highways,0.06896803
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__progress_current,0.04392776
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__expenditure_to_original_cost,0.02939638
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__expenditure_to_revised_cost,0.02689871
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__project_age_months,0.02536812
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__months_since_first_observation,0.02370242
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__ministry_Ministry of Railways,0.02330678
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__expenditure_current,0.02309166
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__months_observed,0.02214465
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_National Highways Authority of India [NHAI],0.02109755
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Railways,0.02085374
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__original_cost_current,0.01948076
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__missingindicator_expenditure_change_1m,0.01853768
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__revised_cost_current,0.01712571
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__missingindicator_progress_change_1m,0.01695283
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__cost_revision_pct_current,0.01581840
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_MoRTH,0.01518452
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__expenditure_change_1m,0.01473020
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Ministry of Housing & Urban Affairs,0.01224046
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__expenditure_velocity_3m,0.01081094
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Waste & Water,0.00966072
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__expenditure_change_3m,0.00948980
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__missingindicator_progress_acceleration_3m,0.00897028
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Coal,0.00812322
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Transmission & Distribution,0.00792862
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__progress_velocity_3m,0.00735312
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__ministry_Ministry of Petroleum & Natural Gas,0.00702114
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__progress_change_3m,0.00678318
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Aviation & Aviation Infrastructure,0.00608973
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Power Grid Corporation of India Limited [POWERGRID],0.00587966
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Oil & Gas,0.00546011
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__progress_change_1m,0.00530309
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Ministry of Petroleum & Natural Gas,0.00517855
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__ministry_Ministry of Civil Aviation,0.00477780
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__ministry_Ministry of Coal,0.00463780
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__missingindicator_expenditure_change_3m,0.00461153
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__missingindicator_progress_velocity_3m,0.00418369
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__months_since_schedule_revision,0.00413382
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_NHIDCL,0.00404959
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__ministry_Ministry of Housing & Urban Affairs,0.00399976
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__progress_acceleration_3m,0.00397822
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Airport Authority of India [AAI],0.00394510
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__missingindicator_progress_change_3m,0.00378680
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__missingindicator_months_since_material_progress_change,0.00349075
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__ministry_Ministry of Power,0.00346953
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__missingindicator_expenditure_velocity_3m,0.00323717
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__schedule_revision_count_to_date,0.00318633
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__ministry_Department of Water Resources, River Development & GR",0.00285649
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__missingindicator_months_since_schedule_revision,0.00285612
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Oil and Natural Gas Corporation Limited [ONGC],0.00259450
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Water Resources,0.00222952
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Rajasthan,0.00216024
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Western Coalfields Limited [WCL],0.00184009
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_West Bengal,0.00182303
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__ministry_Department of Telecommunications,0.00173800
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Bihar,0.00142007
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Telecommunication,0.00140335
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__ministry_Ministry of Ports, Shipping and Waterways",0.00137422
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Maharashtra,0.00131568
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__months_since_material_progress_change,0.00129707
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Uttar Pradesh,0.00129190
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Electricity Generation,0.00122851
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Gujarat,0.00120703
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Jharkhand,0.00118837
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__ministry_Ministry of Labour and Employment,0.00114603
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Healthcare,0.00104119
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_MinistryofPetroleumNaturalGas,0.00093507
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Assam,0.00093291
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Employee's State Insurance Company [ESIC],0.00090489
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__ministry_Department of Higher Education,0.00085690
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_South Central Railway [SCR] - II,0.00081511
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__revised_cost_missing,0.00080211
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Eastern Coal Fields Limited [ECL],0.00078069
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__missingindicator_expenditure_to_revised_cost,0.00077860
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Energy Storage,0.00073385
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__cost_revision_count_to_date,0.00072047
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__missingindicator_months_since_cost_revision,0.00071867
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Odisha,0.00070999
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_THDC India Limited,0.00068085
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_NRL,0.00066125
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Urban Public Transport,0.00065125
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_RVNL - II,0.00064285
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Uttarakhand,0.00063544
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Madhya Pradesh,0.00063465
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Education,0.00063163
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Andhra Pradesh,0.00062385
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_East Central Railway [ECR] - I,0.00060714
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Chhattisgarh,0.00058179
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Karnataka,0.00055286
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_RVNL - I,0.00055283
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__missingindicator_revised_cost_current,0.00054839
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Telangana,0.00054245
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_South Eastern Coalfields Limited [SECL],0.00051778
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Tamil Nadu,0.00049296
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Steel,0.00049201
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_National Mission for Clean Ganga,0.00047614
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_South Western Railway [SWR] - II,0.00046357
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_East Coast Railway [ECoR] - II,0.00044911
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__months_since_cost_revision,0.00043731
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Central Railway [CR] - II,0.00043277
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Manipur,0.00040338
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,0.00039953
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_North Western Railway [NWR],0.00039636
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Ministry of Coal,0.00039442
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_SECR,0.00036436
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Steel Authority of India Limited [SAIL],0.00035130
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_ministry of housing and urban affairs,0.00034131
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Offshore,0.00033808
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Department of water resources-MH - II,0.00032399
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Singareni Collieries Company Limited [SCCL],0.00032024
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__ministry_Ministry of Steel,0.00029788
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__ministry_Ministry of Health & Family Welfare,0.00029448
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Indian Railway Construction International Limited [IRCON],0.00026746
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Kerala,0.00025120
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Department of Telecommunications [DoT],0.00023847
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_BSNL,0.00023468
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_North Eastern Railway [NER],0.00021144
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_PCE/WR,0.00020800
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Meghalaya,0.00019362
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Punjab,0.00019224
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Western Railway,0.00018157
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Real Estate,0.00017967
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Himachal Pradesh,0.00017600
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Bharat Petroleum Corporation Limited [BPCL],0.00017440
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Sikkim,0.00017255
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__ministry_Ministry of Mines,0.00017181
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Mizoram,0.00015950
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Shipping,0.00015814
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_NLC India Limited [NLCIL],0.00015350
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Western Railway [WR] - II,0.00013503
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Water Resources-MP,0.00012779
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Delhi,0.00012503
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Haryana,0.00012411
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Andhra Pradesh, Karnataka",0.00012057
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_EDTK[MC]/RB,0.00011491
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Metals & Mining,0.00010562
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Northeast Frontier Railway [NFR],0.00010524
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_North Central Railway,0.00009010
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Southern Railway [SR] - II,0.00008916
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_National Hydroelectric Power Corporation Limited [NHPC],0.00008720
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Chhattisgarh, Odisha",0.00008016
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Indian Oil Corporation Limited [IOCL],0.00007718
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Inland Waterways,0.00007034
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Water Resources-AP,0.00006891
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Western Railway (WR,0.00006864
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Tripura,0.00006830
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_National Thermal Power Corporation [NTPC],0.00006275
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_WPO/Patna,0.00006171
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Central Railway,0.00006110
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Andhra Pradesh, Odisha",0.00006076
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Jharkhand, West, Bengal",0.00005921
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_RVNL,0.00005876
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Deendayal Port Trust [DPT],0.00005807
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Hindustan Petroleum Corporation Limited [HPCL],0.00005668
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Jharkhand, Odisha, West, Bengal",0.00005483
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Mahanadi Coalfields Limited (MCL,0.00005310
