target,feature_set,model,transformed_feature,importance
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__ministry_Ministry of Labour and Employment,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_Department of Water Resources, River Development & GR",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,num__progress_missing,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__sector_Construction,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__sector_Logistics Infrastructure,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__sector_Tourism, Hospitality & Wellness",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__state_& Diu,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__state_),0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_- I) (Kerala, Tamil, Nadu",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_- II) (Arunachal, Pradesh, Assam",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_- II) (Madhya Pradesh, Maharashtra",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Andhra Pradesh, Tamil Nadu",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Arunachal, Pradesh, Assam",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Assam, Nagaland",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__state_Bengal,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Bihar, Bengal",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Bihar, Jharkhand",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Bihar, Odisha, West Bengal",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Bihar, Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Bihar, Uttar, Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Bihar, West, Bengal",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Campus on Engineering, Procurement and Construction basis Delhi,",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Central University, Himachal Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Chhattisgarh, 09/2027, Odisha",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Chhattisgarh, Maharashtra",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__state_Goa,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Gujarat, Haryana, Rajasthan",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Gujarat, Madhya, Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Gujarat, Maharashtra",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Gujarat, Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Haryana, Himachal Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Haryana, Rajasthan",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__state_Haveli and Daman,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Haveli and Daman, & Diu",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Himachal Pradesh,",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Himachal, Pradesh, Punjab",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Indian Institute of Technology, Indore",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Indian Institute of Technology, Kharagpur",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Indian intitue of Management, Amritsar",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Jammu and, Kashmir, Punjab",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Jharkhand, Bengal",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Jharkhand, Maharashtra, Odisha",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Jharkhand, Odisha",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Jharkhand, Odisha, West, Bengal",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Jharkhand, West, Bengal",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Karnataka, Nadu",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Karnataka, Tamil, Nadu",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Karnataka, Telangana",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__state_Kashmir,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Kashmir, Punjab",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Kerala, Nadu",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Kerala, Tamil 12/2025, Nadu",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Kerala, Tamil, Nadu",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__state_Ladakh,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Madhya Pradesh,",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Madhya Pradesh, Maharashtra",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Maharashtra,",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Maharashtra, Odisha",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Maharashtra, Telangana, Uttar, Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__state_Manipur,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Meghalaya,",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Meghalaya, Mizoram,",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__state_Mizoram,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__state_Nagaland,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_National Institute of Technology, Arunachal Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_National Institute of Technology, Meghalaya",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Odisha, Bengal",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Odisha, West Bengal",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Odisha, West, Bengal",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__state_PAN India,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Port, Ship Service, Smart Solid Waste Management, Smart Public Transport System",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Pradesh, Assam",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Pradesh, Gujarat, Rajasthan",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Pradesh, Punjab",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Pradesh, Rajasthan, Uttar, Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Pradesh, Uttar 12/2025, Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Pradesh, Uttar, Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Pradesh, West, Bengal",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__state_Puducherry,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Puducherry, Nadu",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Puducherry, Tamil, Nadu",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Punjab, 12/2025, Rajasthan",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Punjab, Rajasthan",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Rajasthan, Uttar 12/2026, Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Rajasthan, Uttar, Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Sikkim, Bengal",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Sikkim, West, Bengal",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Uttar Pradesh, 12/2025, West Bengal",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_Uttar Pradesh, West Bengal",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__state_[8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited] (Gujarat,",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__ministry_Department of Sports,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_705237,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_705728,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Adani Airport Holdings Limited,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Adani Transmission Limited,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_BCCL - CIL,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_BSNL,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Banaras Hindu University,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Bharat Coking Coal Limited [BCCL],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_CAO/C/II/NR,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_CAO/C/NR,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_CAO/C/SECR,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_CCL - CIL,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_CORE,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_CPM/ICF,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_CR,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_CSPCC Projects,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Central Coalfields Limited [CCL],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Central Organisation for Railway Electrification [CORE],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Central Railway,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Central Railways,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Central Tribal University of Andhra Pradesh,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Central University of Gujarat,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Central University of Punjab,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_Central University, Himachal Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Chennai Metro Rail Limited [CMRL],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Chennai Petroleum Corporation Limited [CPCL],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Construction NER,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Deendayal Port Trust [DPT],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Delhi University,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Department of Sports & Youth Affairs,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Department of Telecommunications,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Department of Water Resources-JH,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Department of Water Resources-MH,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Gas Authority of India Limited [GAIL],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Gujarat,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_Haldia Dock Complex, Syama Prasad Mookerjee Port Authority",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Hindustan Copper Limited [HCL],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_Indian Institute of Management, Jammu",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_Indian Institute of Management, Sirmaur",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_Indian Institute of Technology, Hyderabad",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_Indian Institute of Technology, Indore",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_Indian Institute of Technology, Kharagpur",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_Indian Institute of Technology, Mandi",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_Indian Institutes of Science Education and Research, Behrampur",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Indian Port Rail & Ropeway Corporation Ltd. [IPRCL],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_Indian intitue of Management, Amritsar",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Inland Waterways Authority of India [IWAI],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Irrigation & Water Resources-UP,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Irrigation-UK,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_M/S SRC company Infra Private Limited,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_MRIDC,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Mangalore Refinary and Petrochemicals Limited,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_Metro Railway, Kolkata",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Ministry of Education,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Ministry of Health & Family Welfare,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Ministry of Mines,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Ministry of Railways,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Mumbai Metro Rail Corporation Limited [MMRC],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Mumbai Port Trust [MPT],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Mumbai Rail Vikas Corporation Ltd.[MRVC],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_NER,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_NIT Mizoram,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_NIT Nagaland,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_NIT Patna,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_NIT Sikkim,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_NRL,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_National Communication Academy - Finance (Erstwhile NICF,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_National Highways & Infrastructure Development Corporation Ltd. [NHIDCL],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_National Industrial Corridor Development Corporation,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_National Institute of Technology Delhi,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_National Institute of Technology Uttarakhand,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_National Institute of Technology, Arunachal Pradesh",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_National Institute of Technology, Meghalaya",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,"cat__agency_National Institute of Technology, Puducherry",0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_New Mangalore Port Authority,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_North Central Railway (NCR,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Northeast Frontier Railway (NFR,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Northen Railway [NR],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Northern Railways,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_PMSSY AND Institute of NATIONAL Importance,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_PMSSY/Institute of National Importance (INI,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Paradip Port Trust [PPT],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Patna Metro Rail Corporation Ltd. [PMRCL],0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_RCIL,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_RVNL,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_RVNL - I,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Rail Land Development Authority,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Rail Vikas Nigam Limited,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Reliance Industries Ltd,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_SECL - CIL,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_SR-ERS,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Sikkim University,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Smart City Mission,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_South Central Railway [SCR] - I,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_South East Central Railway,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_South Eastern Railway - JH,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Southern Railway (SR,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Southern Railways [SR] - construction,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_THDC India Limited,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Tezpur University,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_WCL - CIL,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_WR,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Water Resources Department-MN,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Water Resources-BR,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Water Resources-CT,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Water Resources-KA,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Water Resources-MP,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Water Resources-OR,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Water resource-mp,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_West Central Railway WCR I,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Western Railway,0.00000000
future_cost_increase_5pct_6m,CORE_PLUS_CONDITIONAL,Random Forest balanced,cat__agency_Western Railway (WR,0.00000000
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__expenditure_current,0.16402117
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__original_cost_current,0.15978789
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__expenditure_to_original_cost,0.15566476
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__progress_current,0.13630922
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__expenditure_change_1m,0.06045024
future_cost_increase_5pct_6m,CORE_SAFE,Random Forest,num__progress_change_1m,0.03830332
