"Physical Progress"

"1","0-10","246","527250.99 (525157.16)","33477.02"
"2","10-20","127","283340.18 (287100.93)","32701.1"
"3","20-30","116","233499.83 (230340.27)","38049.1"
"4","30-40","111","165888.54 (171676.34)","48815.73"
"5","40-50","113","170075.47 (170962.47)","64685.15"
"6","50-60","124","309284.34 (323798.66)","192838.85"
"7","60-70","131","172395.76 (184951.08)","95218.23"
"8","70-80","162","291014.15 (327206.06)","211064.46"
"9","80-90","222","419257.32 (650393.85)","333254.12"
"10","90-100","493","936830.54 (1191881.34)","896913.7"
"11","100","96","80024.05 (86690.88)","45946.17"
