"Physical Progress"

"1","0-10","257","429025.52 (429796.89)","28424.05"
"2","10-20","71","270834.63 (273160.01)","31108.89"
"3","20-30","76","175314.2 (175122.97)","32188.05"
"4","30-40","65","89753.18 (96528.03)","26898.27"
"5","40-50","77","164770.96 (167483.61)","66248.86"
"6","50-60","96","223598.72 (248398.38)","151362.85"
"7","60-70","102","144566.81 (155916.38)","75285.96"
"8","70-80","150","300810.3 (347545.45)","226168.11"
"9","80-90","164","393070.05 (618323.57)","411329.41"
"10","90-100","307","753227.16 (970803.12)","834915.39"
"11","100","27","23276.02 (27841.29)","17232.76"
