report_month,state,project_count,original_cost_crores,revised_cost_crores,expenditure_crores,source_file,source_type
2026-02,West Bengal,86.0,151520.45,165472.81,78190.43,State-Wise-Report.csv,aggregate_csv
2026-02,Rajasthan,81.0,250247.95,361726.93,264451.69,State-Wise-Report.csv,aggregate_csv
2026-02,Chhattisgarh,79.0,145607.84,156000.68,63138.07,State-Wise-Report.csv,aggregate_csv
2026-02,Tamil Nadu,70.0,176320.25,182712.87,63410.1,State-Wise-Report.csv,aggregate_csv
2026-02,Odisha,108.0,209683.81,226185.72,117770.33,State-Wise-Report.csv,aggregate_csv
2026-02,Jammu & Kashmir,49.0,62939.64,69316.15,30884.54,State-Wise-Report.csv,aggregate_csv
2026-03,Delhi,23.0,123354.9,128248.94,57607.13,State-Wise-Report.csv,aggregate_csv
2026-03,Manipur,36.0,42345.22,51574.84,36934.81,State-Wise-Report.csv,aggregate_csv
2026-03,Kerala,32.0,72129.16,83910.38,29787.27,State-Wise-Report.csv,aggregate_csv
2026-03,Himachal Pradesh,32.0,42738.35,53032.35,22247.89,State-Wise-Report.csv,aggregate_csv
2026-03,Mizoram,25.0,29497.41,31230.64,15053.26,State-Wise-Report.csv,aggregate_csv
2026-03,Nagaland,25.0,29857.31,32000.03,19738.13,State-Wise-Report.csv,aggregate_csv
2026-03,Ladakh,4.0,1664.27,1824.27,1326.9,State-Wise-Report.csv,aggregate_csv
2026-03,Meghalaya,16.0,21991.77,23362.29,13943.25,State-Wise-Report.csv,aggregate_csv
2026-03,Tripura,13.0,21323.04,22858.42,13214.17,State-Wise-Report.csv,aggregate_csv
2026-03,Goa,7.0,7789.73,7943.74,6800.9,State-Wise-Report.csv,aggregate_csv
2026-03,Puducherry,6.0,8358.94,8576.63,3952.36,State-Wise-Report.csv,aggregate_csv
2026-03,Dadra & Nagar Haveli and Daman & Diu,5.0,114864.06,115648.07,95662.59,State-Wise-Report.csv,aggregate_csv
2026-03,Andaman & Nicobar,4.0,863.85,1291.36,0.0,State-Wise-Report.csv,aggregate_csv
2026-03,Haryana,43.0,166862.27,246832.68,186922.28,State-Wise-Report.csv,aggregate_csv
2026-03,Sikkim,17.0,33314.72,42915.98,32720.04,State-Wise-Report.csv,aggregate_csv
2026-03,Jammu & Kashmir,47.0,60382.03,66609.58,31106.24,State-Wise-Report.csv,aggregate_csv
2026-03,Arunachal Pradesh,22.0,66941.63,91921.74,48506.43,State-Wise-Report.csv,aggregate_csv
2026-03,Punjab,53.0,86902.9,93488.75,44058.79,State-Wise-Report.csv,aggregate_csv
2026-03,Maharashtra,212.0,542172.58,666446.46,428925.08,State-Wise-Report.csv,aggregate_csv
2026-03,Uttar Pradesh,177.0,396749.25,472008.46,262117.33,State-Wise-Report.csv,aggregate_csv
2026-03,Andhra Pradesh,138.0,211024.61,264097.7,143210.64,State-Wise-Report.csv,aggregate_csv
2026-03,Bihar,129.0,246061.51,256634.85,102049.23,State-Wise-Report.csv,aggregate_csv
2026-03,Uttarakhand,51.0,73824.5,83851.77,51397.53,State-Wise-Report.csv,aggregate_csv
2026-03,Gujarat,122.0,421445.52,523895.4,383975.92,State-Wise-Report.csv,aggregate_csv
2026-03,Karnataka,118.0,197250.72,216195.46,109559.32,State-Wise-Report.csv,aggregate_csv
2026-03,Madhya Pradesh,123.0,307764.77,318694.68,121098.26,State-Wise-Report.csv,aggregate_csv
2026-03,Jharkhand,104.0,201981.94,212953.77,86550.63,State-Wise-Report.csv,aggregate_csv
2026-03,Telangana,89.0,85852.0,105464.41,51531.67,State-Wise-Report.csv,aggregate_csv
2026-03,Assam,88.0,120333.35,156431.72,100535.52,State-Wise-Report.csv,aggregate_csv
2026-03,West Bengal,84.0,150362.19,164314.55,79175.37,State-Wise-Report.csv,aggregate_csv
2026-03,Rajasthan,81.0,250081.55,361596.29,267985.62,State-Wise-Report.csv,aggregate_csv
2026-03,Chhattisgarh,78.0,145258.09,155650.93,65870.18,State-Wise-Report.csv,aggregate_csv
2026-03,Tamil Nadu,70.0,176925.25,185610.61,68652.31,State-Wise-Report.csv,aggregate_csv
2026-03,Odisha,108.0,209629.14,225905.05,122551.83,State-Wise-Report.csv,aggregate_csv
2026-04,Haryana,42.0,166649.08,246619.49,188087.0,State-Wise-Report.csv,aggregate_csv
2026-04,Manipur,36.0,42345.22,51574.84,37075.91,State-Wise-Report.csv,aggregate_csv
2026-04,Himachal Pradesh,34.0,45627.3,55947.21,25144.55,State-Wise-Report.csv,aggregate_csv
2026-04,Kerala,33.0,75934.16,88105.38,31194.14,State-Wise-Report.csv,aggregate_csv
2026-04,Arunachal Pradesh,25.0,89510.4,114490.51,49213.84,State-Wise-Report.csv,aggregate_csv
2026-04,Mizoram,25.0,29497.41,31230.64,15194.92,State-Wise-Report.csv,aggregate_csv
2026-04,Dadra & Nagar Haveli and Daman & Diu,5.0,114864.06,115648.07,95774.45,State-Wise-Report.csv,aggregate_csv
2026-04,Delhi,24.0,124061.9,128955.94,58781.19,State-Wise-Report.csv,aggregate_csv
2026-04,Meghalaya,18.0,31620.67,33009.19,15612.23,State-Wise-Report.csv,aggregate_csv
2026-04,Sikkim,17.0,33314.72,42915.98,33117.78,State-Wise-Report.csv,aggregate_csv
2026-04,Tripura,13.0,21323.04,22858.42,13645.42,State-Wise-Report.csv,aggregate_csv
2026-04,Goa,8.0,9681.73,9835.74,6860.9,State-Wise-Report.csv,aggregate_csv
2026-04,Puducherry,6.0,8358.94,8576.63,4021.18,State-Wise-Report.csv,aggregate_csv
2026-04,Jammu & Kashmir,47.0,60382.03,66609.58,31898.6,State-Wise-Report.csv,aggregate_csv
2026-04,Nagaland,25.0,29857.31,32000.03,20074.39,State-Wise-Report.csv,aggregate_csv
2026-04,Uttarakhand,51.0,73824.5,83906.8,51788.57,State-Wise-Report.csv,aggregate_csv
2026-04,Jharkhand,105.0,201577.27,212549.1,87527.84,State-Wise-Report.csv,aggregate_csv
2026-04,Tamil Nadu,70.0,177373.73,187518.08,71112.04,State-Wise-Report.csv,aggregate_csv
2026-04,Andaman & Nicobar,4.0,863.85,1291.36,0.0,State-Wise-Report.csv,aggregate_csv
2026-04,Maharashtra,213.0,542567.88,667045.23,431680.03,State-Wise-Report.csv,aggregate_csv
2026-04,Uttar Pradesh,182.0,401452.12,476742.08,266899.6,State-Wise-Report.csv,aggregate_csv
2026-04,Andhra Pradesh,142.0,218753.69,271824.5,146693.06,State-Wise-Report.csv,aggregate_csv
2026-04,Bihar,133.0,257120.33,267926.01,105218.06,State-Wise-Report.csv,aggregate_csv
2026-04,Madhya Pradesh,125.0,309604.06,322477.61,124125.98,State-Wise-Report.csv,aggregate_csv
2026-04,Punjab,56.0,90524.59,97124.01,47644.83,State-Wise-Report.csv,aggregate_csv
2026-04,Karnataka,123.0,222193.94,241138.68,113040.36,State-Wise-Report.csv,aggregate_csv
2026-04,Odisha,113.0,223598.41,239874.32,125308.58,State-Wise-Report.csv,aggregate_csv
2026-04,Telangana,91.0,87533.63,107153.24,52339.46,State-Wise-Report.csv,aggregate_csv
2026-04,Assam,90.0,122133.56,158231.93,102650.67,State-Wise-Report.csv,aggregate_csv
2026-04,West Bengal,82.0,147446.81,161399.17,79608.82,State-Wise-Report.csv,aggregate_csv
2026-04,Rajasthan,81.0,255480.73,366995.47,272004.83,State-Wise-Report.csv,aggregate_csv
2026-04,Chhattisgarh,78.0,145258.09,156041.9,66976.2,State-Wise-Report.csv,aggregate_csv
2026-04,Gujarat,123.0,425591.21,527736.01,388320.33,State-Wise-Report.csv,aggregate_csv
2026-04,Ladakh,4.0,1664.27,1824.27,1326.9,State-Wise-Report.csv,aggregate_csv
