report_month,state,project_count,original_cost_crores,revised_cost_crores,expenditure_crores,source_file,source_type
2026-02,Tripura,13.0,21323.04,22858.42,13038.77,State-Wise-Report.csv,aggregate_csv
2026-02,Goa,7.0,7789.73,7943.74,6782.69,State-Wise-Report.csv,aggregate_csv
2026-02,Puducherry,6.0,8358.94,8576.63,3736.95,State-Wise-Report.csv,aggregate_csv
2026-02,Dadra & Nagar Haveli and Daman & Diu,5.0,114864.06,115648.07,92998.89,State-Wise-Report.csv,aggregate_csv
2026-02,Haryana,44.0,167232.27,247202.68,185792.8,State-Wise-Report.csv,aggregate_csv
2026-02,Arunachal Pradesh,22.0,66941.63,91921.74,47744.71,State-Wise-Report.csv,aggregate_csv
2026-02,Uttarakhand,48.0,76978.62,91601.92,56935.86,State-Wise-Report.csv,aggregate_csv
2026-02,Jharkhand,103.0,200605.38,211472.19,84515.18,State-Wise-Report.csv,aggregate_csv
2026-02,Punjab,54.0,88428.21,95425.29,45296.37,State-Wise-Report.csv,aggregate_csv
2026-02,Maharashtra,215.0,545731.48,670461.98,424126.28,State-Wise-Report.csv,aggregate_csv
2026-02,Uttar Pradesh,180.0,429013.4,504586.99,286639.37,State-Wise-Report.csv,aggregate_csv
2026-02,Andhra Pradesh,141.0,207321.0,260802.22,135941.47,State-Wise-Report.csv,aggregate_csv
2026-02,Gujarat,127.0,429276.67,531759.28,383145.07,State-Wise-Report.csv,aggregate_csv
2026-02,Madhya Pradesh,125.0,311491.93,324070.84,120464.0,State-Wise-Report.csv,aggregate_csv
2026-02,Karnataka,121.0,201206.49,221539.6,106628.39,State-Wise-Report.csv,aggregate_csv
2026-02,Bihar,125.0,240033.81,249863.59,96430.33,State-Wise-Report.csv,aggregate_csv
2026-02,Assam,89.0,120747.03,156799.83,98670.14,State-Wise-Report.csv,aggregate_csv
2026-02,Telangana,88.0,85474.18,105123.11,47566.19,State-Wise-Report.csv,aggregate_csv
