report_month,sl_no,project_code,legacy_ocms_code,identifier_status,project_name,agency,ministry,sector,state,date_of_approval,start_date,original_doc,revised_doc,original_cost,revised_cost,expenditure,physical_progress,source_file,source_page,source_section,extraction_status
2025-06,1,,N04000073,ALTERNATE_IDENTIFIER,"CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING AT VSI AIRPORT, PORTBLAIR",AAI,,CIVIL AVIATION,Andaman and Nicobar Islands,10/2013,,09/2018,06/2023,417.23,707.73,698.8,100.0,QPISR_QR_1st_2025-26.pdf,59,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,2,,N22000584,ALTERNATE_IDENTIFIER,LUDHIANA KILA RAIPUR (19 KMS) WITH FREIGHT LINE AT GILL STATION ON LDH-JHL SECTION,NR,,RAILWAYS,Andaman and Nicobar Islands,03/2019,,03/2025,08/2025,235.72,,59.78,55.0,QPISR_QR_1st_2025-26.pdf,59,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,3,,N24002207,ALTERNATE_IDENTIFIER,MAJOR BRIDGE OVER MIDDLE STRAIT CREEK,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Andaman and Nicobar Islands,12/2024,,02/2026,,371.8,207.99,,5.23,QPISR_QR_1st_2025-26.pdf,59,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,4,,N24002208,ALTERNATE_IDENTIFIER,PACKAGE-3A,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Andaman and Nicobar Islands,02/2018,,09/2025,03/2024,207.54,154.01,16.21,39.27,QPISR_QR_1st_2025-26.pdf,59,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,5,,N24002209,ALTERNATE_IDENTIFIER,PACKAGE-3B,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Andaman and Nicobar Islands,02/2018,,11/2025,,183.47,,18.36,34.01,QPISR_QR_1st_2025-26.pdf,59,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,6,,N24000745,ALTERNATE_IDENTIFIER,"2 LANE WITH HARD SHOLDER , REHABILITATION AND UP GRADATION OF SECTION FROM KM 242.0 TO KM 298.0 OF N",NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Andaman and Nicobar Islands,03/2017,,12/2019,03/2023,409.85,,214.23,95.23,QPISR_QR_1st_2025-26.pdf,59,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,7,,N24000749,ALTERNATE_IDENTIFIER,REHABILITATION AND UP GRADATION OF SECTION FROM KM 206.00 TO KM 242.00 (NIMBUTALA TO AUSTIN CREEK) O,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Andaman and Nicobar Islands,03/2018,,09/2020,11/2022,234.27,,126.5,83.0,QPISR_QR_1st_2025-26.pdf,59,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,8,,N24000820,ALTERNATE_IDENTIFIER,Rehabilitation and up gradation to 2 lane with paved shoulder configuration from existing km. 122.00,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andaman and Nicobar Islands,11/2017,,11/2019,,237.8,,222.13,98.23,QPISR_QR_1st_2025-26.pdf,59,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,9,,N24000821,ALTERNATE_IDENTIFIER,RECONSTRUCTION WITH GEOMETRIC IMPROVEMENT OF EXISTING 2 LANE/INTERMEDIATE LANE TO 2LANE WITH PAVED S,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andaman and Nicobar Islands,11/2017,,11/2019,,257.34,,214.9,100.0,QPISR_QR_1st_2025-26.pdf,59,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,10,,N24001008,ALTERNATE_IDENTIFIER,AJANTHA TO BULDHANA,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andaman and Nicobar Islands,02/2017,,07/2019,,401.0,401.0,246.39,96.75,QPISR_QR_1st_2025-26.pdf,60,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,11,,N04000089,ALTERNATE_IDENTIFIER,EXT AND STR. OF EXISTING RUNWAY 08/26 AT TIRUPATI AIRPORT,AAI,,CIVIL AVIATION,Andhra Pradesh,08/2017,,02/2020,12/2021,177.1,,143.08,100.0,QPISR_QR_1st_2025-26.pdf,60,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,12,,N04000091,ALTERNATE_IDENTIFIER,C/O OF NITB AND ASSOCIATED WORK AT VIJAYAWADA AIRPORT,AAI,,CIVIL AVIATION,Andhra Pradesh,04/2020,,03/2023,08/2025,611.8,,449.66,75.25,QPISR_QR_1st_2025-26.pdf,60,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,13,,N04000103,ALTERNATE_IDENTIFIER,RAJAHMUNDRY AIRPORT: CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS INCLUD,AAI,,CIVIL AVIATION,Andhra Pradesh,12/2022,,08/2025,,347.15,347.15,76.86,46.0,QPISR_QR_1st_2025-26.pdf,60,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,14,,N04000106,ALTERNATE_IDENTIFIER,KADAPPA AIRPORT- CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS INCLUDING MA,AAI,,CIVIL AVIATION,Andhra Pradesh,03/2023,,01/2026,03/2026,265.91,265.91,39.54,29.0,QPISR_QR_1st_2025-26.pdf,60,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,15,,N42000005,ALTERNATE_IDENTIFIER,CONSTRUCTION OF PERMANENT CAMPUS FOR INDIAN INSTITUTE OF TECHNOLOGY TIRUPATI AT MERLAPAKA VILLAGE YE,CPWD EDUCATION,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,02/2019,,06/2020,,655.34,,366.21,95.0,QPISR_QR_1st_2025-26.pdf,60,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,16,,N42000007,ALTERNATE_IDENTIFIER,"CONSTRUCTION OF PERMANENT CAMPUS FOR IISER AT JANGALAPALLI VILLAGE, YERPEDU MANDAL, CHITTOOR DISTRIC",CPWD EDUCATION,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,09/2019,,09/2022,,588.72,656.39,630.55,100.0,QPISR_QR_1st_2025-26.pdf,60,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,17,,N16000247,ALTERNATE_IDENTIFIER,KG-DWN-98-2 CLUSTER II DEVELOPMENT PROJECT,ONGC,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,03/2016,,06/2020,03/2025,34012.0,,33167.16,96.4,QPISR_QR_1st_2025-26.pdf,60,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,18,,N16000343,ALTERNATE_IDENTIFIER,REVAMPING OF FACILITIES AT VIZAG TERMINAL,IOCL,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,04/2018,,04/2022,03/2025,355.0,,249.0,100.0,QPISR_QR_1st_2025-26.pdf,60,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,19,,N16000432,ALTERNATE_IDENTIFIER,HP CRUDE TO OLEFINS AND AROMATICS TECHNOLOGY DEMO UNIT AT VISAKH REFINERY,HPCL,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,09/2021,,06/2024,03/2026,160.0,220.0,75.86,59.4,QPISR_QR_1st_2025-26.pdf,61,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,20,,N16000485,ALTERNATE_IDENTIFIER,"CGD PROJECT AT KURNOOL, GUNTUR AND PRAKASAM DISTRICTS",IOCL,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,03/2022,,03/2030,,1420.0,,153.86,6.2,QPISR_QR_1st_2025-26.pdf,61,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,21,,N16000499,ALTERNATE_IDENTIFIER,MULTI-PRODUCT PIPELINE FROM KRISHNAPATNAM COASTAL INSTALLATION TO THE PROPOSED INSTALLATION AT HYDER,BPCL,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,09/2019,,03/2025,,1932.0,,1498.21,94.3,QPISR_QR_1st_2025-26.pdf,61,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,22,,N16000535,ALTERNATE_IDENTIFIER,HP TRIJET UNIT IN VR,HPCL,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,07/2024,,07/2027,,193.0,,0.43,23.0,QPISR_QR_1st_2025-26.pdf,61,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,23,,N16000538,ALTERNATE_IDENTIFIER,CONSTRUCTION OF AVIATION FUEL FARM FACILITIES AT BHOGAPURAM AIRPORT,HPCL,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,08/2024,,03/2026,,240.0,,22.34,42.8,QPISR_QR_1st_2025-26.pdf,61,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,24,,N16000539,ALTERNATE_IDENTIFIER,VISAKHA RAIPUR PIPELINE PROJECT,HPCL,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,09/2024,,09/2027,,2212.0,,8.32,6.03,QPISR_QR_1st_2025-26.pdf,61,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,25,,N18000380,ALTERNATE_IDENTIFIER,TRANSMISSION SCHEME FOR SOLAR ENERGY ZONE IN ANANTHPURAM (2500MW) AND KURNOOL (1000MW),PGCIL,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,09/2023,,03/2025,,1249.0,,761.69,67.5,QPISR_QR_1st_2025-26.pdf,61,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,26,,N18000395,ALTERNATE_IDENTIFIER,AUGMENTATION OF 1500MVA 3RD 765/400KV TRANSFORMATION CAPACITY AT KURNOOL NEW SUBSTATION,PGCIL,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,05/2023,,09/2025,,164.0,,60.0,33.0,QPISR_QR_1st_2025-26.pdf,61,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,27,,N18000413,ALTERNATE_IDENTIFIER,TRANSMISSION SYSTEM FOR INTEGRATION OF KURNOOL-IV REZ PHASE-I (FOR 4.5 GW),PGCIL,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,03/2025,,03/2027,,5000.0,,20.0,0.0,QPISR_QR_1st_2025-26.pdf,61,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,28,,N18000416,ALTERNATE_IDENTIFIER,TRANSMISSION SYSTEM STRENGTHENING AT KURNOOL- III PS FOR INTEGRATION OF ADDITIONAL RE GENERATION PRO,PGCIL,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,03/2025,,03/2027,,2886.0,,20.2,0.0,QPISR_QR_1st_2025-26.pdf,62,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,29,220100265,,PRIMARY_IDENTIFIER,KOTLPALLI-NARASAPUR (NL) (SCR),SCR,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,12/2001,,03/2028,,2500.98,,1141.44,18.0,QPISR_QR_1st_2025-26.pdf,62,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,30,,N22000286,ALTERNATE_IDENTIFIER,NADIKUDE-SRI KALAHASTI,SCR,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,04/2011,,05/2027,,2312.0,,1977.09,0.0,QPISR_QR_1st_2025-26.pdf,62,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,31,,N22000368,ALTERNATE_IDENTIFIER,GUNTUR-GUNTAKAL,SCR,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,04/2016,,12/2025,,3733.37,,3606.85,0.0,QPISR_QR_1st_2025-26.pdf,62,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,32,,N22000369,ALTERNATE_IDENTIFIER,VIJAYAWADA-GUDUR,RVNL,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,04/2015,,11/2024,,6654.0,,5883.89,0.0,QPISR_QR_1st_2025-26.pdf,62,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,33,,N22000377,ALTERNATE_IDENTIFIER,KOTTAVALSA - KORAPUT DOUBLING,ECOR,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,04/2015,,03/2022,,2499.71,,1965.11,70.0,QPISR_QR_1st_2025-26.pdf,62,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,34,,N22000555,ALTERNATE_IDENTIFIER,"PENUKONDA-DHARMAVARAM, EXCL. DHARMAVARAM (41.5 KM)",SWR,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,04/2019,,03/2026,,294.67,307.66,213.03,60.0,QPISR_QR_1st_2025-26.pdf,62,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,35,,N22000556,ALTERNATE_IDENTIFIER,MALUGUR-PALASAMUDRAM (17.98 KM) (PB#29/NR/2022-23),SWR,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,09/2022,,12/2025,,323.14,342.41,46.89,12.0,QPISR_QR_1st_2025-26.pdf,62,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,36,,N22000585,ALTERNATE_IDENTIFIER,DOUBLING BETWEEN GOOTY-PENDAKALLU (29.225),SCR,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,03/2023,,03/2027,,351.83,,,0.0,QPISR_QR_1st_2025-26.pdf,62,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,37,,N22000586,ALTERNATE_IDENTIFIER,VIJAYAWADA KAZIPET BYEPASS LINE,SCR,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,04/2016,,12/2025,,647.37,,261.07,0.0,QPISR_QR_1st_2025-26.pdf,62,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,38,,N22000587,ALTERNATE_IDENTIFIER,RENIGUNTA WADI GOOTY - BYPASS,SCR,,DEPARTMENT OF HIGHER EDUCATION,Andhra Pradesh,04/2016,,12/2025,,302.0,,226.67,50.0,QPISR_QR_1st_2025-26.pdf,63,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,39,,N24001301,ALTERNATE_IDENTIFIER,6-LANING OF VIJAYAWADA BYPASS FROM GOLLAPUDI (DESIGN CH. 30+000) TO CHINNAKAKANI (DESIGN CH. 47+881),NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,11/2019,,01/2024,,1601.1,,1445.67,92.34,QPISR_QR_1st_2025-26.pdf,63,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,40,,N24001386,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADATION TO 2- LANE WITH PAVED SHOULDERS CONFIGURATION OF PADERU-GONDIGUDA SECT,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,08/2020,,03/2021,,222.61,,183.91,95.0,QPISR_QR_1st_2025-26.pdf,63,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,41,,N24001476,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 4 LANE ACCESS CONTROLLED NEW GREENFIELD HIGHWAY SECTION OF NH 365BG FROM RECHARLA VI,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,09/2021,,09/2022,09/2024,517.05,,543.03,94.5,QPISR_QR_1st_2025-26.pdf,63,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,42,,N24001477,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 4 LANE ACCESS CONTROLLED NEW GREENFIELD HIGHWAY SECTION OF NH-365BG (KHAMMAM-DEVARAP,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,09/2021,,09/2022,09/2024,622.0,,541.73,75.96,QPISR_QR_1st_2025-26.pdf,63,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,43,,N24001817,ALTERNATE_IDENTIFIER,6L OF CHILKARARUPET BYPASS FROM KM. 357.400 TO KM. 371.920 OF NH-16,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2019,,03/2023,10/2024,757.45,,711.37,99.61,QPISR_QR_1st_2025-26.pdf,63,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,44,,N24001818,ALTERNATE_IDENTIFIER,6L OF PONDAVAKKAM TO KANNIGAIPAIR FROM KM 96.040 TO KM 116.100 OF NH 716B (PKG-IV),NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2021,,01/2025,,818.73,,564.03,25.32,QPISR_QR_1st_2025-26.pdf,63,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,45,,N24001819,ALTERNATE_IDENTIFIER,6L OF VEERA KAVERI RAJA PURAM TO PONDAVAKKAM FROM KM 61.380 TO KM 96.040 OF NH 716B (PKG-III),NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2021,,01/2025,,1102.63,,1171.71,97.26,QPISR_QR_1st_2025-26.pdf,63,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,46,,N24001820,ALTERNATE_IDENTIFIER,6L OF VARADHARAJULA TO KUMARAJAPET FROM KM 0.000 TO KM 43.800 OF NH-716B (PKG-I),NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2021,,12/2024,,1484.83,,1544.65,93.29,QPISR_QR_1st_2025-26.pdf,63,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,47,,N24001821,ALTERNATE_IDENTIFIER,BANGALORE CHENNAI EXPRESSWAY (PHASE- II PKG-III) FROM KM.127.000 TO KM 156.000 (BANGARUPALEM TO GUDIP,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,11/2020,,10/2024,,1137.74,,1256.44,97.43,QPISR_QR_1st_2025-26.pdf,64,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,48,,N24001822,ALTERNATE_IDENTIFIER,BANGALORE CHENNAI EXPRESSWAY (PHASE- II PKG-I) FROM KM.71.000 TO KM 96.000 (BETHAMANGALA IN THE STATE,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,12/2020,,10/2024,,1075.27,,1132.36,85.89,QPISR_QR_1st_2025-26.pdf,64,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,49,,N24001823,ALTERNATE_IDENTIFIER,4L OF MADANAPALLE TO PILERU SECTION FROM KM 0.000 TO KM 55.900 OF NH- 71(PACKAGE-I) - N/05060/01002/A,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,01/2022,,01/2025,01/2023,1852.12,,777.18,93.0,QPISR_QR_1st_2025-26.pdf,64,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,50,,N24001824,ALTERNATE_IDENTIFIER,RENIGUNTA - POYYA - NAIDUPETA KM 124.60 TO KM 183.4 OF NH 71 - N/04027/06001/AP,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2020,,01/2024,12/2024,1863.09,,1227.61,98.76,QPISR_QR_1st_2025-26.pdf,64,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,51,,N24001836,ALTERNATE_IDENTIFIER,6L KANTAKAPALLE ? SABBAVARAM SECTION OF NH-130CD ROAD FROM KM 445.100 TO KM 464.662 (PKG-4),NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2021,,10/2024,,824.29,,521.51,76.13,QPISR_QR_1st_2025-26.pdf,64,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,52,,N24001837,ALTERNATE_IDENTIFIER,6L JAKKUVA ? KORLAM SECTION OF NH-130CD ROAD FROM KM 396.800 TO KM 421.100 (PKG 2),NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2021,,03/2024,07/2024,663.6,,464.74,98.84,QPISR_QR_1st_2025-26.pdf,64,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,53,,N24001838,ALTERNATE_IDENTIFIER,6L ALURU - JAKKUVA SECTION OF NH-130CD ROAD FROM KM 365.033 TO KM 396.800 (PKG. 1),NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2021,,03/2024,,922.5,,534.51,84.38,QPISR_QR_1st_2025-26.pdf,64,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,54,,N24001841,ALTERNATE_IDENTIFIER,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM KODUR 0.000 KMS TO VANAVOLU 24.300 KMS OF NH 544G PACKA,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,12/2022,,09/2025,,912.94,,238.84,59.65,QPISR_QR_1st_2025-26.pdf,64,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,55,,N24001842,ALTERNATE_IDENTIFIER,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM VANAVOLU 24.300 KM. TO VANKARAKUNTA 45.700 KM. OF NH 5,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,12/2022,,11/2025,,750.81,,145.15,50.78,QPISR_QR_1st_2025-26.pdf,64,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,56,,N24001843,ALTERNATE_IDENTIFIER,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM VANKARAKUNTA 45.700 KM. TO ODULAPALLE 72.000 KM. OF NH,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,12/2022,,11/2025,,992.89,,197.36,47.0,QPISR_QR_1st_2025-26.pdf,65,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,57,,N24001844,ALTERNATE_IDENTIFIER,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM ODULAPALLE 72.000 KM. TO NALLACHERUVUPALLI 96.300 KM.,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,12/2022,,10/2025,,1058.9,,251.41,47.64,QPISR_QR_1st_2025-26.pdf,65,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,58,,N24001845,ALTERNATE_IDENTIFIER,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM NALLACHERUVU PALLI 96.300 KM. TO YERRAGUDIPADU 129.000,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2023,,10/2025,,1253.24,,197.29,23.2,QPISR_QR_1st_2025-26.pdf,65,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,59,,N24001846,ALTERNATE_IDENTIFIER,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM YERRAGUDIPADU 129.000 KM. TO AUDIREDDIPALLE 160.000 KM.,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2023,,10/2025,,1200.42,,98.82,8.9,QPISR_QR_1st_2025-26.pdf,65,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,60,,N24001847,ALTERNATE_IDENTIFIER,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM AUDIREDDIPALLE 160.000 KM. TO MALLAPALLE 176.000 KM. PA,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,01/2023,,11/2025,,956.14,,215.17,43.11,QPISR_QR_1st_2025-26.pdf,65,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,61,,N24001848,ALTERNATE_IDENTIFIER,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM MALLAPALLE 176.000 KM. TO KAVULAKUNTLA 196.000 KM. PACK,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2023,,10/2025,,909.02,,161.56,23.44,QPISR_QR_1st_2025-26.pdf,65,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,62,,N24001849,ALTERNATE_IDENTIFIER,4L PS MYDUKUR BADVEL FROM KM 585.820 TO KM 630.960 SECTION OF NH 67,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,05/2022,,07/2025,,1063.72,,467.94,82.1,QPISR_QR_1st_2025-26.pdf,65,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,63,,N24001856,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 4-LANE HIGHWAY FROM SAMARLAKOTA TO ACHAMPETA JUNCTION (FROM KM. 0.000 TO KM. 12.250,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,05/2023,,08/2025,,648.75,,253.96,64.67,QPISR_QR_1st_2025-26.pdf,65,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,64,,N24001931,ALTERNATE_IDENTIFIER,4 LANING OF BATHALAPALLI TO MUDIGUBBA SECTION (DESIGN CHAINAGE KM. 96.300 TO 129.300) INCLUDING BATH,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2022,,02/2025,,536.0,,334.06,100.0,QPISR_QR_1st_2025-26.pdf,66,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,65,,N24001932,ALTERNATE_IDENTIFIER,2L+PS FROM KM. 0+000 TO KM. 32+000 (MUDIGUBBA TO PUTTAPARTHI) OF NH-342,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2022,,09/2024,,401.72,,190.74,80.0,QPISR_QR_1st_2025-26.pdf,66,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,66,,N24001934,ALTERNATE_IDENTIFIER,NH440 RAYACHOTY TOVEMPALLI 2LPS,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,12/2021,,05/2024,,439.82,,174.96,0.0,QPISR_QR_1st_2025-26.pdf,66,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,67,,N24001935,ALTERNATE_IDENTIFIER,4 LANE WITH PAVED SHOULDER FROM KM 0.000 TO KM 51.119 OF TADIPATRI TO MUDDANUR OF NH67,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2022,,08/2025,,724.17,,464.48,0.0,QPISR_QR_1st_2025-26.pdf,66,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,68,,N24001939,ALTERNATE_IDENTIFIER,NH165 FROM KM 0.000 TO KM 64.020 PAMARRU TO AKIVEEDU SECTION TO TWO LANE WITH PAVED SHOULDERS,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2020,,09/2023,,529.24,,353.88,62.7,QPISR_QR_1st_2025-26.pdf,66,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,69,,N24001942,ALTERNATE_IDENTIFIER,2LPS FROM KM36.400 TO KM. 107.224 OF NH167BG FROM DUTTALUR TO KAVALI SECTION,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2021,,07/2024,,423.67,,222.39,83.59,QPISR_QR_1st_2025-26.pdf,66,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,70,,N24001949,ALTERNATE_IDENTIFIER,NH167B FROM KM 99.103 CS PURAM TO KM 143.320 MALAKONDA TO 2LPS,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,12/2021,,03/2024,,277.3,,206.25,100.0,QPISR_QR_1st_2025-26.pdf,66,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,71,,N24001950,ALTERNATE_IDENTIFIER,NH167B FROM KM.143.320 MALAKONDA TO 189.050 SINGARAYAKONDA ON NH 16 TO TWO LANE WITH PAVED SHOULDERS,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2021,,02/2025,,369.81,,303.78,100.0,QPISR_QR_1st_2025-26.pdf,66,Table 7: Project List: Ongoing Projects,SUCCESS
