report_month,sl_no,project_code,legacy_ocms_code,identifier_status,project_name,agency,ministry,sector,state,date_of_approval,start_date,original_doc,revised_doc,original_cost,revised_cost,expenditure,physical_progress,source_file,source_page,source_section,extraction_status
2025-06,1501,,N24001542,ALTERNATE_IDENTIFIER,2 LANING FROM MANU-SIMLUNG PKG-2,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Tripura,02/2022,,01/2025,05/2025,456.88,,122.67,50.18,QPISR_QR_1st_2025-26.pdf,229,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1502,,N24001914,ALTERNATE_IDENTIFIER,IMPROVEMENT AND WIDENING TO 2-LANE WITH EARTHEN PAVED SHOULDER FROM UDAIPUR TO SRIMANTAPUR,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Tripura,05/2023,,11/2024,,195.95,,46.46,45.42,QPISR_QR_1st_2025-26.pdf,229,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1503,,N24002132,ALTERNATE_IDENTIFIER,4 LANE WITH PAVED SHOULDER AGARTALA BYPASS (WESTERN SIDE) CONNECTING NH-8,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Tripura,03/2023,,03/2027,,2026.05,,26.34,8.82,QPISR_QR_1st_2025-26.pdf,229,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1504,,N24002159,ALTERNATE_IDENTIFIER,REHABILITATION AND UP-GRADATION OF ROAD FROM DESIGN KM 25.250 TO KM 36.460 (TOTAL LENGH: 11.210 KM),NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Tripura,02/2020,,03/2026,,174.43,,9.54,16.61,QPISR_QR_1st_2025-26.pdf,229,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1505,,N24002160,ALTERNATE_IDENTIFIER,IMPROVEMENT AND WIDENING TO 2-LANE WITH PAVED SHOULDER OF ROAD FROM KM 101.300 TO KM 127.319 (TOTAL,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Tripura,01/2024,,07/2026,,431.78,,52.82,34.61,QPISR_QR_1st_2025-26.pdf,229,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1506,,N24002161,ALTERNATE_IDENTIFIER,KHOWAI ?TELIAMURA-AMARPUR-HARINA- SABROOM PACKAGE-2,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Tripura,01/2024,,09/2026,,657.21,,95.71,32.85,QPISR_QR_1st_2025-26.pdf,229,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1507,,N24002162,ALTERNATE_IDENTIFIER,KHOWAI ?TELIAMURA-AMARPUR-HARINA- SABROOM PACKAGE-3,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Tripura,01/2024,,09/2026,,670.9,,3.81,3.05,QPISR_QR_1st_2025-26.pdf,229,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1508,,N24002205,ALTERNATE_IDENTIFIER,CHAMPAK NAGAR TO KHAYERPUR SECTION (DESIGN KM 242+500 TO KM 261+610),NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Tripura,12/2023,,09/2026,,920.66,,81.54,24.56,QPISR_QR_1st_2025-26.pdf,229,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1509,,N24002228,ALTERNATE_IDENTIFIER,KHOWAI ?TELIAMURA-AMARPUR-HARINA- SABROOM SECTION PKG-4,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Tripura,01/2024,,12/2026,,726.9,,7.36,3.85,QPISR_QR_1st_2025-26.pdf,229,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1510,,N24001263,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADATION OF ROAD FROM KM 0.00 TO KM 18.600 OF KUMARGHAT-KAILASHAHAR SECTION,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Tripura,06/2020,,01/2022,02/2024,277.5,302.02,262.91,99.94,QPISR_QR_1st_2025-26.pdf,230,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1511,,N04000077,ALTERNATE_IDENTIFIER,"CCS INTERNATIONAL AIRPORT , LUCKNOW",AAI,,CIVIL AVIATION,Uttar Pradesh,06/2018,,09/2021,10/2026,1383.0,1938.0,2652.63,80.58,QPISR_QR_1st_2025-26.pdf,230,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1512,,N04000094,ALTERNATE_IDENTIFIER,DEVELOPMENT OF AYODHYA AIRPORT PHASE- 01,AAI,,CIVIL AVIATION,Uttar Pradesh,03/2021,,12/2022,07/2025,242.14,328.0,344.58,99.9,QPISR_QR_1st_2025-26.pdf,230,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1513,,N04000102,ALTERNATE_IDENTIFIER,"PRAYAGRAJ AIRPORT - CONSTRUCTION OF NEW TERMINAL BUILDING, SECOND LINK TAXI TRACK, APRON EXPANSION,",AAI,,CIVIL AVIATION,Uttar Pradesh,05/2023,,11/2024,07/2025,185.75,274.38,206.39,97.25,QPISR_QR_1st_2025-26.pdf,230,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1514,,N04000113,ALTERNATE_IDENTIFIER,AGRA: DEVELOPMENT OF NEW CIVIL ENCLAVE AT AGRA AIRPORT.,AAI,,CIVIL AVIATION,Uttar Pradesh,06/2024,,07/2026,,579.0,,72.23,13.0,QPISR_QR_1st_2025-26.pdf,230,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1515,,N04000114,ALTERNATE_IDENTIFIER,"VARANASI: DEVELOPMENT OF LAL BAHADUR SHASTRI INTERNATIONAL AIRPORT, VARANASI.",AAI,,CIVIL AVIATION,Uttar Pradesh,07/2024,,07/2027,,2869.65,,283.0,14.51,QPISR_QR_1st_2025-26.pdf,230,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1516,,N06000152,ALTERNATE_IDENTIFIER,NEYVELI UTTAR PRADESH POWER PROJECT LIMITED 1980 MW,NLC,,COAL,Uttar Pradesh,07/2016,,11/2021,10/2025,17237.0,21780.94,19949.0,91.39,QPISR_QR_1st_2025-26.pdf,230,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1517,,N06000208,ALTERNATE_IDENTIFIER,KHADIA EXPANSION OCP,NCL,,COAL,Uttar Pradesh,06/2021,,03/2025,,491.67,,202.24,40.86,QPISR_QR_1st_2025-26.pdf,230,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1518,,N45000003,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 683 VARIOUS TYPE FAMILY QUARTERS AT GROUP CENTRE CRPF CHANDAULI,CPWD FOR MHA,,HOME AFFAIRS,Uttar Pradesh,05/2019,,01/2022,03/2023,199.31,,86.49,100.0,QPISR_QR_1st_2025-26.pdf,230,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1519,,N16000429,ALTERNATE_IDENTIFIER,60 KTA POLYPROPYLENE PROJECT,GAIL,,PETROLEUM,Uttar Pradesh,03/2019,,04/2024,04/2024,910.56,1299.02,974.0,96.9,QPISR_QR_1st_2025-26.pdf,231,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1520,,N16000505,ALTERNATE_IDENTIFIER,AUGMENTATION OF FACILITIES AT MATHURA BITUMEN PLANT,IOCL,,PETROLEUM,Uttar Pradesh,04/2022,,04/2025,12/2026,260.12,,1.07,25.0,QPISR_QR_1st_2025-26.pdf,231,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1521,,N16000506,ALTERNATE_IDENTIFIER,GRASS-ROOT TERMINAL AT MIRZAPUR UTTAR PRADESH,IOCL,,PETROLEUM,Uttar Pradesh,09/2022,,06/2026,,980.45,,206.85,50.75,QPISR_QR_1st_2025-26.pdf,231,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1522,,N16000525,ALTERNATE_IDENTIFIER,"CITY GAS DISTRIBUTION PROJECTS AT LAKHIMPUR KHERI , SITAPUR, BAHRAICH, SHRAVASTI,BALRAMPUR,",BPCL,,PETROLEUM,Uttar Pradesh,12/2022,,06/2030,,16654.0,,550.36,9.7,QPISR_QR_1st_2025-26.pdf,231,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1523,,N18000272,ALTERNATE_IDENTIFIER,KHURJA SUPER THERMAL POWER PROJECT,THDCIL,,POWER,Uttar Pradesh,03/2019,,09/2023,,11089.42,13276.16,12580.53,96.0,QPISR_QR_1st_2025-26.pdf,231,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1524,,N18000382,ALTERNATE_IDENTIFIER,"SINGRAULI SUPER THERMAL POWER PROJECT, STAGE-III (2X800 MW)",NTPC,,POWER,Uttar Pradesh,03/2024,,02/2030,,17195.31,,1569.79,0.5,QPISR_QR_1st_2025-26.pdf,231,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1525,,N18000407,ALTERNATE_IDENTIFIER,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV (PART- 4: 3.5 GW): PART A,PGCIL,,POWER,Uttar Pradesh,12/2024,,12/2026,,5846.0,,198.76,2.1,QPISR_QR_1st_2025-26.pdf,231,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1526,,N18000423,ALTERNATE_IDENTIFIER,TRANSMISSION SYSTEM FOR STRENGTHENING TO FACILITATE EVACUATION OF POWER FROM BHADLA/BIKANER COMPLEX,PGCIL,,POWER,Uttar Pradesh,12/2024,,06/2026,,213.0,,,0.0,QPISR_QR_1st_2025-26.pdf,231,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1527,,N22000401,ALTERNATE_IDENTIFIER,VARANASI-MODHOSINGH-ALLAHABAD DOUBLING,RVNL,,POWER,Uttar Pradesh,04/2015,,12/2024,,2018.23,,1780.22,100.0,QPISR_QR_1st_2025-26.pdf,231,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1528,,N22000417,ALTERNATE_IDENTIFIER,2880.4,ECR,,POWER,Uttar Pradesh,08/2015,,08/2024,,2880.4,2880.4,3074.78,100.0,QPISR_QR_1st_2025-26.pdf,232,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1529,,N22000419,ALTERNATE_IDENTIFIER,KARAILA ROAD - SHAKTINAGAR DOUBLING,ECR,,POWER,Uttar Pradesh,08/2015,,08/2024,,762.97,762.97,808.96,100.0,QPISR_QR_1st_2025-26.pdf,232,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1530,,N22000468,ALTERNATE_IDENTIFIER,BURHWAL - GONDA - 3RD RUNNING LINE.,NER,,POWER,Uttar Pradesh,04/2016,,03/2025,,1015.59,,1277.57,52.0,QPISR_QR_1st_2025-26.pdf,232,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1531,,N22000470,ALTERNATE_IDENTIFIER,"SHAHGANJ-BHATNI-PHEPHNA-INDARA, MAU- SHAHGANJ (EXCL. MAU-INDARA) PATCH DOUBLING.",NER,,POWER,Uttar Pradesh,04/2016,,12/2024,,1177.96,,2050.16,85.0,QPISR_QR_1st_2025-26.pdf,232,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1532,,N22000495,ALTERNATE_IDENTIFIER,JHANSI MANIKPUR AND KHAIRAR BHIMSEN DOUBLING,NCR,,POWER,Uttar Pradesh,03/2018,,03/2026,,4329.53,,2125.66,50.0,QPISR_QR_1st_2025-26.pdf,232,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1533,,N22000496,ALTERNATE_IDENTIFIER,JHANSI BINA DOUBLING,NCR,,POWER,Uttar Pradesh,09/2016,,03/2022,,2002.0,,1745.48,90.0,QPISR_QR_1st_2025-26.pdf,232,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1534,,N22000501,ALTERNATE_IDENTIFIER,MATHURA-JHANSI-3RD LINE (273.80 KM),RVNL,,POWER,Uttar Pradesh,06/2016,,12/2024,,5323.39,,5046.07,0.0,QPISR_QR_1st_2025-26.pdf,232,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1535,,N22000525,ALTERNATE_IDENTIFIER,SURFACE TRIANGLE LINE BETWEEN BHADURA STATION AND NEW CROSSING STN KARMA DOUBLING,ECR,,POWER,Uttar Pradesh,10/2022,,10/2027,,199.96,,55.09,0.0,QPISR_QR_1st_2025-26.pdf,232,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1536,,N22000544,ALTERNATE_IDENTIFIER,MUGHALSARAI - ALLAHABAD - 3RD LINE,NCR,,POWER,Uttar Pradesh,08/2019,,12/2026,,2649.44,,83.1,55.0,QPISR_QR_1st_2025-26.pdf,232,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1537,,N22000545,ALTERNATE_IDENTIFIER,ALIGARH-HARDUAGANJ FLYOVER (22 KM),NCR,,POWER,Uttar Pradesh,04/2020,,06/2026,,1456.89,1244.13,10.14,8.2,QPISR_QR_1st_2025-26.pdf,233,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1538,,N22000546,ALTERNATE_IDENTIFIER,LALITPUR - BIRARI WITH FLYOVER AT LALITPUR,NCR,,POWER,Uttar Pradesh,03/2017,,12/2024,,356.09,,213.97,65.0,QPISR_QR_1st_2025-26.pdf,233,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1539,,N22000562,ALTERNATE_IDENTIFIER,ALIGARH-DAUD KHAN - 3RD LINE 6.9 KM AND CONSTRUCTION OF FLYOVER AT DAUD KHAN,NCR,,POWER,Uttar Pradesh,04/2019,,12/2025,,451.99,779.49,122.08,44.0,QPISR_QR_1st_2025-26.pdf,233,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1540,,N22000563,ALTERNATE_IDENTIFIER,ALLAHABAD-BAMHRAULI - 4TH LINE (10 KM) WITH FLY-OVER AT SUBEDARGANJ,NCR,,POWER,Uttar Pradesh,04/2019,,03/2026,,494.11,,42.61,42.0,QPISR_QR_1st_2025-26.pdf,233,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1541,,N22000564,ALTERNATE_IDENTIFIER,BHANDAI - FLYOVER FOR ETAWAH BOUND DOWN TRAINS,NCR,,POWER,Uttar Pradesh,04/2019,,12/2025,,187.21,,1.29,8.0,QPISR_QR_1st_2025-26.pdf,233,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1542,,N22000565,ALTERNATE_IDENTIFIER,SAHJANWA - DOHRIGHAT,NER,,POWER,Uttar Pradesh,08/2019,,03/2029,,371.77,,577.85,5.0,QPISR_QR_1st_2025-26.pdf,233,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1543,,N22000566,ALTERNATE_IDENTIFIER,BAHRAICH - NANPARA -NEPALGANJ (56.15 KM),NER,,POWER,Uttar Pradesh,07/2020,,12/2024,,950.0,,424.74,25.0,QPISR_QR_1st_2025-26.pdf,233,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1544,,N22000569,ALTERNATE_IDENTIFIER,BAHRAICH SRAVASTI BALRAMPUR (TULSIPUR),NER,,POWER,Uttar Pradesh,10/2018,,10/2030,,4939.78,,1334.98,7.5,QPISR_QR_1st_2025-26.pdf,233,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1545,,N22000583,ALTERNATE_IDENTIFIER,JANGHAI PRATAPGARH AMETHI DOUBLING,NR,,POWER,Uttar Pradesh,11/2017,,03/2025,,721.72,,58.98,70.0,QPISR_QR_1st_2025-26.pdf,233,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1546,,N22000590,ALTERNATE_IDENTIFIER,BARABANKI MALHAUR 3RD AND 4TH LINE (32.84 KM),NR,,POWER,Uttar Pradesh,01/2019,,03/2025,01/2026,323.85,,18.91,59.0,QPISR_QR_1st_2025-26.pdf,234,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1547,,N22000591,ALTERNATE_IDENTIFIER,DOUBLING BETWEEN JAUNPUR JN- ZAFFARABAD (6.28 KM),NR,,POWER,Uttar Pradesh,03/2023,,12/2026,,177.33,,0.89,10.0,QPISR_QR_1st_2025-26.pdf,234,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1548,,N22000596,ALTERNATE_IDENTIFIER,JANGHAI-PHAPHAMAU - DOUBLING WITH ELECTRIFICATION (46.79 KM),RVNL,,POWER,Uttar Pradesh,11/2018,,03/2025,,357.48,,362.09,0.0,QPISR_QR_1st_2025-26.pdf,234,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1549,,N22000598,ALTERNATE_IDENTIFIER,BHATNI - AUNRIHAR WITH ELECTRIFICATION (125 KM) (EXCL INDARA - MAU (116.95 KM)),RVNL,,POWER,Uttar Pradesh,05/2018,,12/2024,,2529.46,,1636.33,0.0,QPISR_QR_1st_2025-26.pdf,234,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1550,,N22000612,ALTERNATE_IDENTIFIER,MATHURA - VRINDAVAN (11 KM),NCR,,POWER,Uttar Pradesh,08/2022,,06/2025,,402.88,,,0.0,QPISR_QR_1st_2025-26.pdf,234,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1551,,N22000613,ALTERNATE_IDENTIFIER,DOMINGARH - GORAKHPUR - GORAKHPUR CANTT - KUSUMHI - 3RD RUNNING LINE (21.15 KM),NER,,POWER,Uttar Pradesh,11/2016,,02/2025,,351.03,,494.01,86.5,QPISR_QR_1st_2025-26.pdf,234,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1552,,N24001306,ALTERNATE_IDENTIFIER,TWO / FOUR LANING OF RAEBARELI - JAGDISHPUR SECTION OF NH-330A FROM KM. 0.000 TO KM. 47.800 (DESIGN,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,10/2020,,03/2023,,724.6,,569.96,96.0,QPISR_QR_1st_2025-26.pdf,234,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1553,,N24001421,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 6 LANE BRIDGE ON GANGA ON NH-96 AND ITS APPROACHES IN PHAPHAMAU ALLAHABAD ON EPC MOD,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,07/2018,,02/2024,,1948.25,,1146.61,79.0,QPISR_QR_1st_2025-26.pdf,234,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1554,,N24001424,ALTERNATE_IDENTIFIER,CONSTRUCTION OF FOUR-LANE ELEVATED VIADUCT FROM KM.4+634 TO KM.6+345 ON NH- 24A INCLUDING RETAINING W,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,03/2021,,09/2023,,185.09,269.81,266.35,100.0,QPISR_QR_1st_2025-26.pdf,234,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1555,,N24001456,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADATION TO 2 LANE WITH PS OF RADHAITA TO PILIBHIT SECTION OF 46.130 KM,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,04/2020,,02/2024,,199.39,212.96,200.01,100.0,QPISR_QR_1st_2025-26.pdf,235,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1556,,N24001457,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADATION TO 2 LANE WITH PS OF MIRANPUR KATRA TO RADHAITA SECTION OF NH-730C F,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,04/2020,,07/2024,,172.5,169.56,106.06,76.0,QPISR_QR_1st_2025-26.pdf,235,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1557,,N24001461,ALTERNATE_IDENTIFIER,2-LANE WITH PS OF BEWAR TO NEAR KARRI VILLAGE SECTION OF NH-92 FROM KM.0.00 TO 30.00 UNDER GNHCP,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,04/2020,,03/2024,,236.47,,145.95,88.0,QPISR_QR_1st_2025-26.pdf,235,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1558,,N24001462,ALTERNATE_IDENTIFIER,2-LANE WITH PS OF NEAR KARRI VILLAGE TO ETAWAH SECTION OF NH-92 FROM KM.30.000 TO 57.346 UNDER GNHCP,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,04/2020,,07/2024,,211.09,,147.58,96.0,QPISR_QR_1st_2025-26.pdf,235,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1559,,N24001464,ALTERNATE_IDENTIFIER,PROJECTS- REHABILITATION AND UPGRADATION OF NH-731A FROM KM 0.00 TO KM.35.00,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,03/2021,,08/2023,,264.86,,129.12,84.0,QPISR_QR_1st_2025-26.pdf,235,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1560,,N24001469,ALTERNATE_IDENTIFIER,IMPROVEMENT AND UPGRADATION TO TWO LANE WITH PAVED SHOULDER CONFIGURATION FROM EXISTING KM 55.00 TO,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,11/2021,,05/2024,,307.11,,199.38,91.0,QPISR_QR_1st_2025-26.pdf,235,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1561,,N24001471,ALTERNATE_IDENTIFIER,R/U TO 2-LANE WITH PS OF BEWAR TO ALLAHGANJ SECTION OF NH-730C FROM KM.0.00 TO 52.770 UNDER GNHCP,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,04/2020,,11/2024,,325.24,340.16,284.35,98.0,QPISR_QR_1st_2025-26.pdf,235,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1562,,N24001479,ALTERNATE_IDENTIFIER,WIDENING AND UPGRADATION TO FOUR LANE CONFIGURATION FROM KM.34.900 (BHADOHI) TO KM.73.134 (JAUNPUR),MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,03/2021,,05/2024,,395.62,392.03,281.93,76.0,QPISR_QR_1st_2025-26.pdf,235,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1563,,N24001480,ALTERNATE_IDENTIFIER,WIDENING AND STRENGTHENING FROM KM 0.00 TO KM 15.089 OF NH-334A (PURKAJI- LAKSAR-HARIDWAR ROAD) TO TW,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,10/2021,,04/2024,,227.06,,141.89,100.0,QPISR_QR_1st_2025-26.pdf,236,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1564,,N24001523,ALTERNATE_IDENTIFIER,6L ACCESS-CONTROLLED HIGHWAY FROM (GANESHPUR) TO(NEAR MOHAND) OF GANESHPUR ? DEHRADUN SECTION FROM K,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,03/2021,,10/2023,07/2025,836.24,,792.55,98.85,QPISR_QR_1st_2025-26.pdf,236,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1565,,N24001524,ALTERNATE_IDENTIFIER,6L OF ACCESS-CONTROLLED HIGHWAY FROM MOHAND TO DAAT KALI TUNNEL OF GANESHPUR ? DEHRADUN SECTION FROM,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,03/2021,,10/2023,07/2025,990.28,,997.62,98.89,QPISR_QR_1st_2025-26.pdf,236,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1566,,N24001587,ALTERNATE_IDENTIFIER,WIDENING AND STRENGTHENING OF SECTION FROM BHARTHANA CHOWK TO KODARKOOT (KM. 0.00 TO KM. 40.00) OF,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,03/2020,,09/2024,,262.37,343.77,278.92,85.0,QPISR_QR_1st_2025-26.pdf,236,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1567,,N24001726,ALTERNATE_IDENTIFIER,4L SPUR OF SHAMLI-MUZZAFARNAGAR CONNECTING NH-709AD (PANIPAT-SHAMLI- MUZAFFARNAGAR) AND NH-58 (MEERUT,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,01/2023,,08/2024,,391.26,,14.12,80.3,QPISR_QR_1st_2025-26.pdf,236,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1568,,N24001727,ALTERNATE_IDENTIFIER,"IMPROVEMENT AND UP-GRADATION OF EXISTING ROAD TO 2/4L PS FROM KM 40.000 TO 88.750, START OF KHUTAR B",NHAI,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,03/2022,,02/2025,,762.62,,571.23,95.5,QPISR_QR_1st_2025-26.pdf,236,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1569,,N24001728,ALTERNATE_IDENTIFIER,"IMPROVEMENT AND UP-GRADATION OF EXISTING ROAD TO 4L PS FROM KM 175.080 TO 229.070, FROM END OF HARDO",NHAI,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,12/2021,,07/2025,,1138.81,,528.1,99.82,QPISR_QR_1st_2025-26.pdf,236,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1570,,N24001729,ALTERNATE_IDENTIFIER,4L SPUR OF PANIPAT - SHAMLI CONNECTING NH-709AD (PANIPAT ? SHAMLI ? MUZAFFARNAGAR) AND NH-709A (KARN,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,08/2022,,04/2024,,326.79,,113.42,98.5,QPISR_QR_1st_2025-26.pdf,236,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1571,,N24001730,ALTERNATE_IDENTIFIER,4L FROM GAJU VILLAGE AT KM 32.982 TO DEVINAGAR BYPASS (END) AT KM 208.000 OF NH 530B (PKG 1C),NHAI,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,12/2021,,01/2025,,1384.79,,657.94,97.98,QPISR_QR_1st_2025-26.pdf,237,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1572,,N24001731,ALTERNATE_IDENTIFIER,6L GREENFIELD KANPUR - LUCKNOW (EXPRESSWAY) PKG II FROM KM. 28.500 TO KM. 73.744,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,12/2021,,05/2025,05/2025,2470.64,,691.28,94.68,QPISR_QR_1st_2025-26.pdf,237,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1573,,N24001732,ALTERNATE_IDENTIFIER,"IMPROVEMENT AND UP-GRADATION OF EXISTING ROAD TO 4L PS FROM KM 229.070 TO 260.800, END OF HARDOI DIS",NHAI,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,12/2021,,10/2024,,540.97,,314.76,94.76,QPISR_QR_1st_2025-26.pdf,237,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1574,,N24001733,ALTERNATE_IDENTIFIER,6L ACCESS CONTROLLED GREENFIELD HIGHWAY OF JUNCTION OF EPE (VILL.- MAVIKALAN) TO VILL.-LOHADDA FROM K,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,03/2022,,08/2024,,1602.48,,454.77,94.0,QPISR_QR_1st_2025-26.pdf,237,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,1575,,N24001734,ALTERNATE_IDENTIFIER,6L ACCESS CONTROL GREENFIELD HIGHWAY OF VILL-LOHADDA TO VILL-KARAUNDA MAHAJAN FROM KM. 27.000 TO KM.,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Uttar Pradesh,03/2022,,08/2024,,1335.45,,480.89,85.02,QPISR_QR_1st_2025-26.pdf,237,Table 7: Project List: Ongoing Projects,SUCCESS
