project_code,identity_key,prediction_month,state,sector,ministry,agency,project_age_months,progress_current,expenditure_current,original_cost_current,revised_cost_current,effective_target_months_from_cutoff,progress_change_1m,progress_change_3m,progress_velocity_3m,progress_acceleration_3m,expenditure_change_1m,expenditure_change_3m,expenditure_velocity_3m,cost_revision_count_to_date,last_cost_revision_pct,months_since_cost_revision,schedule_revision_count_to_date,months_since_schedule_revision,months_since_material_progress_change,expenditure_to_original_cost,expenditure_to_revised_cost,cost_revision_pct_current,months_observed,months_since_first_observation,revised_cost_missing,progress_missing,future_cost_increase_5pct_6m
617984,P:617984,2025-12,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,31.000000,67.000000,0.000000,317.220000,317.220000,-7.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
617984,P:617984,2026-01,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,32.000000,67.000000,0.000000,317.220000,317.220000,-8.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
617985,P:617985,2025-12,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,49.000000,0.000000,0.000000,529.540000,588.650000,-22.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.111625,1,0,0,0,0
617985,P:617985,2026-01,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,50.000000,67.000000,0.000000,529.540000,588.650000,-23.000000,67.000000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.111625,2,1,0,0,0
617986,P:617986,2025-12,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,12.000000,40.000000,0.000000,292.630000,292.630000,12.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
617986,P:617986,2026-01,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,13.000000,40.000000,0.000000,292.630000,292.630000,11.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
617987,P:617987,2026-01,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,4.000000,14.000000,0.000000,691.810000,691.810000,20.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
617988,P:617988,2026-01,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,6.000000,3.000000,0.000000,776.170000,644.140000,18.000000,,,,,,,,0,,,0,,,0.000000,0.000000,-0.170104,1,0,0,0,0
617989,P:617989,2025-12,Karnataka,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,79.000000,68.000000,92.250000,157.320000,187.610000,-14.000000,,,,,,,,0,,,0,,,0.586384,0.491712,0.192538,1,0,0,0,0
617989,P:617989,2026-01,Karnataka,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,80.000000,68.000000,92.250000,157.320000,187.610000,-15.000000,0.000000,,,,0.000000,,,0,,,0,,,0.586384,0.491712,0.192538,2,1,0,0,0
617991,P:617991,2025-12,"State of Andhra Pradesh under Corridor Approach through Engineering, Procurement Andhra Pradesh,",Roads & Highways,Ministry of Road Transport & Highways,MoRTH,103.000000,0.000000,0.000000,290.150000,290.150000,-61.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
617991,P:617991,2026-01,"State of Andhra Pradesh under Corridor Approach through Engineering, Procurement Andhra Pradesh,",Roads & Highways,Ministry of Road Transport & Highways,MoRTH,104.000000,92.000000,36.420000,290.150000,290.150000,-62.000000,92.000000,,,,36.420000,,,0,,,0,,0.000000,0.125521,0.125521,0.000000,2,1,0,0,0
617994,P:617994,2025-12,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,90.000000,88.000000,3.160000,294.130000,257.610000,-73.000000,,,,,,,,0,,,0,,,0.010744,0.012267,-0.124163,1,0,0,0,0
617994,P:617994,2026-01,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,91.000000,88.000000,3.160000,294.130000,257.610000,-74.000000,0.000000,,,,0.000000,,,0,,,0,,,0.010744,0.012267,-0.124163,2,1,0,0,0
617995,P:617995,2025-12,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,103.000000,99.000000,2.080000,300.000000,300.000000,-53.000000,,,,,,,,0,,,0,,,0.006933,0.006933,0.000000,1,0,0,0,0
617995,P:617995,2026-01,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,104.000000,99.000000,2.080000,300.000000,300.000000,-54.000000,0.000000,,,,0.000000,,,0,,,0,,,0.006933,0.006933,0.000000,2,1,0,0,0
617998,P:617998,2025-12,Karnataka,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,34.000000,75.000000,94.590000,177.940000,177.940000,-10.000000,,,,,,,,0,,,0,,,0.531584,0.531584,0.000000,1,0,0,0,0
617998,P:617998,2026-01,Karnataka,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,35.000000,75.000000,94.590000,177.940000,177.940000,-11.000000,0.000000,,,,0.000000,,,0,,,0,,,0.531584,0.531584,0.000000,2,1,0,0,0
618000,P:618000,2025-12,Karnataka,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,40.000000,92.000000,60.210000,170.340000,147.390000,-22.000000,,,,,,,,0,,,0,,,0.353470,0.408508,-0.134731,1,0,0,0,0
618000,P:618000,2026-01,Karnataka,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,41.000000,92.000000,60.210000,170.340000,147.390000,-23.000000,0.000000,,,,0.000000,,,0,,,0,,,0.353470,0.408508,-0.134731,2,1,0,0,0
618001,P:618001,2025-12,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,54.000000,36.000000,154.050000,216.530000,265.880000,-20.000000,,,,,,,,0,,,0,,,0.711449,0.579397,0.227913,1,0,0,0,0
618001,P:618001,2026-01,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,55.000000,92.000000,154.050000,216.530000,265.880000,-21.000000,56.000000,,,,0.000000,,,0,,,0,,0.000000,0.711449,0.579397,0.227913,2,1,0,0,0
618003,P:618003,2025-12,Odisha,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,30.000000,0.000000,22.320000,154.490000,154.490000,-12.000000,,,,,,,,0,,,0,,,0.144475,0.144475,0.000000,1,0,0,0,0
618003,P:618003,2026-01,Odisha,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,31.000000,45.000000,22.320000,154.490000,154.490000,-13.000000,45.000000,,,,0.000000,,,0,,,0,,0.000000,0.144475,0.144475,0.000000,2,1,0,0,0
618005,P:618005,2025-12,Bihar,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,115.000000,98.000000,0.000000,178.850000,278.530000,-54.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.557339,1,0,0,0,0
618009,P:618009,2025-12,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,62.000000,0.000000,0.000000,319.960000,347.800000,-41.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.087011,1,0,0,0,0
618009,P:618009,2026-01,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,63.000000,94.000000,0.000000,319.960000,347.800000,-42.000000,94.000000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.087011,2,1,0,0,0
618012,P:618012,2025-12,Odisha,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,22.000000,60.000000,42.700000,186.520000,186.520000,2.000000,,,,,,,,0,,,0,,,0.228930,0.228930,0.000000,1,0,0,0,0
618012,P:618012,2026-01,Odisha,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,23.000000,60.000000,42.700000,186.520000,186.520000,1.000000,0.000000,,,,0.000000,,,0,,,0,,,0.228930,0.228930,0.000000,2,1,0,0,0
618019,P:618019,2025-12,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,31.000000,0.000000,0.000000,365.210000,365.210000,-7.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618020,P:618020,2025-12,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,34.000000,0.000000,160.380000,386.490000,386.490000,-5.000000,,,,,,,,0,,,0,,,0.414965,0.414965,0.000000,1,0,0,0,0
618021,P:618021,2026-01,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,1.000000,0.000000,0.000000,425.970000,425.970000,-6.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618022,P:618022,2026-01,Gujarat,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,23.000000,50.000000,17.420000,173.060000,219.080000,-5.000000,,,,,,,,0,,,0,,,0.100659,0.079514,0.265919,1,0,0,0,0
618023,P:618023,2025-12,Punjab,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,26.000000,96.000000,0.000000,152.580000,152.580000,-8.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618025,P:618025,2025-12,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,90.000000,96.000000,0.000000,192.670000,192.670000,-72.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618025,P:618025,2026-01,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,91.000000,96.000000,0.000000,192.670000,192.670000,-73.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618029,P:618029,2025-12,Karnataka,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,35.000000,78.000000,195.060000,350.690000,312.060000,-11.000000,,,,,,,,0,,,0,,,0.556218,0.625072,-0.110154,1,0,0,0,0
618029,P:618029,2026-01,Karnataka,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,36.000000,78.000000,195.060000,350.690000,312.060000,-12.000000,0.000000,,,,0.000000,,,0,,,0,,,0.556218,0.625072,-0.110154,2,1,0,0,0
618030,P:618030,2025-12,Karnataka,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,37.000000,0.000000,3.580000,264.140000,264.140000,-19.000000,,,,,,,,0,,,0,,,0.013553,0.013553,0.000000,1,0,0,0,0
618031,P:618031,2025-12,Karnataka,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,48.000000,0.000000,333.480000,516.960000,516.960000,-18.000000,,,,,,,,0,,,0,,,0.645079,0.645079,0.000000,1,0,0,0,0
618031,P:618031,2026-01,Karnataka,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,49.000000,0.000000,333.480000,516.960000,516.960000,-1.000000,0.000000,,,,0.000000,,,0,,,1,0.000000,,0.645079,0.645079,0.000000,2,1,0,0,0
618033,P:618033,2025-12,Arunachal Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,48.000000,48.000000,153.630000,496.470000,496.470000,-12.000000,,,,,,,,0,,,0,,,0.309445,0.309445,0.000000,1,0,0,0,0
618037,P:618037,2025-12,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,43.000000,0.000000,121.220000,439.820000,359.520000,-19.000000,,,,,,,,0,,,0,,,0.275613,0.337172,-0.182575,1,0,0,0,0
618037,P:618037,2026-01,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,44.000000,0.000000,121.220000,439.820000,359.520000,-20.000000,0.000000,,,,0.000000,,,0,,,0,,,0.275613,0.337172,-0.182575,2,1,0,0,0
618038,P:618038,2026-01,,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,0.000000,0.000000,0.000000,224.440000,224.440000,24.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618039,P:618039,2026-01,Uttarakhand,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,3.000000,14.000000,0.000000,346.820000,346.820000,27.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618041,P:618041,2026-01,Uttarakhand,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,1.000000,0.000000,0.000000,299.310000,299.310000,23.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618051,P:618051,2025-12,Himachal Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,57.000000,98.000000,74.870000,242.800000,220.950000,-33.000000,,,,,,,,0,,,0,,,0.308361,0.338855,-0.089992,1,0,0,0,0
618052,P:618052,2026-01,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,5.000000,5.000000,0.000000,808.700000,808.700000,19.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618053,P:618053,2026-01,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,5.000000,0.000000,0.000000,1019.970000,1019.970000,19.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618054,P:618054,2025-12,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,16.000000,40.000000,80.950000,515.690000,515.690000,2.000000,,,,,,,,0,,,0,,,0.156974,0.156974,0.000000,1,0,0,0,0
618054,P:618054,2026-01,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,17.000000,42.000000,80.950000,515.690000,515.690000,1.000000,2.000000,,,,0.000000,,,0,,,0,,0.000000,0.156974,0.156974,0.000000,2,1,0,0,0
618055,P:618055,2025-12,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,23.000000,66.000000,0.000000,225.170000,225.170000,-6.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618055,P:618055,2026-01,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,24.000000,66.000000,0.000000,225.170000,225.170000,-7.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618056,P:618056,2025-12,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,21.000000,48.000000,84.140000,509.650000,484.420000,4.000000,,,,,,,,0,,,0,,,0.165094,0.173692,-0.049505,1,0,0,0,0
618056,P:618056,2026-01,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,22.000000,49.000000,84.140000,509.650000,484.420000,3.000000,1.000000,,,,0.000000,,,0,,,0,,0.000000,0.165094,0.173692,-0.049505,2,1,0,0,0
618057,P:618057,2025-12,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,25.000000,0.000000,0.000000,189.310000,189.310000,-7.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618057,P:618057,2026-01,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,26.000000,43.000000,0.000000,189.310000,189.310000,-8.000000,43.000000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,2,1,0,0,0
618060,P:618060,2025-12,Jharkhand,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,35.000000,87.000000,129.490000,315.210000,315.210000,-17.000000,,,,,,,,0,,,0,,,0.410805,0.410805,0.000000,1,0,0,0,0
618060,P:618060,2026-01,Jharkhand,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,36.000000,87.000000,129.490000,315.210000,315.210000,-18.000000,0.000000,,,,0.000000,,,0,,,0,,,0.410805,0.410805,0.000000,2,1,0,0,0
618063,P:618063,2025-12,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,33.000000,90.000000,112.460000,262.370000,343.770000,-4.000000,,,,,,,,0,,,0,,,0.428631,0.327137,0.310249,1,0,0,0,0
618063,P:618063,2026-01,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,34.000000,90.000000,112.460000,262.370000,343.770000,-5.000000,0.000000,,,,0.000000,,,0,,,0,,,0.428631,0.327137,0.310249,2,1,0,0,0
618066,P:618066,2026-01,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,11.000000,33.000000,15.270000,283.860000,283.860000,13.000000,,,,,,,,0,,,0,,,0.053794,0.053794,0.000000,1,0,0,0,0
618067,P:618067,2026-01,"Engineering, Procurement & Construction EpC mode in the State of Uttar Pradesh Uttar Pradesh,",Roads & Highways,Ministry of Road Transport & Highways,MoRTH,2.000000,0.000000,0.000000,1086.300000,1086.300000,22.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618068,P:618068,2025-12,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,26.000000,0.000000,0.000000,158.360000,158.360000,-2.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618068,P:618068,2026-01,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,27.000000,50.000000,0.000000,158.360000,158.360000,-3.000000,50.000000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,2,1,0,0,0
618070,P:618070,2025-12,Kerala,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,100.000000,98.000000,0.000000,294.280000,315.630000,-6.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.072550,1,0,0,0,0
618070,P:618070,2026-01,Kerala,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,101.000000,98.000000,0.000000,294.280000,315.630000,-7.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.072550,2,1,0,0,0
618071,P:618071,2025-12,Sikkim,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,43.000000,78.000000,0.000000,385.150000,342.890000,-11.000000,,,,,,,,0,,,0,,,0.000000,0.000000,-0.109723,1,0,0,0,0
618071,P:618071,2026-01,Sikkim,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,44.000000,78.000000,0.000000,385.150000,342.890000,-12.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,-0.109723,2,1,0,0,0
618072,P:618072,2025-12,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,41.000000,85.000000,128.970000,297.250000,297.250000,-9.000000,,,,,,,,0,,,0,,,0.433877,0.433877,0.000000,1,0,0,0,0
618072,P:618072,2026-01,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,42.000000,85.000000,128.970000,297.250000,297.250000,-10.000000,0.000000,,,,0.000000,,,0,,,0,,,0.433877,0.433877,0.000000,2,1,0,0,0
618073,P:618073,2025-12,Bihar,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,16.000000,0.000000,0.000000,226.160000,226.160000,-1.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618073,P:618073,2026-01,Bihar,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,17.000000,0.000000,0.000000,226.160000,226.160000,1.000000,0.000000,,,,0.000000,,,0,,,1,0.000000,,0.000000,0.000000,0.000000,2,1,0,0,0
618074,P:618074,2025-12,Bihar,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,31.000000,90.000000,153.210000,624.430000,624.430000,-13.000000,,,,,,,,0,,,0,,,0.245360,0.245360,0.000000,1,0,0,0,0
618074,P:618074,2026-01,Bihar,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,32.000000,90.000000,153.210000,624.430000,624.430000,-14.000000,0.000000,,,,0.000000,,,0,,,0,,,0.245360,0.245360,0.000000,2,1,0,0,0
618075,P:618075,2025-12,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,22.000000,55.000000,134.900000,840.930000,773.580000,2.000000,,,,,,,,0,,,0,,,0.160418,0.174384,-0.080090,1,0,0,0,0
618075,P:618075,2026-01,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,23.000000,57.000000,134.900000,840.930000,773.580000,1.000000,2.000000,,,,0.000000,,,0,,,0,,0.000000,0.160418,0.174384,-0.080090,2,1,0,0,0
618076,P:618076,2026-01,Meghalaya,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,8.000000,0.000000,0.000000,504.000000,350.670000,16.000000,,,,,,,,0,,,0,,,0.000000,0.000000,-0.304226,1,0,0,0,0
618080,P:618080,2025-12,Bihar,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,15.000000,2.000000,0.000000,353.270000,353.270000,3.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618080,P:618080,2026-01,Bihar,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,16.000000,2.000000,0.000000,353.270000,353.270000,2.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618081,P:618081,2025-12,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,22.000000,44.000000,0.000000,438.240000,362.390000,2.000000,,,,,,,,0,,,0,,,0.000000,0.000000,-0.173079,1,0,0,0,0
618081,P:618081,2026-01,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,23.000000,47.000000,0.000000,438.240000,362.390000,1.000000,3.000000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,-0.173079,2,1,0,0,0
618082,P:618082,2025-12,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,37.000000,84.000000,0.000000,395.620000,392.030000,-19.000000,,,,,,,,0,,,0,,,0.000000,0.000000,-0.009074,1,0,0,0,0
618082,P:618082,2026-01,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,38.000000,86.000000,0.000000,395.620000,392.030000,-20.000000,2.000000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,-0.009074,2,1,0,0,0
618084,P:618084,2025-12,Jharkhand,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,52.000000,0.000000,77.000000,153.010000,133.670000,-25.000000,,,,,,,,0,,,0,,,0.503235,0.576045,-0.126397,1,0,0,0,0
618084,P:618084,2026-01,Jharkhand,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,53.000000,93.000000,77.000000,153.010000,133.670000,-26.000000,93.000000,,,,0.000000,,,0,,,0,,0.000000,0.503235,0.576045,-0.126397,2,1,0,0,0
618085,P:618085,2025-12,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,32.000000,0.000000,0.000000,305.120000,293.740000,-10.000000,,,,,,,,0,,,0,,,0.000000,0.000000,-0.037297,1,0,0,0,0
618085,P:618085,2026-01,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,33.000000,70.000000,0.000000,305.120000,293.740000,-11.000000,70.000000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,-0.037297,2,1,0,0,0
618087,P:618087,2025-12,Karnataka,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,35.000000,93.000000,175.750000,255.880000,255.880000,-17.000000,,,,,,,,0,,,0,,,0.686845,0.686845,0.000000,1,0,0,0,0
618094,P:618094,2025-12,Maharashtra,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,90.000000,86.000000,143.650000,369.390000,369.390000,-38.000000,,,,,,,,0,,,0,,,0.388884,0.388884,0.000000,1,0,0,0,0
618094,P:618094,2026-01,Maharashtra,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,91.000000,86.000000,143.650000,369.390000,369.390000,-39.000000,0.000000,,,,0.000000,,,0,,,0,,,0.388884,0.388884,0.000000,2,1,0,0,0
618097,P:618097,2025-12,Maharashtra,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,102.000000,91.000000,0.000000,407.200000,407.200000,-39.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618097,P:618097,2026-01,Maharashtra,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,103.000000,91.000000,0.000000,407.200000,407.200000,-40.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618104,P:618104,2025-12,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,29.000000,78.000000,557.400000,886.690000,886.690000,-5.000000,,,,,,,,0,,,0,,,0.628630,0.628630,0.000000,1,0,0,0,0
618104,P:618104,2026-01,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,30.000000,78.000000,557.400000,886.690000,886.690000,-6.000000,0.000000,,,,0.000000,,,0,,,0,,,0.628630,0.628630,0.000000,2,1,0,0,0
618105,P:618105,2025-12,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,26.000000,0.000000,71.910000,631.490000,631.490000,-2.000000,,,,,,,,0,,,0,,,0.113874,0.113874,0.000000,1,0,0,0,0
618105,P:618105,2026-01,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,27.000000,30.000000,71.910000,631.490000,631.490000,-3.000000,30.000000,,,,0.000000,,,0,,,0,,0.000000,0.113874,0.113874,0.000000,2,1,0,0,0
618106,P:618106,2025-12,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,35.000000,87.000000,252.300000,703.680000,703.680000,-11.000000,,,,,,,,0,,,0,,,0.358544,0.358544,0.000000,1,0,0,0,0
618106,P:618106,2026-01,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,36.000000,90.000000,252.300000,703.680000,703.680000,-12.000000,3.000000,,,,0.000000,,,0,,,0,,0.000000,0.358544,0.358544,0.000000,2,1,0,0,0
618107,P:618107,2026-01,Gujarat,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,1.000000,2.000000,0.910000,1155.210000,1155.210000,29.000000,,,,,,,,0,,,0,,,0.000788,0.000788,0.000000,1,0,0,0,0
618108,P:618108,2025-12,Gujarat,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,24.000000,47.000000,0.000000,237.280000,237.280000,0.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618108,P:618108,2026-01,Gujarat,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,25.000000,47.000000,0.000000,237.280000,237.280000,-1.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618109,P:618109,2025-12,Karnataka,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,36.000000,76.000000,170.760000,355.720000,355.720000,-12.000000,,,,,,,,0,,,0,,,0.480040,0.480040,0.000000,1,0,0,0,0
618111,P:618111,2025-12,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,24.000000,84.000000,0.000000,403.360000,345.340000,-6.000000,,,,,,,,0,,,0,,,0.000000,0.000000,-0.143842,1,0,0,0,0
618111,P:618111,2026-01,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,25.000000,87.000000,0.000000,403.360000,345.340000,-7.000000,3.000000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,-0.143842,2,1,0,0,0
618112,P:618112,2026-01,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,8.000000,2.000000,0.000000,912.500000,912.500000,10.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618113,P:618113,2026-01,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,8.000000,15.000000,12.780000,587.970000,587.970000,10.000000,,,,,,,,0,,,0,,,0.021736,0.021736,0.000000,1,0,0,0,0
618116,P:618116,2026-01,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,0.000000,0.000000,0.000000,1679.750000,1679.750000,24.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
