project_code,identity_key,prediction_month,state,sector,ministry,agency,project_age_months,progress_current,expenditure_current,original_cost_current,revised_cost_current,effective_target_months_from_cutoff,progress_change_1m,progress_change_3m,progress_velocity_3m,progress_acceleration_3m,expenditure_change_1m,expenditure_change_3m,expenditure_velocity_3m,cost_revision_count_to_date,last_cost_revision_pct,months_since_cost_revision,schedule_revision_count_to_date,months_since_schedule_revision,months_since_material_progress_change,expenditure_to_original_cost,expenditure_to_revised_cost,cost_revision_pct_current,months_observed,months_since_first_observation,revised_cost_missing,progress_missing,future_cost_increase_5pct_6m
602185,P:602185,2025-10,Uttarakhand,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],227.000000,77.000000,6769.580000,2978.000000,10907.300000,42.000000,0.000000,0.000000,0.000000,0.000000,-490.670000,-354.000000,-118.000000,0,,,0,,,2.273197,0.620647,2.662626,4,3,0,0,0
602185,P:602185,2025-11,Uttarakhand,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],228.000000,77.000000,7291.000000,2978.000000,10907.300000,41.000000,0.000000,0.000000,0.000000,0.000000,521.420000,95.420000,31.806667,0,,,0,,,2.448287,0.668451,2.662626,5,4,0,0,0
602185,P:602185,2025-12,Uttarakhand,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],229.000000,77.000000,6769.580000,2978.000000,10907.300000,40.000000,0.000000,0.000000,0.000000,0.000000,-521.420000,-490.670000,-163.556667,0,,,0,,,2.273197,0.620647,2.662626,6,5,0,0,0
602185,P:602185,2026-01,Uttarakhand,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],230.000000,77.000000,7401.460000,2978.000000,10907.300000,39.000000,0.000000,0.000000,0.000000,0.000000,631.880000,631.880000,210.626667,0,,,0,,,2.485379,0.678579,2.662626,7,6,0,0,0
602193,P:602193,2025-07,Uttarakhand,Electricity Generation,Ministry of Power,THDC India Limited,169.000000,98.000000,7939.820000,4825.600000,8339.000000,4.000000,,,,,,,,0,,,0,,,1.645354,0.952131,0.728075,1,0,0,0,0
602193,P:602193,2025-08,Uttarakhand,Electricity Generation,Ministry of Power,THDC India Limited,170.000000,98.000000,8064.900000,4825.600000,8339.000000,3.000000,0.000000,,,,125.080000,,,0,,,0,,,1.671274,0.967130,0.728075,2,1,0,0,0
602195,P:602195,2025-07,Uttarakhand,Electricity Generation,Ministry of Power,THDC India Limited,138.000000,72.000000,4828.890000,3860.350000,6823.720000,20.000000,,,,,,,,0,,,0,,,1.250894,0.707662,0.767643,1,0,0,0,0
602195,P:602195,2025-08,Uttarakhand,Electricity Generation,Ministry of Power,THDC India Limited,139.000000,72.000000,5101.060000,3860.350000,6823.720000,19.000000,0.000000,,,,272.170000,,,0,,,0,,,1.321398,0.747548,0.767643,2,1,0,0,0
602195,P:602195,2025-09,Uttarakhand,Electricity Generation,Ministry of Power,THDC India Limited,140.000000,72.000000,5186.680000,3860.350000,6823.720000,18.000000,0.000000,,,0.000000,85.620000,,,0,,,0,,,1.343578,0.760096,0.767643,3,2,0,0,0
602195,P:602195,2025-10,Uttarakhand,Electricity Generation,Ministry of Power,THDC India Limited,141.000000,73.000000,5245.010000,3860.350000,6823.720000,17.000000,1.000000,1.000000,0.333333,1.000000,58.330000,416.120000,138.706667,0,,,0,,0.000000,1.358688,0.768644,0.767643,4,3,0,0,0
602195,P:602195,2025-11,Uttarakhand,Electricity Generation,Ministry of Power,THDC India Limited,142.000000,73.000000,5328.310000,3860.350000,6823.720000,16.000000,0.000000,1.000000,0.333333,-1.000000,83.300000,227.250000,75.750000,0,,,0,,1.000000,1.380266,0.780851,0.767643,5,4,0,0,0
602195,P:602195,2025-12,Uttarakhand,Electricity Generation,Ministry of Power,THDC India Limited,143.000000,74.000000,5004.460000,3860.350000,6405.080000,21.000000,1.000000,2.000000,0.666667,1.000000,-323.850000,-182.220000,-60.740000,1,-0.061351,0.000000,1,0.000000,0.000000,1.296375,0.781327,0.659197,6,5,0,0,0
602195,P:602195,2026-01,Uttarakhand,Electricity Generation,Ministry of Power,THDC India Limited,144.000000,75.000000,5100.280000,3860.350000,6405.080000,20.000000,1.000000,2.000000,0.666667,0.000000,95.820000,-144.730000,-48.243333,1,-0.061351,1.000000,1,1.000000,0.000000,1.321196,0.796287,0.659197,7,6,0,0,0
602532,P:602532,2025-09,,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],67.000000,70.000000,3035.030000,4287.590000,5409.000000,15.000000,,,,,,,,0,,,0,,,0.707864,0.561107,0.261548,1,0,0,0,0
602532,P:602532,2025-10,,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],68.000000,72.000000,3116.720000,4287.590000,5409.000000,14.000000,2.000000,,,,81.690000,,,0,,,0,,0.000000,0.726917,0.576210,0.261548,2,1,0,0,0
602532,P:602532,2025-11,,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],69.000000,73.000000,3186.980000,4287.590000,5409.000000,13.000000,1.000000,,,-1.000000,70.260000,,,0,,,0,,0.000000,0.743303,0.589199,0.261548,3,2,0,0,0
602532,P:602532,2025-12,,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],70.000000,75.000000,3313.590000,4287.590000,5409.000000,12.000000,2.000000,5.000000,1.666667,1.000000,126.610000,278.560000,92.853333,0,,,0,,0.000000,0.772833,0.612607,0.261548,4,3,0,0,0
602532,P:602532,2026-01,,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],71.000000,75.000000,3313.590000,4287.590000,5409.000000,11.000000,0.000000,3.000000,1.000000,-2.000000,0.000000,196.870000,65.623333,0,,,0,,1.000000,0.772833,0.612607,0.261548,5,4,0,0,0
602535,P:602535,2025-09,,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],44.000000,24.000000,1029.670000,5281.940000,5281.940000,47.000000,,,,,,,,0,,,0,,,0.194942,0.194942,0.000000,1,0,0,0,0
602535,P:602535,2025-10,,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],45.000000,25.000000,1112.080000,5281.940000,5281.940000,37.000000,1.000000,,,,82.410000,,,0,,,1,0.000000,0.000000,0.210544,0.210544,0.000000,2,1,0,0,0
602535,P:602535,2025-11,,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],46.000000,26.000000,1298.420000,5281.940000,5281.940000,36.000000,1.000000,,,0.000000,186.340000,,,0,,,1,1.000000,0.000000,0.245823,0.245823,0.000000,3,2,0,0,0
602535,P:602535,2025-12,,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],47.000000,26.000000,1384.070000,5281.940000,5281.940000,35.000000,0.000000,2.000000,0.666667,-1.000000,85.650000,354.400000,118.133333,0,,,1,2.000000,1.000000,0.262038,0.262038,0.000000,4,3,0,0,0
602535,P:602535,2026-01,,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],48.000000,27.000000,1415.210000,5281.940000,5281.940000,34.000000,1.000000,2.000000,0.666667,1.000000,31.140000,303.130000,101.043333,0,,,1,3.000000,0.000000,0.267934,0.267934,0.000000,5,4,0,0,0
602538,P:602538,2025-07,West Bengal,Electricity Generation,Ministry of Power,Damodar Valley Corporation,53.000000,91.000000,1085.390000,1037.000000,1106.000000,5.000000,,,,,,,,0,,,0,,,1.046663,0.981365,0.066538,1,0,0,0,0
602538,P:602538,2025-08,West Bengal,Electricity Generation,Ministry of Power,Damodar Valley Corporation,54.000000,92.000000,1092.270000,1037.000000,1106.000000,4.000000,1.000000,,,,6.880000,,,0,,,0,,0.000000,1.053298,0.987586,0.066538,2,1,0,0,0
602538,P:602538,2025-09,West Bengal,Electricity Generation,Ministry of Power,Damodar Valley Corporation,55.000000,92.000000,1098.160000,1037.000000,1106.000000,3.000000,0.000000,,,-1.000000,5.890000,,,0,,,0,,1.000000,1.058978,0.992911,0.066538,3,2,0,0,0
602538,P:602538,2025-10,West Bengal,Electricity Generation,Ministry of Power,Damodar Valley Corporation,56.000000,67.000000,929.990000,1037.000000,1037.000000,2.000000,-25.000000,-24.000000,-8.000000,-25.000000,-168.170000,-155.400000,-51.800000,1,-0.062387,0.000000,0,,0.000000,0.896808,0.896808,0.000000,4,3,0,0,1
602538,P:602538,2025-11,West Bengal,Electricity Generation,Ministry of Power,Damodar Valley Corporation,57.000000,93.000000,1111.010000,1037.000000,1106.000000,1.000000,26.000000,1.000000,0.333333,51.000000,181.020000,18.740000,6.246667,2,0.066538,0.000000,0,,0.000000,1.071369,1.004530,0.066538,5,4,0,0,0
602538,P:602538,2025-12,West Bengal,Electricity Generation,Ministry of Power,Damodar Valley Corporation,58.000000,93.000000,1115.650000,1037.000000,1106.000000,0.000000,0.000000,1.000000,0.333333,-26.000000,4.640000,17.490000,5.830000,2,0.066538,1.000000,0,,1.000000,1.075844,1.008725,0.066538,6,5,0,0,0
602538,P:602538,2026-01,West Bengal,Electricity Generation,Ministry of Power,Damodar Valley Corporation,59.000000,94.000000,1123.790000,1037.000000,1106.000000,4.000000,1.000000,27.000000,9.000000,1.000000,8.140000,193.800000,64.600000,2,0.066538,2.000000,1,0.000000,0.000000,1.083693,1.016085,0.066538,7,6,0,0,0
602579,P:602579,2025-07,Bihar,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,73.000000,92.000000,11970.960000,10439.090000,13756.600000,4.000000,,,,,,,,0,,,0,,,1.146744,0.870198,0.317797,1,0,0,0,0
602579,P:602579,2025-08,Bihar,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,74.000000,92.000000,12148.460000,10439.090000,13756.600000,4.000000,0.000000,,,,177.500000,,,0,,,1,0.000000,,1.163747,0.883100,0.317797,2,1,0,0,0
602579,P:602579,2025-09,Bihar,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,75.000000,92.000000,12426.320000,10439.090000,13756.600000,3.000000,0.000000,,,0.000000,277.860000,,,0,,,1,1.000000,,1.190364,0.903299,0.317797,3,2,0,0,0
602579,P:602579,2025-10,Bihar,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,76.000000,92.000000,12571.150000,10439.090000,13756.600000,2.000000,0.000000,0.000000,0.000000,0.000000,144.830000,600.190000,200.063333,0,,,1,2.000000,,1.204238,0.913827,0.317797,4,3,0,0,0
602579,P:602579,2025-11,Bihar,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,77.000000,93.000000,12691.850000,10439.090000,13756.600000,1.000000,1.000000,1.000000,0.333333,1.000000,120.700000,543.390000,181.130000,0,,,1,3.000000,0.000000,1.215800,0.922601,0.317797,5,4,0,0,0
602579,P:602579,2025-12,Bihar,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,78.000000,93.000000,12911.130000,10439.090000,13756.600000,0.000000,0.000000,1.000000,0.333333,-1.000000,219.280000,484.810000,161.603333,0,,,1,4.000000,1.000000,1.236806,0.938541,0.317797,6,5,0,0,0
602579,P:602579,2026-01,Bihar,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,79.000000,93.000000,13009.490000,10439.090000,13756.600000,-1.000000,0.000000,1.000000,0.333333,0.000000,98.360000,438.340000,146.113333,0,,,1,5.000000,2.000000,1.246228,0.945691,0.317797,7,6,0,0,0
602582,P:602582,2025-07,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,50.000000,67.000000,908.650000,687.970000,1511.870000,20.000000,,,,,,,,0,,,0,,,1.320770,0.601011,1.197581,1,0,0,0,0
602582,P:602582,2025-08,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,51.000000,68.000000,927.300000,687.970000,1511.870000,19.000000,1.000000,,,,18.650000,,,0,,,0,,0.000000,1.347879,0.613346,1.197581,2,1,0,0,0
602582,P:602582,2025-09,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,52.000000,68.000000,949.590000,687.970000,1511.870000,18.000000,0.000000,,,-1.000000,22.290000,,,0,,,0,,1.000000,1.380278,0.628090,1.197581,3,2,0,0,0
602582,P:602582,2025-10,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,53.000000,70.000000,986.120000,687.970000,1561.210000,17.000000,2.000000,3.000000,1.000000,2.000000,36.530000,77.470000,25.823333,1,0.032635,0.000000,0,,0.000000,1.433376,0.631638,1.269300,4,3,0,0,0
602582,P:602582,2025-11,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,54.000000,71.000000,997.550000,687.970000,1561.210000,16.000000,1.000000,3.000000,1.000000,-1.000000,11.430000,70.250000,23.416667,1,0.032635,1.000000,0,,0.000000,1.449991,0.638960,1.269300,5,4,0,0,0
602582,P:602582,2025-12,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,55.000000,72.000000,1027.230000,687.970000,1561.210000,15.000000,1.000000,4.000000,1.333333,0.000000,29.680000,77.640000,25.880000,1,0.032635,2.000000,0,,0.000000,1.493132,0.657970,1.269300,6,5,0,0,0
602582,P:602582,2026-01,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,56.000000,72.000000,1048.070000,687.970000,1561.210000,14.000000,0.000000,2.000000,0.666667,-1.000000,20.840000,61.950000,20.650000,1,0.032635,3.000000,0,,1.000000,1.523424,0.671319,1.269300,7,6,0,0,1
602593,P:602593,2025-07,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,56.000000,51.000000,1742.920000,1810.560000,3584.530000,49.000000,,,,,,,,0,,,0,,,0.962641,0.486234,0.979791,1,0,0,0,1
602593,P:602593,2025-08,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,57.000000,51.000000,1751.600000,1810.560000,3584.530000,50.000000,0.000000,,,,8.680000,,,0,,,1,0.000000,,0.967435,0.488655,0.979791,2,1,0,0,1
602593,P:602593,2025-09,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,58.000000,51.000000,1781.540000,1810.560000,3584.530000,49.000000,0.000000,,,0.000000,29.940000,,,0,,,1,1.000000,,0.983972,0.497008,0.979791,3,2,0,0,1
602593,P:602593,2025-10,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,59.000000,51.000000,1793.110000,1810.560000,3584.530000,48.000000,0.000000,0.000000,0.000000,0.000000,11.570000,50.190000,16.730000,0,,,1,2.000000,,0.990362,0.500236,0.979791,4,3,0,0,1
602593,P:602593,2025-11,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,60.000000,51.000000,1818.610000,1810.560000,4681.640000,51.000000,0.000000,0.000000,0.000000,0.000000,25.500000,67.010000,22.336667,1,0.306068,0.000000,2,0.000000,,1.004446,0.388456,1.585741,5,4,0,0,0
602593,P:602593,2025-12,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,61.000000,51.000000,1841.710000,1810.560000,4681.640000,50.000000,0.000000,0.000000,0.000000,0.000000,23.100000,60.170000,20.056667,1,0.306068,1.000000,2,1.000000,,1.017205,0.393390,1.585741,6,5,0,0,0
602593,P:602593,2026-01,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,62.000000,51.000000,1878.510000,1810.560000,4681.640000,49.000000,0.000000,0.000000,0.000000,0.000000,36.800000,85.400000,28.466667,1,0.306068,2.000000,2,2.000000,,1.037530,0.401250,1.585741,7,6,0,0,0
602633,P:602633,2025-07,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,87.000000,0.500000,495.570000,2615.000000,2615.000000,,,,,,,,,0,,,0,,,0.189511,0.189511,0.000000,1,0,0,0,0
602633,P:602633,2025-08,Himachal Pradesh,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,88.000000,0.500000,495.570000,2615.000000,2615.000000,,0.000000,,,,0.000000,,,0,,,0,,,0.189511,0.189511,0.000000,2,1,0,0,0
602792,P:602792,2025-07,Chhattisgarh,Railways,Ministry of Railways,SECR,50.000000,82.000000,848.000000,1171.000000,1171.000000,4.000000,,,,,,,,0,,,0,,,0.724167,0.724167,0.000000,1,0,0,0,0
602792,P:602792,2025-08,Chhattisgarh,Railways,Ministry of Railways,SECR,51.000000,82.000000,848.000000,1171.000000,1171.000000,3.000000,0.000000,,,,0.000000,,,0,,,0,,,0.724167,0.724167,0.000000,2,1,0,0,0
602792,P:602792,2025-09,Chhattisgarh,Railways,Ministry of Railways,SECR,52.000000,82.000000,848.000000,1171.000000,1171.000000,2.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,0.724167,0.724167,0.000000,3,2,0,0,0
602792,P:602792,2025-10,Chhattisgarh,Railways,Ministry of Railways,SECR,53.000000,100.000000,376.000000,1171.000000,1171.000000,5.000000,18.000000,18.000000,6.000000,18.000000,-472.000000,-472.000000,-157.333333,0,,,1,0.000000,0.000000,0.321093,0.321093,0.000000,4,3,0,0,0
602792,P:602792,2025-11,Chhattisgarh,Railways,Ministry of Railways,SECR,54.000000,100.000000,377.410000,1171.000000,1171.000000,4.000000,0.000000,18.000000,6.000000,-18.000000,1.410000,-470.590000,-156.863333,0,,,1,1.000000,1.000000,0.322297,0.322297,0.000000,5,4,0,0,0
602792,P:602792,2025-12,Chhattisgarh,Railways,Ministry of Railways,SECR,55.000000,100.000000,379.640000,1171.000000,1171.000000,3.000000,0.000000,18.000000,6.000000,0.000000,2.230000,-468.360000,-156.120000,0,,,1,2.000000,2.000000,0.324202,0.324202,0.000000,6,5,0,0,0
602792,P:602792,2026-01,Chhattisgarh,Railways,Ministry of Railways,SECR,56.000000,100.000000,381.990000,1171.000000,1171.000000,2.000000,0.000000,0.000000,0.000000,0.000000,2.350000,5.990000,1.996667,0,,,1,3.000000,3.000000,0.326208,0.326208,0.000000,7,6,0,0,0
602797,P:602797,2025-07,Bengal,Railways,Ministry of Railways,Eastern Railway [ER] - I,91.000000,6.000000,178.450000,461.640000,461.640000,20.000000,,,,,,,,0,,,0,,,0.386557,0.386557,0.000000,1,0,0,0,0
602797,P:602797,2025-08,Bengal,Railways,Ministry of Railways,Eastern Railway [ER] - I,92.000000,7.000000,186.030000,461.640000,461.640000,19.000000,1.000000,,,,7.580000,,,0,,,0,,0.000000,0.402976,0.402976,0.000000,2,1,0,0,0
602797,P:602797,2025-09,"Pradesh, West, Bengal",Railways,Ministry of Railways,Eastern Railway [ER] - I,93.000000,8.000000,192.670000,461.640000,461.640000,18.000000,1.000000,,,0.000000,6.640000,,,0,,,0,,0.000000,0.417360,0.417360,0.000000,3,2,0,0,0
602797,P:602797,2025-10,"Pradesh, West, Bengal",Railways,Ministry of Railways,Eastern Railway [ER] - I,94.000000,8.000000,192.720000,461.640000,461.640000,17.000000,0.000000,2.000000,0.666667,-1.000000,0.050000,14.270000,4.756667,0,,,0,,1.000000,0.417468,0.417468,0.000000,4,3,0,0,0
602797,P:602797,2025-11,"Pradesh, West, Bengal",Railways,Ministry of Railways,Eastern Railway [ER] - I,95.000000,8.000000,193.390000,461.640000,461.640000,16.000000,0.000000,1.000000,0.333333,0.000000,0.670000,7.360000,2.453333,0,,,0,,2.000000,0.418920,0.418920,0.000000,5,4,0,0,0
602797,P:602797,2025-12,"Pradesh, West, Bengal",Railways,Ministry of Railways,Eastern Railway [ER] - I,96.000000,9.000000,197.330000,461.640000,461.640000,15.000000,1.000000,1.000000,0.333333,1.000000,3.940000,4.660000,1.553333,0,,,0,,0.000000,0.427454,0.427454,0.000000,6,5,0,0,0
602797,P:602797,2026-01,"Pradesh, West, Bengal",Railways,Ministry of Railways,Eastern Railway [ER] - I,97.000000,9.000000,197.330000,461.640000,461.640000,14.000000,0.000000,1.000000,0.333333,-1.000000,0.000000,4.610000,1.536667,0,,,0,,1.000000,0.427454,0.427454,0.000000,7,6,0,0,1
602961,P:602961,2025-08,Odisha,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],35.000000,32.000000,4161.680000,11843.750000,12543.000000,31.000000,6.000000,,,,186.680000,,,0,,,0,,0.000000,0.351382,0.331793,0.059040,2,1,0,0,0
603293,P:603293,2025-07,Jharkhand,Coal,Ministry of Power,National Thermal Power Corporation [NTPC],70.000000,59.000000,302.200000,502.000000,784.000000,21.000000,,,,,,,,0,,,0,,,0.601992,0.385459,0.561753,1,0,0,0,0
603293,P:603293,2025-08,Jharkhand,Coal,Ministry of Power,National Thermal Power Corporation [NTPC],71.000000,59.000000,313.880000,502.000000,784.000000,20.000000,0.000000,,,,11.680000,,,0,,,0,,,0.625259,0.400357,0.561753,2,1,0,0,0
603293,P:603293,2025-09,Jharkhand,Coal,Ministry of Power,National Thermal Power Corporation [NTPC],72.000000,59.000000,313.880000,502.000000,784.000000,19.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,0.625259,0.400357,0.561753,3,2,0,0,0
603293,P:603293,2025-10,Jharkhand,Coal,Ministry of Power,National Thermal Power Corporation [NTPC],73.000000,59.000000,313.880000,502.000000,784.000000,18.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.680000,3.893333,0,,,0,,,0.625259,0.400357,0.561753,4,3,0,0,0
603293,P:603293,2025-11,Jharkhand,Coal,Ministry of Power,National Thermal Power Corporation [NTPC],74.000000,59.000000,388.290000,502.000000,784.000000,17.000000,0.000000,0.000000,0.000000,0.000000,74.410000,74.410000,24.803333,0,,,0,,,0.773486,0.495268,0.561753,5,4,0,0,0
603293,P:603293,2025-12,Jharkhand,Coal,Ministry of Power,National Thermal Power Corporation [NTPC],75.000000,59.000000,388.290000,502.000000,784.000000,16.000000,0.000000,0.000000,0.000000,0.000000,0.000000,74.410000,24.803333,0,,,0,,,0.773486,0.495268,0.561753,6,5,0,0,0
603293,P:603293,2026-01,Jharkhand,Coal,Ministry of Power,National Thermal Power Corporation [NTPC],76.000000,59.000000,399.590000,502.000000,784.000000,15.000000,0.000000,0.000000,0.000000,0.000000,11.300000,85.710000,28.570000,0,,,0,,,0.795996,0.509681,0.561753,7,6,0,0,0
603945,P:603945,2025-07,Odisha,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-OR,330.000000,62.000000,2629.740000,567.030000,2990.050000,-1.000000,,,,,,,,0,,,0,,,4.637744,0.879497,4.273178,1,0,0,0,0
603945,P:603945,2025-08,Odisha,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-OR,331.000000,62.000000,2629.740000,567.030000,2990.050000,10.000000,0.000000,,,,0.000000,,,0,,,1,0.000000,,4.637744,0.879497,4.273178,2,1,0,0,0
603945,P:603945,2025-09,Odisha,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-OR,332.000000,62.000000,2629.740000,567.030000,2990.050000,9.000000,0.000000,,,0.000000,0.000000,,,0,,,1,1.000000,,4.637744,0.879497,4.273178,3,2,0,0,0
603945,P:603945,2025-10,Odisha,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-OR,333.000000,62.000000,2629.740000,567.030000,2990.050000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,1,2.000000,,4.637744,0.879497,4.273178,4,3,0,0,0
603945,P:603945,2025-11,Odisha,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-OR,334.000000,62.000000,2715.120000,567.030000,2990.050000,7.000000,0.000000,0.000000,0.000000,0.000000,85.380000,85.380000,28.460000,0,,,1,3.000000,,4.788318,0.908052,4.273178,5,4,0,0,0
603945,P:603945,2025-12,Odisha,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-OR,335.000000,62.000000,2715.120000,567.030000,2990.050000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.380000,28.460000,0,,,1,4.000000,,4.788318,0.908052,4.273178,6,5,0,0,0
603945,P:603945,2026-01,Odisha,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-OR,336.000000,62.000000,2755.980000,567.030000,2990.050000,5.000000,0.000000,0.000000,0.000000,0.000000,40.860000,126.240000,42.080000,0,,,1,5.000000,,4.860378,0.921717,4.273178,7,6,0,0,0
604791,P:604791,2025-08,Assam,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,61.000000,76.000000,16764.090000,12366.000000,22494.000000,4.000000,1.000000,,,,261.730000,,,0,,,0,,0.000000,1.355660,0.745269,0.819020,2,1,0,0,0
604795,P:604795,2025-08,Tamil Nadu,Oil & Gas,Ministry of Petroleum & Natural Gas,Chennai Petroleum Corporation Limited [CPCL],47.000000,10.000000,1342.270000,31580.000000,36354.000000,38.000000,0.000000,,,,0.000000,,,0,,,0,,,0.042504,0.036922,0.151172,2,1,0,0,0
604833,P:604833,2025-07,Maharashtra,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,97.000000,50.000000,227.540000,281.350000,389.670000,11.000000,,,,,,,,0,,,0,,,0.808744,0.583930,0.385001,1,0,0,0,0
604833,P:604833,2025-08,Maharashtra,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,98.000000,50.000000,230.760000,281.350000,389.670000,10.000000,0.000000,,,,3.220000,,,0,,,0,,,0.820188,0.592193,0.385001,2,1,0,0,0
604833,P:604833,2025-09,Maharashtra,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,99.000000,50.000000,234.600000,281.350000,389.670000,9.000000,0.000000,,,0.000000,3.840000,,,0,,,0,,,0.833837,0.602048,0.385001,3,2,0,0,0
604833,P:604833,2025-10,Maharashtra,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,100.000000,51.000000,238.390000,281.350000,389.670000,8.000000,1.000000,1.000000,0.333333,1.000000,3.790000,10.850000,3.616667,0,,,0,,0.000000,0.847308,0.611774,0.385001,4,3,0,0,0
604833,P:604833,2025-11,Maharashtra,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,101.000000,54.000000,243.110000,281.350000,389.670000,7.000000,3.000000,4.000000,1.333333,2.000000,4.720000,12.350000,4.116667,0,,,0,,0.000000,0.864084,0.623887,0.385001,5,4,0,0,0
604833,P:604833,2025-12,Maharashtra,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,102.000000,56.000000,249.500000,281.350000,389.670000,6.000000,2.000000,6.000000,2.000000,-1.000000,6.390000,14.900000,4.966667,0,,,0,,0.000000,0.886796,0.640285,0.385001,6,5,0,0,0
604833,P:604833,2026-01,Maharashtra,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,103.000000,57.000000,247.890000,281.350000,389.670000,5.000000,1.000000,6.000000,2.000000,-1.000000,-1.610000,9.500000,3.166667,0,,,0,,0.000000,0.881073,0.636154,0.385001,7,6,0,0,0
