project_code,identity_key,prediction_month,state,sector,ministry,agency,project_age_months,progress_current,expenditure_current,original_cost_current,revised_cost_current,effective_target_months_from_cutoff,progress_change_1m,progress_change_3m,progress_velocity_3m,progress_acceleration_3m,expenditure_change_1m,expenditure_change_3m,expenditure_velocity_3m,cost_revision_count_to_date,last_cost_revision_pct,months_since_cost_revision,schedule_revision_count_to_date,months_since_schedule_revision,months_since_material_progress_change,expenditure_to_original_cost,expenditure_to_revised_cost,cost_revision_pct_current,months_observed,months_since_first_observation,revised_cost_missing,progress_missing,future_schedule_later_3m
615862,P:615862,2025-09,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],49.000000,21.000000,75.870000,345.600000,345.600000,6.000000,1.000000,,,1.000000,1.280000,,,0,,,0,,0.000000,0.219531,0.219531,0.000000,3,2,0,0,0
615862,P:615862,2025-10,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],50.000000,21.000000,76.190000,345.600000,345.600000,5.000000,0.000000,1.000000,0.333333,-1.000000,0.320000,2.940000,0.980000,0,,,0,,1.000000,0.220457,0.220457,0.000000,4,3,0,0,0
615862,P:615862,2025-11,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],51.000000,21.000000,76.190000,345.600000,345.600000,4.000000,0.000000,1.000000,0.333333,0.000000,0.000000,1.600000,0.533333,0,,,0,,2.000000,0.220457,0.220457,0.000000,5,4,0,0,0
615862,P:615862,2025-12,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],52.000000,21.000000,80.240000,345.600000,345.600000,3.000000,0.000000,0.000000,0.000000,0.000000,4.050000,4.370000,1.456667,0,,,0,,3.000000,0.232176,0.232176,0.000000,6,5,0,0,0
615862,P:615862,2026-01,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],53.000000,28.000000,99.090000,345.600000,345.600000,2.000000,7.000000,7.000000,2.333333,7.000000,18.850000,22.900000,7.633333,0,,,0,,0.000000,0.286719,0.286719,0.000000,7,6,0,0,0
615862,P:615862,2026-02,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],54.000000,29.000000,100.220000,345.600000,345.600000,1.000000,1.000000,8.000000,2.666667,-6.000000,1.130000,24.030000,8.010000,0,,,0,,0.000000,0.289988,0.289988,0.000000,8,7,0,0,0
615862,P:615862,2026-03,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],55.000000,29.000000,100.620000,345.600000,345.600000,0.000000,0.000000,8.000000,2.666667,-1.000000,0.400000,20.380000,6.793333,0,,,0,,1.000000,0.291146,0.291146,0.000000,9,8,0,0,0
615862,P:615862,2026-04,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],56.000000,32.000000,111.150000,345.600000,345.600000,-1.000000,3.000000,4.000000,1.333333,3.000000,10.530000,12.060000,4.020000,0,,,0,,0.000000,0.321615,0.321615,0.000000,10,9,0,0,0
615863,P:615863,2025-08,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],62.000000,95.000000,460.670000,484.500000,484.500000,7.000000,20.000000,,,,26.230000,,,0,,,0,,0.000000,0.950815,0.950815,0.000000,2,1,0,0,0
615863,P:615863,2025-09,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],63.000000,96.000000,466.620000,484.500000,484.500000,6.000000,1.000000,,,-19.000000,5.950000,,,0,,,0,,0.000000,0.963096,0.963096,0.000000,3,2,0,0,0
615863,P:615863,2025-10,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],64.000000,97.000000,477.140000,484.500000,484.500000,5.000000,1.000000,22.000000,7.333333,0.000000,10.520000,42.700000,14.233333,0,,,0,,0.000000,0.984809,0.984809,0.000000,4,3,0,0,0
615863,P:615863,2025-11,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],65.000000,97.000000,477.140000,484.500000,484.500000,4.000000,0.000000,2.000000,0.666667,-1.000000,0.000000,16.470000,5.490000,0,,,0,,1.000000,0.984809,0.984809,0.000000,5,4,0,0,0
615863,P:615863,2025-12,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],66.000000,97.000000,477.140000,484.500000,484.500000,3.000000,0.000000,1.000000,0.333333,0.000000,0.000000,10.520000,3.506667,0,,,0,,2.000000,0.984809,0.984809,0.000000,6,5,0,0,0
615863,P:615863,2026-01,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],67.000000,97.000000,477.140000,484.500000,484.500000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,3.000000,0.984809,0.984809,0.000000,7,6,0,0,0
615863,P:615863,2026-02,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],68.000000,97.000000,477.140000,484.500000,484.500000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,4.000000,0.984809,0.984809,0.000000,8,7,0,0,0
615863,P:615863,2026-03,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],69.000000,97.000000,477.140000,484.500000,484.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,5.000000,0.984809,0.984809,0.000000,9,8,0,0,0
615863,P:615863,2026-04,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],70.000000,97.000000,477.140000,484.500000,484.500000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,6.000000,0.984809,0.984809,0.000000,10,9,0,0,0
615864,P:615864,2025-08,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],122.000000,77.000000,405.540000,489.620000,489.620000,7.000000,0.000000,,,,0.000000,,,0,,,0,,,0.828275,0.828275,0.000000,2,1,0,0,0
615865,P:615865,2025-07,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],94.000000,63.000000,203.150000,442.420000,442.420000,8.000000,,,,,,,,0,,,0,,,0.459179,0.459179,0.000000,1,0,0,0,0
615865,P:615865,2025-08,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],95.000000,63.000000,205.000000,442.420000,442.420000,7.000000,0.000000,,,,1.850000,,,0,,,0,,,0.463361,0.463361,0.000000,2,1,0,0,0
615865,P:615865,2025-09,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],96.000000,63.000000,205.790000,442.420000,442.420000,6.000000,0.000000,,,0.000000,0.790000,,,0,,,0,,,0.465146,0.465146,0.000000,3,2,0,0,0
615865,P:615865,2025-10,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],97.000000,63.000000,230.280000,442.420000,442.420000,5.000000,0.000000,0.000000,0.000000,0.000000,24.490000,27.130000,9.043333,0,,,0,,,0.520501,0.520501,0.000000,4,3,0,0,0
615865,P:615865,2025-11,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],98.000000,63.000000,230.280000,442.420000,442.420000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.280000,8.426667,0,,,0,,,0.520501,0.520501,0.000000,5,4,0,0,0
615865,P:615865,2025-12,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],99.000000,63.000000,230.390000,442.420000,442.420000,3.000000,0.000000,0.000000,0.000000,0.000000,0.110000,24.600000,8.200000,0,,,0,,,0.520750,0.520750,0.000000,6,5,0,0,0
615865,P:615865,2026-01,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],100.000000,63.000000,231.610000,442.420000,442.420000,2.000000,0.000000,0.000000,0.000000,0.000000,1.220000,1.330000,0.443333,0,,,0,,,0.523507,0.523507,0.000000,7,6,0,0,0
615865,P:615865,2026-02,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],101.000000,63.000000,234.210000,442.420000,442.420000,1.000000,0.000000,0.000000,0.000000,0.000000,2.600000,3.930000,1.310000,0,,,0,,,0.529384,0.529384,0.000000,8,7,0,0,0
615865,P:615865,2026-03,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],102.000000,63.000000,234.210000,442.420000,442.420000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.820000,1.273333,0,,,0,,,0.529384,0.529384,0.000000,9,8,0,0,0
615865,P:615865,2026-04,Telangana,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],103.000000,63.000000,252.260000,442.420000,442.420000,-1.000000,0.000000,0.000000,0.000000,0.000000,18.050000,20.650000,6.883333,0,,,0,,,0.570182,0.570182,0.000000,10,9,0,0,0
615914,P:615914,2025-08,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],53.000000,6.000000,11.480000,184.710000,184.710000,43.000000,0.000000,,,,1.000000,,,0,,,0,,,0.062151,0.062151,0.000000,2,1,0,0,0
615914,P:615914,2025-09,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],54.000000,5.000000,11.480000,184.710000,184.710000,42.000000,-1.000000,,,-1.000000,0.000000,,,0,,,0,,0.000000,0.062151,0.062151,0.000000,3,2,0,0,0
615914,P:615914,2025-10,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],55.000000,5.000000,14.480000,184.710000,184.710000,41.000000,0.000000,-1.000000,-0.333333,1.000000,3.000000,4.000000,1.333333,0,,,0,,1.000000,0.078393,0.078393,0.000000,4,3,0,0,0
615914,P:615914,2025-11,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],56.000000,5.000000,14.480000,184.710000,184.710000,40.000000,0.000000,-1.000000,-0.333333,0.000000,0.000000,3.000000,1.000000,0,,,0,,2.000000,0.078393,0.078393,0.000000,5,4,0,0,0
615914,P:615914,2025-12,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],57.000000,5.000000,14.880000,184.710000,184.710000,39.000000,0.000000,0.000000,0.000000,0.000000,0.400000,3.400000,1.133333,0,,,0,,3.000000,0.080559,0.080559,0.000000,6,5,0,0,0
615914,P:615914,2026-01,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],58.000000,5.000000,14.880000,184.710000,184.710000,38.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.133333,0,,,0,,4.000000,0.080559,0.080559,0.000000,7,6,0,0,0
615914,P:615914,2026-02,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],59.000000,12.000000,14.770000,184.710000,184.710000,37.000000,7.000000,7.000000,2.333333,7.000000,-0.110000,0.290000,0.096667,0,,,0,,0.000000,0.079963,0.079963,0.000000,8,7,0,0,0
615914,P:615914,2026-03,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],60.000000,12.620000,15.350000,184.710000,184.710000,36.000000,0.620000,7.620000,2.540000,-6.380000,0.580000,0.470000,0.156667,0,,,0,,1.000000,0.083103,0.083103,0.000000,9,8,0,0,0
615914,P:615914,2026-04,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],61.000000,12.830000,15.720000,184.710000,184.710000,35.000000,0.210000,7.830000,2.610000,-0.410000,0.370000,0.840000,0.280000,0,,,0,,2.000000,0.085106,0.085106,0.000000,10,9,0,0,0
615915,P:615915,2026-04,Odisha,Railways,Ministry of Railways,CAO/C/SER,28.000000,31.000000,95.420000,244.990000,244.990000,-1.000000,,,,,,,,0,,,0,,,0.389485,0.389485,0.000000,1,0,0,0,1
615916,P:615916,2025-08,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],16.000000,1.000000,78.870000,1225.210000,1225.210000,55.000000,0.000000,,,,0.460000,,,0,,,0,,,0.064373,0.064373,0.000000,2,1,0,0,0
615916,P:615916,2025-09,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],17.000000,1.000000,78.680000,1225.210000,1225.210000,54.000000,0.000000,,,0.000000,-0.190000,,,0,,,0,,,0.064218,0.064218,0.000000,3,2,0,0,0
615916,P:615916,2025-10,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],18.000000,2.000000,79.730000,1225.210000,1225.210000,53.000000,1.000000,1.000000,0.333333,1.000000,1.050000,1.320000,0.440000,0,,,0,,0.000000,0.065075,0.065075,0.000000,4,3,0,0,0
615916,P:615916,2025-11,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],19.000000,2.000000,80.140000,1225.210000,1225.210000,52.000000,0.000000,1.000000,0.333333,-1.000000,0.410000,1.270000,0.423333,0,,,0,,1.000000,0.065409,0.065409,0.000000,5,4,0,0,0
615916,P:615916,2025-12,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],20.000000,2.000000,80.140000,1225.210000,1225.210000,51.000000,0.000000,1.000000,0.333333,0.000000,0.000000,1.460000,0.486667,0,,,0,,2.000000,0.065409,0.065409,0.000000,6,5,0,0,0
615916,P:615916,2026-01,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],21.000000,2.000000,81.050000,1225.210000,1225.210000,50.000000,0.000000,0.000000,0.000000,0.000000,0.910000,1.320000,0.440000,0,,,0,,3.000000,0.066152,0.066152,0.000000,7,6,0,0,0
615916,P:615916,2026-02,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],22.000000,3.000000,82.800000,1225.210000,1225.210000,49.000000,1.000000,1.000000,0.333333,1.000000,1.750000,2.660000,0.886667,0,,,0,,0.000000,0.067580,0.067580,0.000000,8,7,0,0,0
615916,P:615916,2026-03,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],23.000000,3.000000,85.320000,1225.210000,1225.210000,48.000000,0.000000,1.000000,0.333333,-1.000000,2.520000,5.180000,1.726667,0,,,0,,1.000000,0.069637,0.069637,0.000000,9,8,0,0,0
615916,P:615916,2026-04,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],24.000000,4.210000,88.880000,1225.210000,1225.210000,47.000000,1.210000,2.210000,0.736667,1.210000,3.560000,7.830000,2.610000,0,,,0,,0.000000,0.072543,0.072543,0.000000,10,9,0,0,0
615917,P:615917,2025-08,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],14.000000,0.000000,0.240000,973.070000,973.070000,55.000000,0.000000,,,,0.130000,,,0,,,0,,,0.000247,0.000247,0.000000,2,1,0,0,0
615917,P:615917,2025-09,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],15.000000,0.000000,0.240000,973.070000,973.070000,54.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,0.000247,0.000247,0.000000,3,2,0,0,0
615917,P:615917,2025-10,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],16.000000,0.000000,0.240000,973.070000,973.070000,53.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130000,0.043333,0,,,0,,,0.000247,0.000247,0.000000,4,3,0,0,0
615917,P:615917,2025-11,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],17.000000,0.000000,0.670000,973.070000,973.070000,52.000000,0.000000,0.000000,0.000000,0.000000,0.430000,0.430000,0.143333,0,,,0,,,0.000689,0.000689,0.000000,5,4,0,0,0
615917,P:615917,2025-12,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],18.000000,0.000000,0.670000,973.070000,973.070000,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.430000,0.143333,0,,,0,,,0.000689,0.000689,0.000000,6,5,0,0,0
615917,P:615917,2026-01,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],19.000000,0.000000,1.040000,973.070000,973.070000,50.000000,0.000000,0.000000,0.000000,0.000000,0.370000,0.800000,0.266667,0,,,0,,,0.001069,0.001069,0.000000,7,6,0,0,0
615917,P:615917,2026-02,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],20.000000,2.000000,1.040000,973.070000,973.070000,49.000000,2.000000,2.000000,0.666667,2.000000,0.000000,0.370000,0.123333,0,,,0,,0.000000,0.001069,0.001069,0.000000,8,7,0,0,0
615917,P:615917,2026-03,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],21.000000,2.310000,1.370000,973.070000,973.070000,48.000000,0.310000,2.310000,0.770000,-1.690000,0.330000,0.700000,0.233333,0,,,0,,1.000000,0.001408,0.001408,0.000000,9,8,0,0,0
615917,P:615917,2026-04,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],22.000000,2.310000,1.550000,973.070000,973.070000,47.000000,0.000000,2.310000,0.770000,-0.310000,0.180000,0.510000,0.170000,0,,,0,,2.000000,0.001593,0.001593,0.000000,10,9,0,0,0
615918,P:615918,2025-08,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],35.000000,8.000000,12.360000,405.200000,405.200000,31.000000,0.000000,,,,0.650000,,,0,,,0,,,0.030503,0.030503,0.000000,2,1,0,0,0
615918,P:615918,2025-09,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],36.000000,7.000000,12.360000,405.200000,405.200000,30.000000,-1.000000,,,-1.000000,0.000000,,,0,,,0,,0.000000,0.030503,0.030503,0.000000,3,2,0,0,0
615918,P:615918,2025-10,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],37.000000,7.000000,12.390000,405.200000,405.200000,29.000000,0.000000,-1.000000,-0.333333,1.000000,0.030000,0.680000,0.226667,0,,,0,,1.000000,0.030577,0.030577,0.000000,4,3,0,0,0
615918,P:615918,2025-11,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],38.000000,7.000000,12.390000,405.200000,405.200000,28.000000,0.000000,-1.000000,-0.333333,0.000000,0.000000,0.030000,0.010000,0,,,0,,2.000000,0.030577,0.030577,0.000000,5,4,0,0,0
615918,P:615918,2025-12,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],39.000000,7.000000,12.640000,405.200000,405.200000,27.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.280000,0.093333,0,,,0,,3.000000,0.031194,0.031194,0.000000,6,5,0,0,0
615918,P:615918,2026-01,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],40.000000,7.000000,15.550000,405.200000,405.200000,26.000000,0.000000,0.000000,0.000000,0.000000,2.910000,3.160000,1.053333,0,,,0,,4.000000,0.038376,0.038376,0.000000,7,6,0,0,0
615918,P:615918,2026-02,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],41.000000,9.000000,21.660000,405.200000,405.200000,25.000000,2.000000,2.000000,0.666667,2.000000,6.110000,9.270000,3.090000,0,,,0,,0.000000,0.053455,0.053455,0.000000,8,7,0,0,0
615918,P:615918,2026-03,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],42.000000,15.460000,32.820000,405.200000,405.200000,24.000000,6.460000,8.460000,2.820000,4.460000,11.160000,20.180000,6.726667,0,,,0,,0.000000,0.080997,0.080997,0.000000,9,8,0,0,0
615918,P:615918,2026-04,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],43.000000,15.950000,35.030000,405.200000,405.200000,23.000000,0.490000,8.950000,2.983333,-5.970000,2.210000,19.480000,6.493333,0,,,0,,1.000000,0.086451,0.086451,0.000000,10,9,0,0,0
615919,P:615919,2025-08,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],14.000000,0.000000,168.590000,1024.910000,1024.910000,55.000000,0.000000,,,,3.050000,,,0,,,0,,,0.164492,0.164492,0.000000,2,1,0,0,0
615919,P:615919,2025-09,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],15.000000,0.000000,169.910000,1024.910000,1024.910000,42.000000,0.000000,,,0.000000,1.320000,,,0,,,1,0.000000,,0.165780,0.165780,0.000000,3,2,0,0,0
615919,P:615919,2025-10,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],16.000000,0.000000,170.940000,1024.910000,1024.910000,41.000000,0.000000,0.000000,0.000000,0.000000,1.030000,5.400000,1.800000,0,,,1,1.000000,,0.166785,0.166785,0.000000,4,3,0,0,0
615919,P:615919,2025-11,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],17.000000,0.000000,175.930000,1024.910000,1024.910000,40.000000,0.000000,0.000000,0.000000,0.000000,4.990000,7.340000,2.446667,0,,,1,2.000000,,0.171654,0.171654,0.000000,5,4,0,0,0
615919,P:615919,2025-12,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],18.000000,0.000000,175.860000,1024.910000,1024.910000,39.000000,0.000000,0.000000,0.000000,0.000000,-0.070000,5.950000,1.983333,0,,,1,3.000000,,0.171586,0.171586,0.000000,6,5,0,0,0
615919,P:615919,2026-01,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],19.000000,0.000000,175.750000,1024.910000,1024.910000,38.000000,0.000000,0.000000,0.000000,0.000000,-0.110000,4.810000,1.603333,0,,,1,4.000000,,0.171478,0.171478,0.000000,7,6,0,0,0
615919,P:615919,2026-02,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],20.000000,0.000000,181.160000,1024.910000,1024.910000,37.000000,0.000000,0.000000,0.000000,0.000000,5.410000,5.230000,1.743333,0,,,1,5.000000,,0.176757,0.176757,0.000000,8,7,0,0,0
615919,P:615919,2026-03,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],21.000000,27.920000,211.130000,1024.910000,1024.910000,36.000000,27.920000,27.920000,9.306667,27.920000,29.970000,35.270000,11.756667,0,,,1,6.000000,0.000000,0.205999,0.205999,0.000000,9,8,0,0,0
615919,P:615919,2026-04,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],22.000000,27.920000,217.010000,1024.910000,1024.910000,35.000000,0.000000,27.920000,9.306667,-27.920000,5.880000,41.260000,13.753333,0,,,1,7.000000,1.000000,0.211736,0.211736,0.000000,10,9,0,0,0
615982,P:615982,2025-07,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],107.000000,79.000000,367.600000,319.750000,319.750000,8.000000,,,,,,,,0,,,0,,,1.149648,1.149648,0.000000,1,0,0,0,0
615982,P:615982,2025-08,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],108.000000,79.000000,367.600000,319.750000,319.750000,7.000000,0.000000,,,,0.000000,,,0,,,0,,,1.149648,1.149648,0.000000,2,1,0,0,0
615982,P:615982,2025-09,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],82.000000,79.000000,367.600000,319.750000,319.750000,6.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,1.149648,1.149648,0.000000,3,2,0,0,0
615982,P:615982,2025-10,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],83.000000,79.000000,367.600000,319.750000,319.750000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,1.149648,1.149648,0.000000,4,3,0,0,0
615982,P:615982,2025-11,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],111.000000,79.000000,185.910000,319.750000,319.750000,4.000000,0.000000,0.000000,0.000000,0.000000,-181.690000,-181.690000,-60.563333,0,,,0,,,0.581423,0.581423,0.000000,5,4,0,0,0
615982,P:615982,2025-12,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],112.000000,79.000000,187.100000,319.750000,319.750000,3.000000,0.000000,0.000000,0.000000,0.000000,1.190000,-180.500000,-60.166667,0,,,0,,,0.585145,0.585145,0.000000,6,5,0,0,0
615982,P:615982,2026-01,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],113.000000,79.000000,188.330000,319.750000,319.750000,2.000000,0.000000,0.000000,0.000000,0.000000,1.230000,-179.270000,-59.756667,0,,,0,,,0.588991,0.588991,0.000000,7,6,0,0,0
615982,P:615982,2026-02,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],114.000000,79.000000,188.790000,319.750000,319.750000,1.000000,0.000000,0.000000,0.000000,0.000000,0.460000,2.880000,0.960000,0,,,0,,,0.590430,0.590430,0.000000,8,7,0,0,0
615982,P:615982,2026-03,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],115.000000,79.830000,194.870000,319.750000,319.750000,0.000000,0.830000,0.830000,0.276667,0.830000,6.080000,7.770000,2.590000,0,,,0,,,0.609445,0.609445,0.000000,9,8,0,0,1
615982,P:615982,2026-04,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],116.000000,79.830000,196.860000,319.750000,319.750000,-1.000000,0.000000,0.830000,0.276667,-0.830000,1.990000,8.530000,2.843333,0,,,0,,,0.615668,0.615668,0.000000,10,9,0,0,1
616044,P:616044,2025-07,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],78.000000,87.000000,159.210000,237.060000,237.060000,8.000000,,,,,,,,0,,,0,,,0.671602,0.671602,0.000000,1,0,0,0,0
616044,P:616044,2025-08,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],79.000000,87.000000,165.570000,237.060000,237.060000,7.000000,0.000000,,,,6.360000,,,0,,,0,,,0.698431,0.698431,0.000000,2,1,0,0,0
616044,P:616044,2025-09,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],80.000000,87.000000,165.570000,237.060000,237.060000,6.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,0.698431,0.698431,0.000000,3,2,0,0,0
616044,P:616044,2025-10,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],81.000000,87.000000,165.570000,237.060000,237.060000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.360000,2.120000,0,,,0,,,0.698431,0.698431,0.000000,4,3,0,0,0
616044,P:616044,2025-11,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],82.000000,87.000000,165.760000,237.060000,237.060000,4.000000,0.000000,0.000000,0.000000,0.000000,0.190000,0.190000,0.063333,0,,,0,,,0.699232,0.699232,0.000000,5,4,0,0,0
616044,P:616044,2025-12,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],83.000000,87.000000,165.810000,237.060000,237.060000,3.000000,0.000000,0.000000,0.000000,0.000000,0.050000,0.240000,0.080000,0,,,0,,,0.699443,0.699443,0.000000,6,5,0,0,0
616044,P:616044,2026-01,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],84.000000,87.000000,165.990000,237.060000,237.060000,2.000000,0.000000,0.000000,0.000000,0.000000,0.180000,0.420000,0.140000,0,,,0,,,0.700202,0.700202,0.000000,7,6,0,0,0
616044,P:616044,2026-02,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],85.000000,93.000000,166.070000,237.060000,237.060000,1.000000,6.000000,6.000000,2.000000,6.000000,0.080000,0.310000,0.103333,0,,,0,,0.000000,0.700540,0.700540,0.000000,8,7,0,0,0
616044,P:616044,2026-03,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],86.000000,93.250000,166.090000,237.060000,237.060000,0.000000,0.250000,6.250000,2.083333,-5.750000,0.020000,0.280000,0.093333,0,,,0,,1.000000,0.700624,0.700624,0.000000,9,8,0,0,1
616044,P:616044,2026-04,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],87.000000,93.510000,166.870000,237.060000,237.060000,-1.000000,0.260000,6.510000,2.170000,0.010000,0.780000,0.880000,0.293333,0,,,0,,2.000000,0.703915,0.703915,0.000000,10,9,0,0,1
