project_code,identity_key,prediction_month,state,sector,ministry,agency,project_age_months,progress_current,expenditure_current,original_cost_current,revised_cost_current,effective_target_months_from_cutoff,progress_change_1m,progress_change_3m,progress_velocity_3m,progress_acceleration_3m,expenditure_change_1m,expenditure_change_3m,expenditure_velocity_3m,cost_revision_count_to_date,last_cost_revision_pct,months_since_cost_revision,schedule_revision_count_to_date,months_since_schedule_revision,months_since_material_progress_change,expenditure_to_original_cost,expenditure_to_revised_cost,cost_revision_pct_current,months_observed,months_since_first_observation,revised_cost_missing,progress_missing,future_schedule_later_3m
701377,P:701377,2025-07,Karnataka,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-KA,135.000000,99.000000,1511.220000,770.160000,1606.070000,-4.000000,,,,,,,,0,,,0,,,1.962216,0.940943,1.085372,1,0,0,0,1
701377,P:701377,2025-08,Karnataka,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-KA,136.000000,99.000000,1511.220000,770.160000,1606.070000,4.000000,0.000000,,,,0.000000,,,0,,,1,0.000000,,1.962216,0.940943,1.085372,2,1,0,0,1
701377,P:701377,2025-09,Karnataka,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-KA,137.000000,99.000000,1515.320000,770.160000,1606.070000,6.000000,0.000000,,,0.000000,4.100000,,,0,,,2,0.000000,,1.967539,0.943496,1.085372,3,2,0,0,0
701377,P:701377,2025-10,Karnataka,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-KA,138.000000,99.000000,1515.320000,770.160000,1606.070000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.100000,1.366667,0,,,2,1.000000,,1.967539,0.943496,1.085372,4,3,0,0,0
701377,P:701377,2025-11,Karnataka,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-KA,139.000000,99.000000,1515.320000,770.160000,1606.070000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.100000,1.366667,0,,,2,2.000000,,1.967539,0.943496,1.085372,5,4,0,0,0
701377,P:701377,2025-12,Karnataka,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-KA,140.000000,99.000000,1515.320000,770.160000,1606.070000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,2,3.000000,,1.967539,0.943496,1.085372,6,5,0,0,0
701377,P:701377,2026-01,Karnataka,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-KA,141.000000,99.000000,1515.600000,770.160000,1606.070000,2.000000,0.000000,0.000000,0.000000,0.000000,0.280000,0.280000,0.093333,0,,,2,4.000000,,1.967903,0.943670,1.085372,7,6,0,0,0
701377,P:701377,2026-02,Karnataka,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-KA,142.000000,99.000000,1515.600000,770.160000,1606.070000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.280000,0.093333,0,,,2,5.000000,,1.967903,0.943670,1.085372,8,7,0,0,0
701377,P:701377,2026-03,Karnataka,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-KA,143.000000,99.320000,1515.600000,770.160000,1606.070000,0.000000,0.320000,0.320000,0.106667,0.320000,0.000000,0.280000,0.093333,0,,,2,6.000000,,1.967903,0.943670,1.085372,9,8,0,0,0
701377,P:701377,2026-04,Karnataka,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-KA,144.000000,99.320000,1515.600000,770.160000,1606.070000,-1.000000,0.000000,0.320000,0.106667,-0.320000,0.000000,0.000000,0.000000,0,,,2,7.000000,,1.967903,0.943670,1.085372,10,9,0,0,0
701383,P:701383,2025-07,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,351.000000,89.000000,1530.360000,1058.990000,1758.510000,8.000000,,,,,,,,0,,,0,,,1.445113,0.870259,0.660554,1,0,0,0,0
701383,P:701383,2025-08,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,352.000000,89.000000,1530.450000,1058.990000,1758.510000,7.000000,0.000000,,,,0.090000,,,0,,,0,,,1.445198,0.870311,0.660554,2,1,0,0,0
701383,P:701383,2025-09,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,353.000000,89.000000,1557.140000,1058.990000,1758.510000,6.000000,0.000000,,,0.000000,26.690000,,,0,,,0,,,1.470401,0.885488,0.660554,3,2,0,0,0
701383,P:701383,2025-10,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,354.000000,89.000000,1557.450000,1058.990000,1758.510000,5.000000,0.000000,0.000000,0.000000,0.000000,0.310000,27.090000,9.030000,0,,,0,,,1.470694,0.885665,0.660554,4,3,0,0,0
701383,P:701383,2025-11,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,355.000000,89.000000,1557.640000,1058.990000,1758.510000,4.000000,0.000000,0.000000,0.000000,0.000000,0.190000,27.190000,9.063333,0,,,0,,,1.470873,0.885773,0.660554,5,4,0,0,0
701383,P:701383,2025-12,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,356.000000,89.000000,1557.670000,1058.990000,1758.510000,3.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.530000,0.176667,0,,,0,,,1.470902,0.885790,0.660554,6,5,0,0,0
701383,P:701383,2026-01,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,357.000000,89.000000,1557.730000,1058.990000,1758.510000,2.000000,0.000000,0.000000,0.000000,0.000000,0.060000,0.280000,0.093333,0,,,0,,,1.470958,0.885824,0.660554,7,6,0,0,0
701383,P:701383,2026-02,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,358.000000,89.000000,1557.760000,1058.990000,1758.510000,1.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.120000,0.040000,0,,,0,,,1.470987,0.885841,0.660554,8,7,0,0,0
701383,P:701383,2026-03,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,359.000000,89.570000,1634.210000,1058.990000,1758.510000,0.000000,0.570000,0.570000,0.190000,0.570000,76.450000,76.540000,25.513333,0,,,0,,,1.543178,0.929315,0.660554,9,8,0,0,0
701383,P:701383,2026-04,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,360.000000,89.570000,1557.820000,1058.990000,1758.510000,-1.000000,0.000000,0.570000,0.190000,-0.570000,-76.390000,0.090000,0.030000,0,,,0,,,1.471043,0.885875,0.660554,10,9,0,0,0
701386,P:701386,2025-07,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,207.000000,72.000000,13533.290000,7196.470000,12770.100000,11.000000,,,,,,,,0,,,0,,,1.880546,1.059764,0.774495,1,0,0,0,1
701386,P:701386,2025-08,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,208.000000,72.000000,13533.290000,7196.470000,12770.100000,10.000000,0.000000,,,,0.000000,,,0,,,0,,,1.880546,1.059764,0.774495,2,1,0,0,1
701386,P:701386,2025-09,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,209.000000,72.000000,13691.130000,7196.470000,12770.100000,33.000000,0.000000,,,0.000000,157.840000,,,0,,,1,0.000000,,1.902479,1.072124,0.774495,3,2,0,0,0
701386,P:701386,2025-10,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,210.000000,72.000000,13765.220000,7196.470000,12770.100000,32.000000,0.000000,0.000000,0.000000,0.000000,74.090000,231.930000,77.310000,0,,,1,1.000000,,1.912774,1.077926,0.774495,4,3,0,0,0
701386,P:701386,2025-11,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,211.000000,72.000000,13837.780000,7196.470000,12770.100000,31.000000,0.000000,0.000000,0.000000,0.000000,72.560000,304.490000,101.496667,0,,,1,2.000000,,1.922857,1.083608,0.774495,5,4,0,0,0
701386,P:701386,2025-12,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,212.000000,72.000000,13898.180000,7196.470000,12770.100000,30.000000,0.000000,0.000000,0.000000,0.000000,60.400000,207.050000,69.016667,0,,,1,3.000000,,1.931250,1.088338,0.774495,6,5,0,0,0
701386,P:701386,2026-01,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,213.000000,72.000000,13966.190000,7196.470000,12770.100000,29.000000,0.000000,0.000000,0.000000,0.000000,68.010000,200.970000,66.990000,0,,,1,4.000000,,1.940700,1.093663,0.774495,7,6,0,0,0
701386,P:701386,2026-02,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,214.000000,72.000000,14063.470000,7196.470000,12770.100000,28.000000,0.000000,0.000000,0.000000,0.000000,97.280000,225.690000,75.230000,0,,,1,5.000000,,1.954218,1.101281,0.774495,8,7,0,0,0
701386,P:701386,2026-03,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,215.000000,72.650000,14302.560000,7196.470000,12770.100000,27.000000,0.650000,0.650000,0.216667,0.650000,239.090000,404.380000,134.793333,0,,,1,6.000000,,1.987441,1.120004,0.774495,9,8,0,0,0
701386,P:701386,2026-04,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,216.000000,72.650000,14339.360000,7196.470000,12770.100000,26.000000,0.000000,0.650000,0.216667,-0.650000,36.800000,373.170000,124.390000,0,,,1,7.000000,,1.992555,1.122885,0.774495,10,9,0,0,0
701391,P:701391,2025-07,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,186.000000,97.000000,1697.940000,210.450000,1472.140000,-6.000000,,,,,,,,0,,,0,,,8.068140,1.153382,5.995201,1,0,0,0,1
701391,P:701391,2025-08,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,187.000000,97.000000,1697.940000,210.450000,1472.140000,4.000000,0.000000,,,,0.000000,,,0,,,1,0.000000,,8.068140,1.153382,5.995201,2,1,0,0,0
701391,P:701391,2025-09,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,188.000000,97.000000,1697.940000,210.450000,1472.140000,3.000000,0.000000,,,0.000000,0.000000,,,0,,,1,1.000000,,8.068140,1.153382,5.995201,3,2,0,0,0
701391,P:701391,2025-10,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,189.000000,97.000000,1697.940000,210.450000,1472.140000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,1,2.000000,,8.068140,1.153382,5.995201,4,3,0,0,0
701391,P:701391,2025-11,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,190.000000,97.000000,1705.830000,210.450000,1472.140000,1.000000,0.000000,0.000000,0.000000,0.000000,7.890000,7.890000,2.630000,0,,,1,3.000000,,8.105631,1.158742,5.995201,5,4,0,0,0
701391,P:701391,2025-12,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,191.000000,97.000000,1705.830000,210.450000,1472.140000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.890000,2.630000,0,,,1,4.000000,,8.105631,1.158742,5.995201,6,5,0,0,0
701391,P:701391,2026-01,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,192.000000,97.000000,1705.830000,210.450000,1472.140000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.890000,2.630000,0,,,1,5.000000,,8.105631,1.158742,5.995201,7,6,0,0,0
701391,P:701391,2026-02,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,193.000000,97.000000,1705.830000,210.450000,1472.140000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,1,6.000000,,8.105631,1.158742,5.995201,8,7,0,0,0
701391,P:701391,2026-03,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,194.000000,97.960000,1734.710000,210.450000,1472.140000,-3.000000,0.960000,0.960000,0.320000,0.960000,28.880000,28.880000,9.626667,0,,,1,7.000000,,8.242861,1.178359,5.995201,9,8,0,0,0
701391,P:701391,2026-04,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,195.000000,98.100000,1734.710000,210.450000,1472.140000,-4.000000,0.140000,1.100000,0.366667,-0.820000,0.000000,28.880000,9.626667,0,,,1,8.000000,,8.242861,1.178359,5.995201,10,9,0,0,1
701395,P:701395,2025-09,Uttar Pradesh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",213.000000,31.000000,0.000000,219.900000,219.900000,3.000000,31.000000,,,31.000000,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,3,2,0,0,0
701395,P:701395,2025-10,Uttar Pradesh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",214.000000,31.000000,115.200000,219.900000,219.900000,2.000000,0.000000,31.000000,10.333333,-31.000000,115.200000,115.200000,38.400000,0,,,0,,1.000000,0.523874,0.523874,0.000000,4,3,0,0,0
701395,P:701395,2025-11,Uttar Pradesh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",215.000000,31.000000,115.200000,219.900000,219.900000,1.000000,0.000000,31.000000,10.333333,0.000000,0.000000,115.200000,38.400000,0,,,0,,2.000000,0.523874,0.523874,0.000000,5,4,0,0,0
701395,P:701395,2025-12,Uttar Pradesh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",216.000000,31.000000,115.200000,219.900000,219.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.200000,38.400000,0,,,0,,3.000000,0.523874,0.523874,0.000000,6,5,0,0,0
701395,P:701395,2026-01,Uttar Pradesh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",217.000000,31.000000,115.200000,219.900000,219.900000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,4.000000,0.523874,0.523874,0.000000,7,6,0,0,0
701395,P:701395,2026-02,Uttar Pradesh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",218.000000,31.000000,115.200000,219.900000,219.900000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,5.000000,0.523874,0.523874,0.000000,8,7,0,0,0
701395,P:701395,2026-03,Uttar Pradesh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",219.000000,31.500000,115.200000,219.900000,219.900000,-3.000000,0.500000,0.500000,0.166667,0.500000,0.000000,0.000000,0.000000,0,,,0,,6.000000,0.523874,0.523874,0.000000,9,8,0,0,0
701396,P:701396,2025-07,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,207.000000,64.000000,1324.780000,255.970000,1480.700000,11.000000,,,,,,,,0,,,0,,,5.175528,0.894698,4.784662,1,0,0,0,0
701396,P:701396,2025-08,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,208.000000,64.000000,1324.780000,255.970000,1480.700000,10.000000,0.000000,,,,0.000000,,,0,,,0,,,5.175528,0.894698,4.784662,2,1,0,0,0
701396,P:701396,2025-09,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,209.000000,65.000000,1324.780000,255.970000,1480.700000,9.000000,1.000000,,,1.000000,0.000000,,,0,,,0,,0.000000,5.175528,0.894698,4.784662,3,2,0,0,0
701396,P:701396,2025-10,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,210.000000,65.000000,1324.980000,255.970000,1480.700000,8.000000,0.000000,1.000000,0.333333,-1.000000,0.200000,0.200000,0.066667,0,,,0,,1.000000,5.176310,0.894834,4.784662,4,3,0,0,0
701396,P:701396,2025-11,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,211.000000,65.000000,1324.980000,255.970000,1480.700000,7.000000,0.000000,1.000000,0.333333,0.000000,0.000000,0.200000,0.066667,0,,,0,,2.000000,5.176310,0.894834,4.784662,5,4,0,0,0
701396,P:701396,2025-12,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,212.000000,65.000000,1324.980000,255.970000,1480.700000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.066667,0,,,0,,3.000000,5.176310,0.894834,4.784662,6,5,0,0,0
701396,P:701396,2026-01,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,213.000000,65.000000,1324.980000,255.970000,1480.700000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,4.000000,5.176310,0.894834,4.784662,7,6,0,0,0
701396,P:701396,2026-02,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,214.000000,65.000000,1516.110000,255.970000,1480.700000,4.000000,0.000000,0.000000,0.000000,0.000000,191.130000,191.130000,63.710000,0,,,0,,5.000000,5.922999,1.023914,4.784662,8,7,0,0,0
701396,P:701396,2026-03,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,215.000000,65.000000,1516.110000,255.970000,1480.700000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,191.130000,63.710000,0,,,0,,6.000000,5.922999,1.023914,4.784662,9,8,0,0,0
701396,P:701396,2026-04,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,216.000000,65.000000,1516.110000,255.970000,1480.700000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,191.130000,63.710000,0,,,0,,7.000000,5.922999,1.023914,4.784662,10,9,0,0,0
701398,P:701398,2025-07,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,195.000000,72.590000,623.500000,211.460000,781.850000,-4.000000,,,,,,,,0,,,0,,,2.948548,0.797468,2.697390,1,0,0,0,1
701398,P:701398,2025-08,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,196.000000,72.000000,623.500000,211.460000,781.850000,10.000000,-0.590000,,,,0.000000,,,0,,,1,0.000000,,2.948548,0.797468,2.697390,2,1,0,0,0
701398,P:701398,2025-09,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,197.000000,72.000000,623.500000,211.460000,781.850000,9.000000,0.000000,,,0.590000,0.000000,,,0,,,1,1.000000,,2.948548,0.797468,2.697390,3,2,0,0,0
701398,P:701398,2025-10,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,198.000000,72.000000,623.500000,211.460000,781.850000,8.000000,0.000000,-0.590000,-0.196667,0.000000,0.000000,0.000000,0.000000,0,,,1,2.000000,,2.948548,0.797468,2.697390,4,3,0,0,0
701398,P:701398,2025-11,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,199.000000,72.000000,623.500000,211.460000,781.850000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,1,3.000000,,2.948548,0.797468,2.697390,5,4,0,0,0
701398,P:701398,2025-12,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,200.000000,72.000000,623.500000,211.460000,781.850000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,1,4.000000,,2.948548,0.797468,2.697390,6,5,0,0,0
701398,P:701398,2026-01,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,201.000000,72.000000,626.060000,211.460000,781.850000,5.000000,0.000000,0.000000,0.000000,0.000000,2.560000,2.560000,0.853333,0,,,1,5.000000,,2.960654,0.800742,2.697390,7,6,0,0,0
701398,P:701398,2026-02,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,202.000000,72.000000,626.060000,211.460000,781.850000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.560000,0.853333,0,,,1,6.000000,,2.960654,0.800742,2.697390,8,7,0,0,0
701398,P:701398,2026-03,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,203.000000,72.590000,626.060000,211.460000,781.850000,3.000000,0.590000,0.590000,0.196667,0.590000,0.000000,2.560000,0.853333,0,,,1,7.000000,,2.960654,0.800742,2.697390,9,8,0,0,0
701398,P:701398,2026-04,Maharashtra,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,204.000000,72.590000,626.060000,211.460000,781.850000,2.000000,0.000000,0.590000,0.196667,-0.590000,0.000000,0.000000,0.000000,0,,,1,8.000000,,2.960654,0.800742,2.697390,10,9,0,0,0
701399,P:701399,2025-09,Chhattisgarh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",189.000000,86.000000,0.000000,382.290000,382.290000,3.000000,0.000000,,,-4.200000,0.000000,,,0,,,0,,1.000000,0.000000,0.000000,0.000000,3,2,0,0,0
701399,P:701399,2025-10,Chhattisgarh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",190.000000,86.000000,239.030000,382.290000,382.290000,2.000000,0.000000,4.200000,1.400000,0.000000,239.030000,239.030000,79.676667,0,,,0,,2.000000,0.625258,0.625258,0.000000,4,3,0,0,1
701399,P:701399,2025-11,Chhattisgarh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",191.000000,86.000000,239.030000,382.290000,382.290000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,239.030000,79.676667,0,,,0,,3.000000,0.625258,0.625258,0.000000,5,4,0,0,1
701399,P:701399,2025-12,Chhattisgarh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",192.000000,86.000000,239.030000,382.290000,382.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,239.030000,79.676667,0,,,0,,4.000000,0.625258,0.625258,0.000000,6,5,0,0,1
701399,P:701399,2026-01,Chhattisgarh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",193.000000,86.000000,239.030000,382.290000,382.290000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,1,0.000000,5.000000,0.625258,0.625258,0.000000,7,6,0,0,0
701399,P:701399,2026-02,Chhattisgarh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",194.000000,86.000000,249.060000,382.290000,382.290000,1.000000,0.000000,0.000000,0.000000,0.000000,10.030000,10.030000,3.343333,0,,,1,1.000000,6.000000,0.651495,0.651495,0.000000,8,7,0,0,0
701399,P:701399,2026-03,Chhattisgarh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",195.000000,86.310000,249.060000,382.290000,382.290000,0.000000,0.310000,0.310000,0.103333,0.310000,0.000000,10.030000,3.343333,0,,,1,2.000000,7.000000,0.651495,0.651495,0.000000,9,8,0,0,0
701399,P:701399,2026-04,Chhattisgarh,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",196.000000,86.310000,249.060000,382.290000,382.290000,-1.000000,0.000000,0.310000,0.103333,-0.310000,0.000000,10.030000,3.343333,0,,,1,3.000000,8.000000,0.651495,0.651495,0.000000,10,9,0,0,0
701400,P:701400,2025-07,Manipur,Water Resources,"Department of Water Resources, River Development & GR",Water Resources Department-MN,339.000000,98.000000,1837.910000,1449.440000,1822.240000,8.000000,,,,,,,,0,,,0,,,1.268014,1.008599,0.257203,1,0,0,0,0
701400,P:701400,2025-08,Manipur,Water Resources,"Department of Water Resources, River Development & GR",Water Resources Department-MN,340.000000,98.000000,1837.910000,1449.440000,1822.240000,7.000000,0.000000,,,,0.000000,,,0,,,0,,,1.268014,1.008599,0.257203,2,1,0,0,0
701400,P:701400,2025-09,Manipur,Water Resources,"Department of Water Resources, River Development & GR",Water Resources Department-MN,341.000000,98.000000,1837.910000,1449.440000,1822.240000,6.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,1.268014,1.008599,0.257203,3,2,0,0,0
701400,P:701400,2025-10,Manipur,Water Resources,"Department of Water Resources, River Development & GR",Water Resources Department-MN,342.000000,98.000000,1837.910000,1449.440000,1822.240000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,1.268014,1.008599,0.257203,4,3,0,0,0
701400,P:701400,2025-11,Manipur,Water Resources,"Department of Water Resources, River Development & GR",Water Resources Department-MN,343.000000,98.000000,1837.910000,1449.440000,1822.240000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,1.268014,1.008599,0.257203,5,4,0,0,0
701400,P:701400,2025-12,Manipur,Water Resources,"Department of Water Resources, River Development & GR",Water Resources Department-MN,344.000000,98.000000,1837.910000,1449.440000,1822.240000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,1.268014,1.008599,0.257203,6,5,0,0,0
701400,P:701400,2026-01,Manipur,Water Resources,"Department of Water Resources, River Development & GR",Water Resources Department-MN,345.000000,98.000000,1837.910000,1449.440000,1822.240000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,1.268014,1.008599,0.257203,7,6,0,0,0
701400,P:701400,2026-02,Manipur,Water Resources,"Department of Water Resources, River Development & GR",Water Resources Department-MN,346.000000,98.000000,1837.910000,1449.440000,1822.240000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,1.268014,1.008599,0.257203,8,7,0,0,1
701400,P:701400,2026-03,Manipur,Water Resources,"Department of Water Resources, River Development & GR",Water Resources Department-MN,347.000000,98.900000,1837.910000,1449.440000,1822.240000,0.000000,0.900000,0.900000,0.300000,0.900000,0.000000,0.000000,0.000000,0,,,0,,,1.268014,1.008599,0.257203,9,8,0,0,1
701400,P:701400,2026-04,Manipur,Water Resources,"Department of Water Resources, River Development & GR",Water Resources Department-MN,348.000000,98.900000,1837.910000,1449.440000,1822.240000,-1.000000,0.000000,0.900000,0.300000,-0.900000,0.000000,0.000000,0.000000,0,,,0,,,1.268014,1.008599,0.257203,10,9,0,0,1
701402,P:701402,2026-02,Odisha,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",337.000000,95.000000,8060.820000,3055.880000,7023.190000,1.000000,,,,,,,,0,,,0,,,2.637806,1.147743,1.298255,1,0,0,0,0
701402,P:701402,2026-03,Odisha,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",338.000000,95.500000,8060.820000,3055.880000,7023.190000,0.000000,0.500000,,,,0.000000,,,0,,,0,,,2.637806,1.147743,1.298255,2,1,0,0,0
701402,P:701402,2026-04,Odisha,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",339.000000,95.500000,8060.820000,3055.880000,7023.190000,-1.000000,0.000000,,,-0.500000,0.000000,,,0,,,0,,,2.637806,1.147743,1.298255,3,2,0,0,0
701404,P:701404,2025-07,Odisha,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,258.000000,79.000000,2563.560000,989.430000,2301.280000,-7.000000,,,,,,,,0,,,0,,,2.590946,1.113971,1.325864,1,0,0,0,1
701404,P:701404,2025-08,Odisha,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,259.000000,79.000000,2563.560000,989.430000,2301.280000,-8.000000,0.000000,,,,0.000000,,,0,,,0,,,2.590946,1.113971,1.325864,2,1,0,0,1
